,ts,imei,mwra,c.dogalize,c.android.youtube,c.katana,c.android.gm,c.android.chrome,c.raider,c.updateassist,c.android.vending,c.UCMobile.intl,c.UCMobile.x86
532,2018-05-05 18:52:00,8630330696303481180,0.0,11.78672,15.07026,14.55139,11.45162,16.05681,55.30883,11.22582,32.98677,33.1588,59.10251
533,2018-05-05 18:53:00,8630330696303482402,1.0,8.79461,14.53991,11.13156,12.33596,11.46293,83.47835,9.55995,92.41815,87.44503,60.79873
534,2018-05-05 18:54:00,863033069630348883,1.0,13.32331,8.71963,10.05146,8.36497,9.12768,70.63782,96.66255,81.27568,68.53428,57.69167
535,2018-05-05 18:55:00,8630330696303481818,1.0,14.11477,8.47876,13.34957,10.28543,10.41276,67.8906,30.26059,65.82706,57.9862,56.11505
536,2018-05-05 18:56:00,8630330696303482238,0.0,13.7089,15.43326,9.84638,13.15513,10.48571,63.64953,35.92082,41.56512,71.26423,16.71635
537,2018-05-05 18:57:00,359043379931766908,1.0,11.67315,10.84834,14.45427,9.82894,13.41227,75.15313,10.324,51.80384,89.42493,94.05534
538,2018-05-05 18:58:00,359043379931766403,1.0,11.54788,14.83323,11.13993,17.11601,12.97009,49.09674,87.57755,8.2763,95.53516,3.67441
539,2018-05-05 18:59:00,359043379931766916,0.0,9.54451,15.87789,15.05555,12.52272,11.4148,44.88994,39.43318,1.93591,77.62984,85.76862
540,2018-05-05 19:00:00,3590433799317662113,1.0,12.42329,14.83551,11.43028,12.21781,9.8996,68.63874,10.34845,2.19491,14.62744,13.20338
541,2018-05-05 19:01:00,8630330696303482253,1.0,8.6608,15.32287,12.67756,13.06237,10.60697,45.36241,35.97713,47.74958,22.69381,58.15735
542,2018-05-05 19:02:00,8630330696303482287,1.0,10.45978,13.47557,12.31633,14.7201,9.67887,38.05141,96.4883,19.55187,63.47521,56.10627
543,2018-05-05 19:03:00,359043379931766007,0.0,10.59477,13.83311,13.7052,13.33448,9.08796,67.44006,63.94605,73.3221,2.73862,13.0068
544,2018-05-05 19:04:00,3590433799317661701,0.0,13.5586,8.98296,12.97395,13.06842,11.90965,67.2876,11.22662,37.93278,77.29213,92.54593
545,2018-05-05 19:05:00,3590433799317661404,0.0,12.62197,15.09658,12.76804,12.36691,14.43562,32.36192,35.74809,3.50325,90.0141,43.31711
546,2018-05-05 19:06:00,3590433799317662105,1.0,18.82142,11.75805,10.51443,11.47971,12.18374,65.53069,77.3652,65.62391,28.62512,34.48769
547,2018-05-05 19:07:00,3590433799317661925,1.0,17.20439,9.27524,13.23751,10.06849,8.84835,45.20778,80.04099,91.72209,85.09536,91.38802
548,2018-05-05 19:08:00,8630330696303482162,1.0,14.30362,11.39432,9.81306,10.21468,13.43015,59.59078,33.94711,61.87783,58.97133,19.93821
549,2018-05-05 19:09:00,359043379931766098,1.0,13.8931,13.74375,6.9589,9.49718,11.89839,43.09528,98.97866,64.14876,70.37708,96.37513
550,2018-05-05 19:10:00,3590433799317662105,0.0,11.85757,15.20065,13.1461,12.20352,14.62988,39.3061,55.47701,6.31259,18.15127,8.97641
551,2018-05-05 19:11:00,3590433799317661966,0.0,13.028,11.53773,11.77416,11.76565,11.00947,46.39191,72.2581,2.19824,69.77615,28.19696
552,2018-05-05 19:12:00,863033069630348735,1.0,12.17028,11.84113,8.35354,15.36768,12.96048,64.93716,25.93259,57.16862,94.42098,98.00862
553,2018-05-05 19:13:00,863033069630348883,1.0,16.43628,10.43782,14.14844,10.90582,12.27733,42.88365,46.52655,81.74375,9.40082,64.95278
554,2018-05-05 19:14:00,8630330696303482329,0.0,10.80089,17.63756,11.86398,13.79645,12.92742,52.83685,87.76846,44.31319,35.36811,31.83048
555,2018-05-05 19:15:00,863033069630348180,1.0,13.1841,9.48778,8.56158,11.0992,12.13197,43.20872,80.96464,93.86644,79.55411,56.6122
556,2018-05-05 19:16:00,8630330696303481164,1.0,9.94701,14.60274,11.52877,13.93807,9.3662,41.96217,46.50776,84.60446,38.67246,3.55267
557,2018-05-05 19:17:00,8630330696303482055,1.0,8.68025,15.31498,7.73454,11.42737,12.78635,46.78057,30.39779,84.5367,76.71379,51.65178
558,2018-05-05 19:18:00,8630330696303482246,1.0,10.26918,18.58799,7.26353,12.36306,14.66477,50.71164,96.74131,71.986,11.01232,18.99148
559,2018-05-05 19:19:00,3590433799317661842,1.0,13.21552,11.81363,9.81994,11.19817,12.28231,46.23161,56.98536,39.29801,71.23935,67.97226
560,2018-05-05 19:20:00,3590433799317662360,1.0,12.55899,11.9369,10.32934,17.75202,11.66073,46.63832,58.84523,77.53744,78.52475,18.94479
561,2018-05-05 19:21:00,359043379931766494,0.0,14.52662,11.20445,14.65763,11.11344,12.35989,41.94182,96.59275,64.44781,10.06094,82.01247
562,2018-05-05 19:22:00,8630330696303482485,1.0,16.19893,8.59935,14.34549,10.02961,10.6798,45.75678,33.43757,20.94096,60.27825,21.27965
563,2018-05-05 19:23:00,863033069630348396,0.0,10.13527,14.79896,16.49699,9.10915,17.86127,74.08068,9.81867,76.65764,46.93047,21.80619
564,2018-05-05 19:24:00,359043379931766346,1.0,7.56836,13.00197,7.48089,9.34341,15.76129,47.49861,67.30013,47.97726,93.98698,27.33158
565,2018-05-05 19:25:00,359043379931766783,0.0,12.69523,13.8117,12.63695,9.10815,7.13621,58.57534,89.07457,13.78973,42.37392,60.14655
566,2018-05-05 19:26:00,3590433799317661529,1.0,15.60835,12.02489,12.81453,9.99399,10.45538,29.69239,50.75081,85.7863,22.45229,38.45303
567,2018-05-05 19:27:00,863033069630348099,1.0,11.56466,12.38299,,13.50346,10.95627,26.55331,87.76289,10.1391,91.78988,33.41182
568,2018-05-05 19:28:00,8630330696303481990,0.0,14.40272,9.2994,14.77204,9.59677,11.73397,68.305,3.7291,56.03168,41.05411,37.98785
569,2018-05-05 19:29:00,8630330696303481909,1.0,11.53522,15.24628,9.53545,11.91247,13.63245,69.80186,31.30128,71.36843,20.52416,92.69358
570,2018-05-05 19:30:00,8630330696303481594,1.0,10.48953,16.19171,12.61576,11.29206,8.2714,53.38019,45.94074,90.68976,74.40781,50.79454
571,2018-05-05 19:31:00,359043379931766635,1.0,11.30463,16.58456,9.6065,14.81017,8.99672,56.0575,29.10195,68.53477,67.36273,72.28515
572,2018-05-05 19:32:00,863033069630348453,1.0,10.07841,18.28933,10.5822,13.94064,9.84074,46.83848,37.12496,5.30546,29.048,56.83463
573,2018-05-05 19:33:00,863033069630348578,1.0,12.47996,14.29628,9.67614,14.24704,12.3605,53.6828,80.33286,11.27688,36.17848,50.34898
574,2018-05-05 19:34:00,8630330696303481701,0.0,9.13973,15.39886,14.99991,7.1614,5.46279,56.29509,46.38039,76.78667,65.21438,54.89029
575,2018-05-05 19:35:00,3590433799317661073,1.0,10.16315,14.00516,8.19596,8.89406,13.67677,36.14855,23.91253,10.04469,70.60041,81.12209
576,2018-05-05 19:36:00,863033069630348289,0.0,9.04758,11.84988,13.45009,11.98858,16.24154,64.06035,80.75819,87.30801,72.84706,78.37589
577,2018-05-05 19:37:00,3590433799317661263,1.0,13.09273,9.5934,12.4344,12.70246,10.25675,52.53821,7.10094,34.46047,16.13178,94.25707
578,2018-05-05 19:38:00,863033069630348040,0.0,12.10047,14.90425,12.78357,10.02001,11.10813,51.94371,83.76334,91.67426,16.1181,63.34099
579,2018-05-05 19:39:00,8630330696303482170,0.0,11.85459,11.75367,9.19115,12.44093,12.92612,30.90683,34.98851,21.48182,56.34618,46.90587
580,2018-05-05 19:40:00,863033069630348552,0.0,12.18842,12.86131,15.78932,8.84169,9.09019,43.42984,32.56009,8.89325,95.12276,11.15333
581,2018-05-05 19:41:00,8630330696303481172,1.0,15.85748,11.77582,11.89026,9.85757,11.6385,73.71795,39.70753,84.1365,24.08064,69.14742
582,2018-05-05 19:42:00,359043379931766056,1.0,12.99585,13.63623,11.08464,18.17949,9.0563,51.07908,51.878,28.85733,73.75597,23.458
583,2018-05-05 19:43:00,359043379931766874,0.0,10.55045,10.54911,14.70545,9.65211,15.0771,63.26444,23.66841,63.90568,71.75266,22.22947
584,2018-05-05 19:44:00,359043379931766882,0.0,12.6116,13.79696,14.54862,9.55948,12.29662,38.29959,89.45757,1.88081,45.27186,17.31385
585,2018-05-05 19:45:00,863033069630348248,1.0,13.22847,14.69644,12.07499,17.85606,11.8888,52.919,35.9068,24.04784,89.27013,15.35151
586,2018-05-05 19:46:00,8630330696303481412,1.0,11.73923,15.27085,9.54471,14.03698,11.84437,70.7514,81.18694,51.612,0.34608,71.26635
587,2018-05-05 19:47:00,3590433799317662212,1.0,18.08827,9.49584,9.55844,10.83333,10.93018,58.69716,85.12065,21.17105,76.98695,77.80367
588,2018-05-05 19:48:00,863033069630348651,1.0,15.67325,12.58164,11.29104,15.90306,9.84402,35.9328,27.34073,28.17917,74.03425,90.62962
589,2018-05-05 19:49:00,3590433799317661008,0.0,11.95098,14.06496,13.30661,14.11286,11.454,35.35629,34.08875,16.02324,23.18795,35.69766
590,2018-05-05 19:50:00,3590433799317661974,1.0,15.10026,8.94593,12.52886,9.80982,10.806,64.10533,59.03129,6.71331,44.81149,54.12327
591,2018-05-05 19:51:00,3590433799317662188,1.0,16.13049,10.44754,10.79843,11.9565,11.68105,49.77893,78.05935,84.65699,34.74556,2.59249
592,2018-05-05 19:52:00,359043379931766007,0.0,8.66241,12.92579,15.15,10.97722,18.60684,21.8736,10.82875,42.08834,95.18139,93.42919
593,2018-05-05 19:53:00,8630330696303481339,1.0,16.18201,11.64439,10.79987,12.99059,12.28425,56.20731,40.06093,53.67653,6.5323,60.92896
594,2018-05-05 19:54:00,8630330696303481222,1.0,16.85961,8.8178,11.91072,6.32772,9.78721,56.48375,77.17131,20.753,52.88386,71.30827
595,2018-05-05 19:55:00,8630330696303481156,1.0,12.28781,17.18669,10.58567,9.86589,9.55102,36.64189,56.68068,93.97959,71.62627,25.70685
596,2018-05-05 19:56:00,8630330696303482378,0.0,11.79135,12.5199,8.94741,11.18662,12.6252,48.26512,49.06496,78.49414,89.29505,50.68897
597,2018-05-05 19:57:00,3590433799317662246,0.0,12.15108,13.50934,13.01091,11.08263,13.60694,67.39542,20.00558,85.25022,30.93221,4.80845
598,2018-05-05 19:58:00,359043379931766718,1.0,14.05633,10.518,7.54979,11.62752,9.01229,56.97986,31.945,75.49476,99.29267,68.70354
599,2018-05-05 19:59:00,3590433799317662410,1.0,14.18827,11.35722,9.48252,12.2176,10.50734,49.34541,5.89321,43.46635,6.26218,8.5561
600,2018-05-05 20:00:00,8630330696303482394,0.0,12.08807,12.57893,11.04962,15.05732,14.74693,63.6313,70.88657,99.04978,73.70054,95.84698
601,2018-05-05 20:01:00,3590433799317661990,1.0,17.59981,11.75944,13.24675,12.88658,10.39794,50.88624,98.56971,62.92312,87.00627,71.51572
602,2018-05-05 20:02:00,3590433799317661081,1.0,16.91794,9.59831,10.51992,8.65457,8.51771,55.74231,23.07098,60.90635,33.12428,51.9829
603,2018-05-05 20:03:00,863033069630348149,1.0,11.36429,14.43178,10.65293,15.61036,10.83425,45.69822,22.71989,31.05464,20.63577,84.54209
604,2018-05-05 20:04:00,863033069630348974,1.0,12.15379,10.06147,10.28884,14.21031,11.07281,51.28162,63.83642,75.16144,45.19339,5.59994
605,2018-05-05 20:05:00,359043379931766114,1.0,15.04023,13.60367,7.66246,12.59758,13.32566,52.64716,95.2325,99.55387,43.73958,25.28004
606,2018-05-05 20:06:00,8630330696303481339,1.0,8.74367,10.40931,11.15105,19.12033,13.54771,52.68609,30.13061,51.31294,40.58068,46.0918
607,2018-05-05 20:07:00,3590433799317662121,1.0,13.51383,13.92021,10.33933,14.82371,11.91705,36.69241,50.2713,21.70805,30.6396,33.31221
608,2018-05-05 20:08:00,8630330696303481404,1.0,11.53404,15.22263,15.70317,11.12658,12.23542,24.22189,49.01188,79.06809,41.17177,79.75737
609,2018-05-05 20:09:00,8630330696303481339,1.0,9.33338,11.00175,10.37931,11.97629,11.42671,36.86031,68.93019,51.50741,32.14168,7.6007
610,2018-05-05 20:10:00,359043379931766270,1.0,11.85619,7.66503,9.62583,10.09199,10.10759,58.20001,31.22557,88.19979,18.8519,5.87427
611,2018-05-05 20:11:00,359043379931766957,1.0,16.61708,10.18606,12.29449,12.6798,10.09404,53.06937,57.08776,1.83658,70.39242,47.58195
612,2018-05-05 20:12:00,8630330696303481362,0.0,15.86573,11.09835,13.83053,10.65641,12.54864,38.27198,92.66159,83.19929,37.86815,19.03306
613,2018-05-05 20:13:00,8630330696303482022,0.0,11.29566,10.66318,14.6279,11.78379,15.21567,43.71751,82.37203,33.8005,69.42826,11.84713
614,2018-05-05 20:14:00,8630330696303481438,1.0,17.16055,11.39141,9.01324,9.27677,9.93056,72.12468,26.27877,36.76702,85.76498,50.97052
615,2018-05-05 20:15:00,3590433799317661537,1.0,10.11009,16.06433,6.51167,16.06326,14.97284,61.07625,74.70646,30.25055,31.91122,54.11794
616,2018-05-05 20:16:00,359043379931766395,0.0,12.6959,11.09387,18.69427,7.84737,11.64097,51.31191,59.76468,48.55018,66.90964,93.35068
617,2018-05-05 20:17:00,359043379931766189,1.0,15.38028,8.8708,17.70761,9.46731,9.25912,60.58679,44.86291,76.44254,62.91116,16.41292
618,2018-05-05 20:18:00,8630330696303481099,0.0,8.83709,16.12733,17.91479,9.39243,8.60341,22.24323,34.23023,77.75548,58.67519,18.14906
619,2018-05-05 20:19:00,863033069630348255,0.0,9.72171,12.88436,12.72931,14.03622,15.00606,63.57761,64.90585,23.29082,81.557,54.94286
620,2018-05-05 20:20:00,863033069630348081,1.0,13.10614,12.57741,10.40103,15.21221,9.70392,51.90314,81.77239,5.14869,97.69507,1.15823
621,2018-05-05 20:21:00,863033069630348818,1.0,18.60481,10.26997,11.93385,8.95209,8.55615,34.78821,87.79198,35.22753,41.88414,50.08163
622,2018-05-05 20:22:00,3590433799317662063,0.0,11.42,13.15504,16.40885,9.99726,11.57108,61.44956,78.99469,10.96262,83.1729,72.65681
623,2018-05-05 20:23:00,8630330696303482253,1.0,9.79794,13.48315,9.25753,10.81778,10.98775,62.86487,90.28144,63.88815,63.99687,23.74722
624,2018-05-05 20:24:00,3590433799317661578,1.0,12.36768,12.90552,9.18496,10.83814,12.24216,60.9731,86.86953,98.81397,3.66506,66.93056
625,2018-05-05 20:25:00,3590433799317661875,1.0,6.42207,17.52379,12.8963,12.00799,19.56148,56.40964,17.9028,49.68264,58.59611,12.44084
626,2018-05-05 20:26:00,3590433799317662121,1.0,15.14746,9.53828,13.72541,12.10407,7.7406,62.40211,16.35967,71.6209,58.08428,5.41448
627,2018-05-05 20:27:00,3590433799317662386,1.0,14.42309,12.78974,11.16183,12.36008,14.74785,66.40693,25.68685,92.48155,74.13132,47.79075
628,2018-05-05 20:28:00,3590433799317661461,1.0,9.54035,14.03467,13.01355,13.27926,8.43478,59.4231,85.97447,86.02732,97.86464,1.55174
629,2018-05-05 20:29:00,8630330696303482196,0.0,15.53624,13.87712,10.14383,17.03453,11.33312,60.00945,58.70812,66.3328,48.25131,49.85401
630,2018-05-05 20:30:00,3590433799317661321,1.0,12.21141,17.18118,11.9052,13.3488,9.8373,56.66579,62.54755,57.24408,87.53623,18.81838
631,2018-05-05 20:31:00,359043379931766148,1.0,10.0455,7.70522,10.539,4.82529,11.57241,62.77566,96.67567,39.50076,78.6528,1.13596
632,2018-05-05 20:32:00,359043379931766304,1.0,15.94798,11.41248,9.97319,10.79699,12.00893,48.63334,36.81777,73.12639,91.48567,75.76336
633,2018-05-05 20:33:00,8630330696303482303,1.0,11.70574,16.33889,10.73707,13.24931,12.56075,34.0834,45.38623,2.20505,89.02375,4.43848
634,2018-05-05 20:34:00,863033069630348529,0.0,8.45776,17.7939,11.62834,15.01926,13.50198,62.29529,41.51501,22.94759,19.08781,25.38542
635,2018-05-05 20:35:00,863033069630348933,0.0,10.5325,5.56606,14.47546,11.39315,12.59926,77.03838,75.48702,46.9837,78.08166,77.44058
636,2018-05-05 20:36:00,359043379931766056,1.0,14.72071,9.27706,11.37749,11.71396,11.35425,60.27109,18.72118,64.44741,8.19931,82.46042
637,2018-05-05 20:37:00,359043379931766338,0.0,11.67657,8.5159,14.02317,9.65794,13.40397,42.12882,62.74832,35.38925,14.48547,77.99909
638,2018-05-05 20:38:00,863033069630348628,0.0,10.30894,10.51181,12.98565,11.29354,11.01456,30.97207,16.66196,97.37045,83.84237,2.02529
639,2018-05-05 20:39:00,3590433799317661362,1.0,10.40322,9.65739,11.98942,9.72818,10.13342,51.3923,69.35021,23.12282,43.71975,10.21102
640,2018-05-05 20:40:00,3590433799317661602,1.0,15.41359,10.72608,12.36663,12.32373,11.1415,36.19805,72.4674,42.96821,70.93935,44.5265
641,2018-05-05 20:41:00,359043379931766643,1.0,13.51214,13.75471,8.94141,11.68235,14.41567,60.76814,9.16956,42.84847,72.88604,15.8699
642,2018-05-05 20:42:00,3590433799317661677,0.0,13.59439,13.16517,16.45094,8.23232,12.51553,42.08209,33.31042,68.84841,0.64624,80.29911
643,2018-05-05 20:43:00,359043379931766718,1.0,18.35824,12.12547,13.25711,11.79511,9.85474,46.65711,2.37115,94.96168,60.19831,69.35564
644,2018-05-05 20:44:00,8630330696303481768,0.0,10.27441,14.83463,10.40979,15.72706,11.76141,59.93345,14.21139,15.96287,7.57546,10.33661
645,2018-05-05 20:45:00,8630330696303481651,1.0,12.43863,14.03993,11.78504,16.54429,10.89128,75.06989,81.04128,53.25816,30.80248,16.17275
646,2018-05-05 20:46:00,3590433799317661552,1.0,15.47687,11.48514,9.0264,10.94467,10.85376,78.0727,98.04758,26.41733,55.73099,78.81942
647,2018-05-05 20:47:00,8630330696303482287,1.0,15.07735,11.1564,10.17872,10.86046,11.87045,50.13099,90.03623,67.25596,62.4254,79.13456
648,2018-05-05 20:48:00,359043379931766536,1.0,12.01363,9.17088,8.5636,10.16682,10.38542,45.19619,56.75481,43.5335,43.0109,42.59195
649,2018-05-05 20:49:00,3590433799317662261,1.0,10.39995,15.73967,16.75393,10.48507,16.51333,36.63282,5.54692,98.19752,46.1765,83.85741
650,2018-05-05 20:50:00,8630330696303481891,1.0,10.56482,12.72928,10.54819,11.61307,13.38188,60.53559,81.41632,41.24161,33.32177,46.68246
651,2018-05-05 20:51:00,863033069630348933,1.0,15.23028,7.95056,12.79207,9.2416,9.94799,44.35882,92.87578,99.54213,28.88625,92.67031
652,2018-05-05 20:52:00,8630330696303482048,0.0,11.7295,11.14609,15.73347,11.66712,14.75684,19.26781,55.29533,71.48134,34.29997,89.47541
653,2018-05-05 20:53:00,8630330696303481255,0.0,12.66866,10.11089,14.65647,11.5679,13.8099,45.93873,77.45388,47.33664,11.80686,87.84244
654,2018-05-05 20:54:00,3590433799317662345,0.0,9.73696,13.52696,15.65425,8.60288,8.61593,37.38513,55.9745,7.85116,15.49531,27.04801
655,2018-05-05 20:55:00,3590433799317662329,0.0,8.07121,15.32076,9.71462,14.57304,13.22331,42.33515,55.10925,49.39246,80.82825,60.68159
656,2018-05-05 20:56:00,359043379931766718,1.0,11.16431,15.8263,10.97014,16.74008,11.86385,37.03041,69.31101,23.36148,25.96503,15.46976
657,2018-05-05 20:57:00,3590433799317661149,1.0,16.12288,9.17954,11.38033,12.99553,7.07123,47.55375,33.38864,87.29744,24.82142,27.12183
658,2018-05-05 20:58:00,8630330696303482055,0.0,11.58124,7.85171,14.02348,9.39046,14.39726,39.5996,52.40032,69.86079,36.21295,55.72324
659,2018-05-05 20:59:00,8630330696303482402,1.0,9.51143,13.57006,9.96808,13.15923,12.31504,22.14856,2.34802,62.28899,25.88958,24.51364
660,2018-05-05 21:00:00,359043379931766981,1.0,13.92028,13.42319,8.14375,13.77536,11.73043,56.84548,9.16051,88.75059,54.44935,22.83556
661,2018-05-05 21:01:00,3590433799317662188,1.0,12.77543,11.99119,14.36694,14.61173,9.65553,73.47865,72.92596,67.76264,8.4678,65.25393
662,2018-05-05 21:02:00,863033069630348347,1.0,16.78178,6.74086,14.39515,7.12791,8.51909,74.54264,76.58852,89.10057,91.83695,28.90717
663,2018-05-05 21:03:00,359043379931766098,1.0,16.34906,13.88286,10.84996,12.75434,6.41606,44.17451,16.54264,62.50756,71.75191,99.0642
664,2018-05-05 21:04:00,3590433799317662337,1.0,13.34945,13.74241,11.44948,19.50686,11.94573,43.91779,30.42722,65.22739,78.84961,40.59928
665,2018-05-05 21:05:00,863033069630348685,1.0,13.99397,10.15213,10.4293,14.38326,12.05379,62.31671,43.97144,11.05292,96.45808,63.67862
666,2018-05-05 21:06:00,359043379931766098,1.0,10.5629,13.91512,11.65518,17.20178,13.37971,62.44489,80.1062,74.26682,22.76303,13.24209
667,2018-05-05 21:07:00,863033069630348818,1.0,11.53779,13.13479,11.83415,18.5659,11.00332,25.37726,46.7819,9.47811,59.53328,55.24927
668,2018-05-05 21:08:00,359043379931766759,1.0,15.56783,9.64136,12.0663,7.85818,7.89002,51.68997,17.6887,34.91101,99.08174,66.56333
669,2018-05-05 21:09:00,359043379931766718,1.0,11.15206,16.20124,12.56535,16.2842,6.93793,55.59134,53.79242,24.46289,7.31912,78.69819
670,2018-05-05 21:10:00,359043379931766585,1.0,14.17562,16.94907,12.7605,18.34296,9.95612,41.45249,71.90725,17.43039,92.66154,75.50889
671,2018-05-05 21:11:00,863033069630348305,0.0,10.0202,15.62155,16.6299,11.4878,10.95195,51.57785,22.88188,38.76809,93.89323,60.41547
672,2018-05-05 21:12:00,3590433799317661941,1.0,11.16587,14.32664,13.31314,11.80858,7.88801,60.4188,42.19739,91.83888,58.64487,9.39277
673,2018-05-05 21:13:00,3590433799317662220,0.0,11.71447,15.44861,17.14945,13.54997,14.84633,61.02807,4.80082,7.00105,30.67172,85.33674
674,2018-05-05 21:14:00,8630330696303481180,1.0,18.79361,9.53578,13.73837,11.65777,10.15837,35.59463,20.44821,78.05964,30.89333,46.33608
675,2018-05-05 21:15:00,863033069630348503,0.0,11.18439,16.07504,13.58573,15.77342,15.37181,50.63753,36.07571,79.45752,97.86549,35.41447
676,2018-05-05 21:16:00,3590433799317661297,1.0,16.69362,11.69528,12.63529,11.24682,10.41287,40.72794,69.78575,0.00942,99.38584,21.30158
677,2018-05-05 21:17:00,359043379931766577,0.0,14.05507,13.30368,11.81544,5.79373,5.68167,71.29818,13.37897,82.61316,60.42651,80.37885
678,2018-05-05 21:18:00,8630330696303481834,1.0,14.68177,12.18186,11.89039,13.16901,14.00261,49.76646,70.98644,59.16108,65.21717,70.43521
679,2018-05-05 21:19:00,3590433799317661859,1.0,14.74172,13.41322,10.51989,9.52933,12.99661,51.34793,20.76221,56.52424,70.03014,59.94773
680,2018-05-05 21:20:00,359043379931766577,1.0,9.97103,13.17716,10.72432,12.50514,10.47397,70.82842,28.98684,18.81794,15.03961,71.30992
681,2018-05-05 21:21:00,863033069630348610,1.0,9.28491,15.78771,11.6715,15.94097,11.7807,41.41348,38.55838,64.75316,58.7641,48.01792
682,2018-05-05 21:22:00,8630330696303481024,1.0,12.91572,15.8401,14.16056,8.25686,12.31672,43.09608,11.62207,87.08098,75.88429,7.92607
683,2018-05-05 21:23:00,3590433799317662337,1.0,13.12755,10.38781,11.47635,11.15908,12.6882,44.38576,9.22855,21.35648,8.93983,55.19888
684,2018-05-05 21:24:00,863033069630348487,1.0,20.38662,10.25313,13.36133,8.50334,8.45695,61.50299,19.39884,23.85098,4.20012,64.21395
685,2018-05-05 21:25:00,3590433799317661776,1.0,11.11485,13.83971,12.7177,13.24416,5.42405,53.96813,42.87368,96.97148,44.96721,54.23568
686,2018-05-05 21:26:00,3590433799317661750,1.0,10.15026,12.18398,11.31111,8.83593,12.98494,58.71627,37.01034,92.8044,22.26155,81.31081
687,2018-05-05 21:27:00,3590433799317661669,1.0,14.32831,12.86454,12.16867,12.8651,10.37685,60.77981,66.34474,96.22902,47.30458,92.28892
688,2018-05-05 21:28:00,8630330696303482303,1.0,16.53322,13.38877,13.60596,14.7451,10.76329,70.65956,59.02346,97.24518,86.50951,91.84114
689,2018-05-05 21:29:00,863033069630348792,1.0,12.77474,15.47566,10.42767,12.21468,10.19006,68.84383,95.49202,59.23244,91.15171,2.44532
690,2018-05-05 21:30:00,359043379931766320,1.0,11.67684,16.87635,8.78982,8.4441,9.68339,52.92752,30.86211,30.84755,77.97246,35.09885
691,2018-05-05 21:31:00,863033069630348131,1.0,11.89372,9.51355,10.11514,12.40598,10.146,40.50605,18.90965,64.61162,50.52885,63.55094
692,2018-05-05 21:32:00,863033069630348156,0.0,12.14844,10.64797,15.5642,7.55915,14.01948,47.33829,71.76543,30.05509,75.0968,96.13995
693,2018-05-05 21:33:00,8630330696303482436,0.0,10.40263,15.89457,14.61682,7.34597,8.75111,74.27575,69.60166,3.832,97.90074,12.73932
694,2018-05-05 21:34:00,359043379931766064,1.0,6.57233,15.33323,11.86224,14.19903,9.75032,57.34452,47.25515,37.71268,96.36753,41.53196
695,2018-05-05 21:35:00,359043379931766304,0.0,9.13559,11.44208,16.29923,6.94437,15.88918,74.264,46.19391,48.43412,97.55913,54.78799
696,2018-05-05 21:36:00,3590433799317661784,1.0,9.51408,15.52583,12.71975,17.0943,11.25343,51.38357,92.62669,82.23009,49.02753,56.24316
697,2018-05-05 21:37:00,3590433799317662444,0.0,12.95056,12.29866,13.67177,7.73638,9.59665,41.33358,69.73749,73.05667,61.20976,46.76174
698,2018-05-05 21:38:00,8630330696303481487,1.0,11.37523,15.94428,12.09924,14.3476,8.14601,35.50277,45.88658,91.59822,28.52311,9.23809
699,2018-05-05 21:39:00,863033069630348636,1.0,15.6956,12.29516,11.59189,12.81144,13.19438,45.37238,59.26385,59.05251,40.93095,85.38924
700,2018-05-05 21:40:00,3590433799317662345,1.0,12.21,14.81657,11.46802,15.90502,10.85412,59.71786,83.25947,75.09841,80.99684,31.91164
701,2018-05-05 21:41:00,8630330696303481297,1.0,8.58912,13.07631,11.81848,14.34627,10.68099,42.60287,84.14373,11.4293,23.48221,0.8425
702,2018-05-05 21:42:00,359043379931766510,1.0,10.68997,14.84315,11.21409,14.3489,8.93793,57.09338,46.15399,36.41632,9.66914,89.64998
703,2018-05-05 21:43:00,3590433799317661297,1.0,12.35803,17.48946,12.82374,13.87206,9.28034,68.97427,58.83003,82.72101,77.03117,18.45267
704,2018-05-05 21:44:00,359043379931766312,0.0,8.92169,13.05216,14.3796,13.53119,10.30468,44.89631,7.17392,22.62361,1.35362,41.56255
705,2018-05-05 21:45:00,359043379931766791,1.0,11.70938,13.74586,10.91455,10.59682,12.30032,82.99619,11.201,56.5782,96.62231,100.0
706,2018-05-05 21:46:00,8630330696303482352,0.0,11.20017,14.19054,14.84584,11.85808,11.38775,77.1194,38.05382,25.97385,25.20741,48.99395
707,2018-05-05 21:47:00,8630330696303481032,0.0,11.08667,13.41339,15.92691,9.3648,14.03711,70.51556,43.53822,34.44246,30.19566,47.37984
708,2018-05-05 21:48:00,359043379931766304,0.0,14.62817,9.92476,10.8214,10.30379,10.89849,36.74971,79.55595,28.03292,46.29883,79.32733
709,2018-05-05 21:49:00,3590433799317662329,1.0,11.28353,12.41598,15.86797,10.09736,10.48026,44.77645,4.67755,63.29185,52.71781,65.72852
710,2018-05-05 21:50:00,359043379931766726,1.0,14.58689,10.73069,10.69932,11.92613,11.05121,48.28265,0.28023,17.51839,5.00379,66.12065
711,2018-05-05 21:51:00,359043379931766668,0.0,12.09832,16.13689,14.4654,12.33364,11.33132,33.71162,63.80297,17.88682,3.77977,21.91967
712,2018-05-05 21:52:00,8630330696303481792,0.0,10.55519,12.00186,13.43453,18.13262,7.95954,36.16361,82.81524,32.82652,73.53253,25.49701
713,2018-05-05 21:53:00,3590433799317661156,1.0,9.78995,16.23572,10.23856,17.10012,10.08449,51.63686,38.20343,75.3406,39.04114,84.3301
