,latitude,longitude,store_name,code,location,imei
678,26.2173,-80.22588,North Lauderdale,US,America/New_York,8630330696303481024
679,32.50611,120.14278,Jiangyan,CN,Asia/Shanghai,8630330696303482204
680,37.1759,128.9889,T‚Äôaebaek,KR,Asia/Seoul,3590433799317662402
681,43.54072,-116.56346,Nampa,US,America/Boise,8630330696303481404
682,40.49748,44.7662,Hrazdan,AM,Asia/Yerevan,359043379931766650
683,51.82721,107.60627,Ulan-Ude,RU,Asia/Irkutsk,863033069630348735
684,12.95629,78.27539,Robertsonpet,IN,Asia/Kolkata,863033069630348776
685,51.42708,-0.91979,Lower Earley,GB,Europe/London,863033069630348404
686,48.8449,17.22635,Skalica,SK,Europe/Bratislava,359043379931766163
687,55.75556,60.70278,Ozersk,RU,Asia/Yekaterinburg,3590433799317661743
688,-5.41667,38.01667,Chanika,TZ,Africa/Dar_es_Salaam,3590433799317662345
689,53.19146,-2.52398,Winsford,GB,Europe/London,8630330696303482097
690,52.41667,0.75,Thetford,GB,Europe/London,3590433799317661917
691,35.21222,2.31889,Ksar Chellala,DZ,Africa/Algiers,8630330696303481461
692,48.90472,2.2469,La Garenne-Colombes,FR,Europe/Paris,8630330696303481511
693,35.82756,137.95378,Ina,JP,Asia/Tokyo,8630330696303481644
694,64.5635,39.8302,Severodvinsk,RU,Europe/Moscow,8630330696303481602
695,40.93121,-73.89875,Yonkers,US,America/New_York,8630330696303481693
696,45.9836,12.70038,Cordenons,IT,Europe/Rome,8630330696303482170
697,25.49043,85.94001,Teghra,IN,Asia/Kolkata,359043379931766551
698,26.32293,91.00632,Barpeta,IN,Asia/Kolkata,359043379931766338
699,48.86667,2.08333,Marly-le-Roi,FR,Europe/Paris,8630330696303481875
700,50.18545,27.06365,Shepetivka,UA,Europe/Kyiv,359043379931766361
701,7.65649,4.92235,Efon-Alaaye,NG,Africa/Lagos,863033069630348099
702,31.64615,120.74221,Changshu City,CN,Asia/Shanghai,8630330696303481933
703,37.58105,29.26639,Serinhisar,TR,Europe/Istanbul,3590433799317661933
704,22.75218,72.68533,Kheda,IN,Asia/Kolkata,8630330696303482386
705,36.46917,10.78222,Beni Khiar,TN,Africa/Tunis,3590433799317661537
706,40.64621,-73.97069,Kensington,US,America/New_York,863033069630348388
707,50.76306,-1.29772,Cowes,GB,Europe/London,359043379931766205
708,45.0408,-93.263,Columbia Heights,US,America/Chicago,863033069630348990
709,-2.90055,-79.00453,Cuenca,EC,America/Guayaquil,8630330696303481396
710,7.83389,-72.47417,Villa del Rosario,CO,America/Bogota,8630330696303481073
711,52.4581,13.28702,Dahlem,DE,Europe/Berlin,863033069630348826
712,41.55838,-81.56929,Collinwood,US,America/New_York,359043379931766759
713,35.48199,137.02166,Minokamo,JP,Asia/Tokyo,3590433799317661552
714,6.33444,124.95278,Tupi,PH,Asia/Manila,8630330696303481271
715,49.13645,8.91229,Eppingen,DE,Europe/Berlin,3590433799317662139
716,56.56317,-2.58736,Arbroath,GB,Europe/London,863033069630348198
717,41.47892,-87.45476,Schererville,US,America/Chicago,8630330696303481453
718,40.72371,-73.95097,Greenpoint,US,America/New_York,863033069630348941
719,9.6531,124.3697,Jagna,PH,Asia/Manila,8630330696303482469
720,26.32293,91.00632,Barpeta,IN,Asia/Kolkata,8630330696303482261
721,59.33333,18.28333,Boo,SE,Europe/Stockholm,3590433799317661297
722,-7.54972,110.71639,Ngemplak,ID,Asia/Jakarta,8630330696303482048
723,43.61092,3.87723,Montpellier,FR,Europe/Paris,3590433799317661750
724,22.4711,88.1453,Pujali,IN,Asia/Kolkata,3590433799317662337
725,36.33011,138.89585,Annaka,JP,Asia/Tokyo,863033069630348982
726,0.46005,34.11169,Busia,KE,Africa/Nairobi,3590433799317662121
727,58.23583,92.48278,Lesosibirsk,RU,Asia/Krasnoyarsk,863033069630348677
728,44.92801,4.8951,Valence,FR,Europe/Paris,3590433799317661552
729,39.43534,-84.20299,Lebanon,US,America/New_York,3590433799317661313
730,50.79205,-1.08593,Southsea,GB,Europe/London,359043379931766841
731,17.30858,97.01124,Kyaikto,MM,Asia/Yangon,8630330696303482097
732,24.81757,84.63445,Rafiganj,IN,Asia/Kolkata,3590433799317661495
733,38.54491,-121.74052,Davis,US,America/Los_Angeles,8630330696303481487
735,14.0823,98.19151,Dawei,MM,Asia/Yangon,8630330696303481131
736,29.65163,-82.32483,Gainesville,US,America/New_York,8630330696303481636
737,23.0072,-82.4017,Boyeros,CU,America/Havana,3590433799317661404
738,58.7002,59.4839,Kachkanar,RU,Asia/Yekaterinburg,359043379931766973
739,46.08333,122.08333,Ulanhot,CN,Asia/Shanghai,3590433799317661446
740,43.78956,7.60872,Ventimiglia,IT,Europe/Rome,863033069630348727
741,7.62789,4.74161,Ilesa,NG,Africa/Lagos,359043379931766031
742,43.50891,16.43915,Split,HR,Europe/Zagreb,3590433799317661644
743,43.2907,5.4384,Marseille 11,FR,Europe/Paris,3590433799317661099
744,-10.95817,-38.79084,Tucano,BR,America/Bahia,8630330696303482238
745,35.72917,10.58082,Msaken,TN,Africa/Tunis,3590433799317662063
746,37.1759,128.9889,T‚Äôaebaek,KR,Asia/Seoul,359043379931766528
747,41.72063,12.6723,Ariccia,IT,Europe/Rome,863033069630348339
748,48.8765,2.18967,Rueil-Malmaison,FR,Europe/Paris,8630330696303481537
749,7.06273,-1.4001,Mampong,GH,Africa/Accra,8630330696303481560
750,33.37526,74.3092,Rajaori,IN,Asia/Kolkata,8630330696303482485
751,40.82232,-74.15987,Nutley,US,America/New_York,359043379931766809
752,19.30157,72.85107,Bhayandar,IN,Asia/Kolkata,359043379931766692
753,41.41204,2.18247,el Camp de l'Arpa del Clot,ES,Europe/Madrid,3590433799317661362
754,8.88649,2.59753,Tchaourou,BJ,Africa/Porto-Novo,359043379931766007
755,50.598427,13.610242,Litvínov,CZ,Europe/Prague,3590433799317661495
756,60.18427,24.95034,Kallio,FI,Europe/Helsinki,863033069630348164
757,33.52253,-117.70755,Laguna Niguel,US,America/Los_Angeles,359043379931766221
758,-30.60106,-71.19901,Ovalle,CL,America/Santiago,359043379931766429
759,25.92493,73.66633,Sojat,IN,Asia/Kolkata,3590433799317661677
760,46.67535,5.55575,Lons-le-Saunier,FR,Europe/Paris,863033069630348941
761,44.92801,4.8951,Valence,FR,Europe/Paris,359043379931766692
762,34.25,135.31667,Iwade,JP,Asia/Tokyo,359043379931766965
763,47.92526,-97.03285,Grand Forks,US,America/Chicago,863033069630348875
764,26.2173,-80.22588,North Lauderdale,US,America/New_York,3590433799317661545
765,4.88441,101.96857,Gua Musang,MY,Asia/Kuala_Lumpur,863033069630348958
766,-21.41222,-42.19667,Miracema,BR,America/Sao_Paulo,359043379931766155
767,47.46657,84.87144,Zaysan,KZ,Asia/Almaty,3590433799317662196
768,47.76232,-122.2054,Bothell,US,America/Los_Angeles,863033069630348032
769,9.535,-13.68778,Camayenne,GN,Africa/Conakry,3590433799317661925
770,38.55632,69.01354,Vahdat,TJ,Asia/Dushanbe,8630330696303482295
771,36.27462,4.85668,Bordj Zemoura,DZ,Africa/Algiers,8630330696303482253
772,32.52515,-93.75018,Shreveport,US,America/Chicago,863033069630348503
773,36.64852,51.49621,Nowshahr,IR,Asia/Tehran,863033069630348263
774,31.71667,73.38333,Sangla Hill,PK,Asia/Karachi,359043379931766718
775,51.39323,0.47713,Strood,GB,Europe/London,863033069630348495
776,15.72892,120.57224,Burgos,PH,Asia/Manila,8630330696303481693
777,14.46693,75.92694,Davangere,IN,Asia/Kolkata,3590433799317661339
778,54.84444,38.16694,Kashira,RU,Europe/Moscow,863033069630348446
779,55.82885,-4.21376,Rutherglen,GB,Europe/London,3590433799317661016
780,43.31667,-2.68333,Gernika-Lumo,ES,Europe/Madrid,8630330696303482261
781,6.46838,-73.26022,Socorro,CO,America/Bogota,3590433799317661420
782,41.94175,123.50266,Hushitai,CN,Asia/Shanghai,8630330696303482329
783,45.9836,12.70038,Cordenons,IT,Europe/Rome,359043379931766734
784,50.50301,13.63617,Most,CZ,Europe/Prague,8630330696303481172
785,35.85,117.7,Dongdu,CN,Asia/Shanghai,8630330696303481586
786,16.68911,98.50893,Myawadi,MM,Asia/Yangon,3590433799317661461
787,40.5576,-74.28459,Woodbridge,US,America/New_York,8630330696303482238
788,52.47774,10.5511,Gifhorn,DE,Europe/Berlin,8630330696303482428
789,33.7207,-116.21677,Indio,US,America/Los_Angeles,863033069630348628
790,38.37255,34.02537,Aksaray,TR,Europe/Istanbul,8630330696303481859
791,49.07866,30.96755,Zvenihorodka,UA,Europe/Kyiv,3590433799317661115
792,53.7446,-0.33525,Kingston upon Hull,GB,Europe/London,8630330696303482188
793,56.03361,35.96944,Volokolamsk,RU,Europe/Moscow,8630330696303481289
795,53.63333,9.85,Halstenbek,DE,Europe/Berlin,3590433799317661826
796,45.44694,8.62118,Novara,IT,Europe/Rome,359043379931766148
797,37.56667,140.11667,Inawashiro,JP,Asia/Tokyo,863033069630348685
798,10.12268,77.54372,Periyakulam,IN,Asia/Kolkata,3590433799317661529
799,4.02219,101.02083,Teluk Intan,MY,Asia/Kuala_Lumpur,8630330696303481354
800,25.87498,86.59611,Saharsa,IN,Asia/Kolkata,3590433799317661065
801,36.27462,4.85668,Bordj Zemoura,DZ,Africa/Algiers,8630330696303481461
802,51.88333,8.51667,Verl,DE,Europe/Berlin,3590433799317661503
803,15.79408,104.1451,Yasothon,TH,Asia/Bangkok,8630330696303481859
804,38.37255,34.02537,Aksaray,TR,Europe/Istanbul,863033069630348917
805,-4.83,29.65806,Mwandiga,TZ,Africa/Dar_es_Salaam,8630330696303481735
806,44.27804,-88.27205,Kaukauna,US,America/Chicago,3590433799317662428
807,38.70734,-77.02303,Fort Washington,US,America/New_York,359043379931766874
808,50.23805,8.86704,Nidderau,DE,Europe/Berlin,3590433799317661214
809,50.09019,8.4493,Hofheim am Taunus,DE,Europe/Berlin,863033069630348263
810,13.70167,-89.10944,Ilopango,SV,America/El_Salvador,8630330696303481230
811,51.21187,4.25633,Beveren,BE,Europe/Brussels,359043379931766007
812,28.54944,-81.77285,Clermont,US,America/New_York,8630330696303481644
813,41.15612,1.10687,Reus,ES,Europe/Madrid,359043379931766924
814,20.88197,85.83334,Bhuban,IN,Asia/Kolkata,359043379931766338
815,-6.8,39.25,Magomeni,TZ,Africa/Dar_es_Salaam,3590433799317661842
816,-22.57306,-47.1725,Artur Nogueira,BR,America/Sao_Paulo,3590433799317661560
817,-2.13404,-79.59415,Milagro,EC,America/Guayaquil,863033069630348933
818,28.88162,120.03308,Guli,CN,Asia/Shanghai,8630330696303482030
819,43.54072,-116.56346,Nampa,US,America/Boise,359043379931766734
820,22.37066,114.10479,Tsuen Wan,HK,Asia/Hong_Kong,3590433799317662030
821,37.60876,-77.37331,Mechanicsville,US,America/New_York,3590433799317662469
822,40.57788,-73.95958,Brighton Beach,US,America/New_York,8630330696303481511
823,-22.97056,-46.99583,Valinhos,BR,America/Sao_Paulo,8630330696303481040
824,18.65297,-72.09391,Thomazeau,HT,America/Port-au-Prince,863033069630348362
825,56.11281,69.49015,Ishim,RU,Asia/Yekaterinburg,359043379931766387
826,13.8196,100.04427,Nakhon Pathom,TH,Asia/Bangkok,8630330696303481552
827,45.35,126.28333,Shuangcheng,CN,Asia/Shanghai,8630330696303482345
828,49.183239,15.454273,Telč,CZ,Europe/Prague,3590433799317661735
829,23.15678,-81.24441,Varadero,CU,America/Havana,3590433799317661693
830,6.95194,121.96361,Recodo,PH,Asia/Manila,863033069630348859
831,41.48199,-81.79819,Lakewood,US,America/New_York,359043379931766825
832,7.57944,-8.53778,New Yekepa,LR,Africa/Monrovia,8630330696303481701
833,21.28306,-89.66123,Progreso,MX,America/Merida,8630330696303482261
834,45.0408,-93.263,Columbia Heights,US,America/Chicago,8630330696303481644
835,39.46667,141.95,Yamada,JP,Asia/Tokyo,863033069630348347
836,39.96097,-75.60804,West Chester,US,America/New_York,359043379931766304
837,-2.13404,-79.59415,Milagro,EC,America/Guayaquil,3590433799317661420
838,23.1959,86.51499,Kenda,IN,Asia/Kolkata,863033069630348271
839,31.64615,120.74221,Changshu City,CN,Asia/Shanghai,359043379931766916
840,50.23805,8.86704,Nidderau,DE,Europe/Berlin,3590433799317661487
841,51.64316,-0.36053,Bushey,GB,Europe/London,8630330696303481925
842,-38.16604,145.13643,Frankston South,AU,Australia/Melbourne,359043379931766734
843,39.46667,141.95,Yamada,JP,Asia/Tokyo,8630330696303481396
844,33.03699,-117.29198,Encinitas,US,America/Los_Angeles,863033069630348982
845,53.38333,-0.76667,Gainsborough,GB,Europe/London,8630330696303481719
846,36.06523,-119.01677,Porterville,US,America/Los_Angeles,8630330696303481636
847,19.32889,-99.32556,San Lorenzo Acopilco,MX,America/Mexico_City,359043379931766544
848,31.96258,73.97117,Naushahra Virkan,PK,Asia/Karachi,8630330696303481289
849,41.55947,14.66737,Campobasso,IT,Europe/Rome,359043379931766163
850,48.15659,28.28489,Soroca,MD,Europe/Chisinau,8630330696303481941
851,31.82539,72.54064,Sillanwali,PK,Asia/Karachi,8630330696303482436
852,50.88506,4.07601,Denderleeuw,BE,Europe/Brussels,3590433799317661818
853,34.61667,135.6,Yao,JP,Asia/Tokyo,863033069630348669
854,6.25947,102.05461,Tak Bai,TH,Asia/Bangkok,8630330696303481917
855,-22.57306,-47.1725,Artur Nogueira,BR,America/Sao_Paulo,3590433799317661214
856,32.44874,-99.73314,Abilene,US,America/Chicago,8630330696303482295
857,44.75874,19.21437,Bijeljina,BA,Europe/Sarajevo,3590433799317661974
858,39.46667,141.95,Yamada,JP,Asia/Tokyo,8630330696303481503
859,13.56667,-15.6,Farafenni,GM,Africa/Banjul,3590433799317661545
860,48.90472,2.2469,La Garenne-Colombes,FR,Europe/Paris,3590433799317661834
861,14.53767,46.83187,Ataq,YE,Asia/Aden,3590433799317661826
862,52.68333,0.93333,East Dereham,GB,Europe/London,3590433799317661156
863,12.74409,-8.07257,Kati,ML,Africa/Bamako,8630330696303482386
864,44.75874,19.21437,Bijeljina,BA,Europe/Sarajevo,8630330696303481958
865,41.47892,-87.45476,Schererville,US,America/Chicago,863033069630348107
866,42.58342,-71.8023,Fitchburg,US,America/New_York,3590433799317661008
867,-8.76194,-63.90389,Porto Velho,BR,America/Porto_Velho,8630330696303482352
868,44.75874,19.21437,Bijeljina,BA,Europe/Sarajevo,863033069630348735
869,3.31332,117.59152,Tarakan,ID,Asia/Makassar,8630330696303481370
870,60.97944,76.92421,Izluchinsk,RU,Asia/Yekaterinburg,8630330696303482410
871,49.195061,16.606836,Brno,CZ,Europe/Prague,8630330696303481214
872,18.65297,-72.09391,Thomazeau,HT,America/Port-au-Prince,8630330696303481008
873,42.7392,-84.62081,Waverly,US,America/Detroit,8630330696303481941
874,31.12406,-97.90308,Copperas Cove,US,America/Chicago,359043379931766692
875,52.26083,7.00417,Losser,NL,Europe/Amsterdam,863033069630348412
876,-25.42944,-50.00639,Palmeira,BR,America/Sao_Paulo,8630330696303481529
877,39.22493,42.85693,Patnos,TR,Europe/Istanbul,3590433799317661743
878,60.02427,30.28491,Kolomyagi,RU,Europe/Moscow,3590433799317662204
879,51.4781,57.3552,Kuvandyk,RU,Asia/Yekaterinburg,8630330696303481669
880,49.5099,6.74549,Losheim,DE,Europe/Berlin,8630330696303481131
881,22.19303,88.18466,Diamond Harbour,IN,Asia/Kolkata,359043379931766494
882,50.511002,14.150558,Terezín,CZ,Europe/Prague,3590433799317662170
883,25.92127,86.79271,Madhipura,IN,Asia/Kolkata,3590433799317662279
884,4.96667,10.7,Tonga,CM,Africa/Douala,8630330696303481180
885,53.37596,51.3452,Otradnyy,RU,Europe/Samara,3590433799317662188
886,47.76232,-122.2054,Bothell,US,America/Los_Angeles,8630330696303481297
887,14.64056,104.64992,Kantharalak,TH,Asia/Bangkok,3590433799317661727
888,50.23271,12.87117,Karlovy Vary,CZ,Europe/Prague,3590433799317661073
889,55.64776,38.02486,Malakhovka,RU,Europe/Moscow,863033069630348461
890,15.46063,99.89166,Thap Than,TH,Asia/Bangkok,863033069630348826
891,10.20898,123.758,Naga,PH,Asia/Manila,3590433799317661172
892,17.34769,78.55757,Lal Bahadur Nagar,IN,Asia/Kolkata,3590433799317661305
893,-37.9,145.18333,Wheelers Hill,AU,Australia/Melbourne,359043379931766551
894,38.96667,-0.18333,Gandia,ES,Europe/Madrid,3590433799317661511
895,26.68451,-80.66756,Belle Glade,US,America/New_York,8630330696303482097
896,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,863033069630348719
897,53.53333,-7.35,An Muileann gCearr,IE,Europe/Dublin,3590433799317661776
898,42.67164,14.01481,Roseto degli Abruzzi,IT,Europe/Rome,8630330696303481479
899,39.46667,141.95,Yamada,JP,Asia/Tokyo,863033069630348842
900,38.58894,-89.99038,Fairview Heights,US,America/Chicago,3590433799317662451
901,41.57439,24.71204,Smolyan,BG,Europe/Sofia,863033069630348032
902,27.9247,78.40102,Chharra,IN,Asia/Kolkata,863033069630348818
903,4.02219,101.02083,Teluk Intan,MY,Asia/Kuala_Lumpur,3590433799317661388
904,54.39635,24.04142,Alytus,LT,Europe/Vilnius,8630330696303482493
905,-22.45667,-47.53028,Santa Gertrudes,BR,America/Sao_Paulo,359043379931766577
906,24.05979,77.40858,Leteri,IN,Asia/Kolkata,8630330696303481743
907,35.06667,135.21667,Sasayama,JP,Asia/Tokyo,8630330696303481057
908,53.14657,140.72287,Nikolayevsk-on-Amure,RU,Asia/Vladivostok,3590433799317661446
909,11.8659,34.3869,Ar Ruseris,SD,Africa/Khartoum,8630330696303481297
910,7.65649,4.92235,Efon-Alaaye,NG,Africa/Lagos,359043379931766817
911,36.0,139.55722,Okegawa,JP,Asia/Tokyo,8630330696303482279
912,25.87498,86.59611,Saharsa,IN,Asia/Kolkata,3590433799317662170
913,29.65163,-82.32483,Gainesville,US,America/New_York,8630330696303481446
914,42.62833,20.89389,Glogovac,XK,Europe/Belgrade,8630330696303481107
915,45.75279,130.57211,Boli,CN,Asia/Shanghai,359043379931766049
916,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,3590433799317661610
917,41.72059,-87.70172,Evergreen Park,US,America/Chicago,8630330696303481925
918,49.28669,1.00288,Elbeuf,FR,Europe/Paris,863033069630348255
919,0.51667,101.44167,Pekanbaru,ID,Asia/Jakarta,359043379931766668
920,35.05266,-78.87836,Fayetteville,US,America/New_York,8630330696303481321
921,48.975658,14.480255,České Budějovice,CZ,Europe/Prague,8630330696303482295
922,45.43341,-73.86586,Beaconsfield,CA,America/Toronto,8630330696303481925
923,53.7446,-0.33525,Kingston upon Hull,GB,Europe/London,8630330696303481933
924,36.72544,3.55665,Thenia,DZ,Africa/Algiers,863033069630348685
925,-7.54972,110.71639,Ngemplak,ID,Asia/Jakarta,863033069630348701
926,15.46063,99.89166,Thap Than,TH,Asia/Bangkok,3590433799317661834
927,53.43333,-7.95,Athlone,IE,Europe/Dublin,359043379931766916
928,3.02013,30.91105,Arua,UG,Africa/Kampala,359043379931766213
929,48.35693,10.98461,Friedberg,DE,Europe/Berlin,863033069630348016
930,51.38673,0.30367,Hartley,GB,Europe/London,359043379931766536
931,47.98372,10.18527,Memmingen,DE,Europe/Berlin,863033069630348768
932,45.50369,11.412,Montecchio Maggiore-Alte Ceccato,IT,Europe/Rome,359043379931766981
933,52.14,5.58472,Barneveld,NL,Europe/Amsterdam,8630330696303481750
934,-23.7975,-48.59278,Buri,BR,America/Sao_Paulo,3590433799317661594
935,19.64745,-102.04897,Paracho de Verduzco,MX,America/Mexico_City,863033069630348453
936,43.61092,3.87723,Montpellier,FR,Europe/Paris,863033069630348727
937,47.90771,106.88324,Ulan Bator,MN,Asia/Ulaanbaatar,359043379931766460
938,47.4943,-122.24092,Bryn Mawr-Skyway,US,America/Los_Angeles,8630330696303482394
939,-24.19436,29.00974,Mokopane,ZA,Africa/Johannesburg,359043379931766874
940,33.7207,-116.21677,Indio,US,America/Los_Angeles,863033069630348115
941,0.49113,29.47306,Beni,CD,Africa/Lubumbashi,8630330696303481974
942,30.5427,-97.54667,Hutto,US,America/Chicago,8630330696303482063
943,37.49073,-2.77259,Baza,ES,Europe/Madrid,3590433799317662188
944,60.02427,30.28491,Kolomyagi,RU,Europe/Moscow,359043379931766445
945,51.30001,13.10984,Oschatz,DE,Europe/Berlin,8630330696303481628
946,21.46527,83.97573,Sambalpur,IN,Asia/Kolkata,3590433799317662212
947,56.85836,35.90057,Tver,RU,Europe/Moscow,863033069630348727
948,40.82232,-74.15987,Nutley,US,America/New_York,3590433799317661107
949,55.85,37.56667,Likhobory,RU,Europe/Moscow,3590433799317661735
950,50.18545,27.06365,Shepetivka,UA,Europe/Kyiv,8630330696303481339
951,-34.88422,150.60036,Nowra,AU,Australia/Sydney,863033069630348446
952,34.14251,-118.25508,Glendale,US,America/Los_Angeles,3590433799317661867
953,53.49389,-1.29243,Mexborough,GB,Europe/London,359043379931766247
954,54.39304,53.26023,Bavly,RU,Europe/Moscow,359043379931766809
955,40.98894,28.67582,Yakuplu,TR,Europe/Istanbul,8630330696303482493
956,14.37395,100.48528,Bang Ban,TH,Asia/Bangkok,3590433799317662220
957,33.54428,-84.23381,Stockbridge,US,America/New_York,359043379931766668
958,58.63667,59.80222,Lesnoy,RU,Asia/Yekaterinburg,359043379931766593
959,40.57788,-73.95958,Brighton Beach,US,America/New_York,863033069630348743
960,61.78491,34.34691,Petrozavodsk,RU,Europe/Moscow,8630330696303481594
961,-7.54972,110.71639,Ngemplak,ID,Asia/Jakarta,863033069630348834
962,41.63976,2.35739,Cardedeu,ES,Europe/Madrid,3590433799317661792
963,30.81383,75.16878,Moga,IN,Asia/Kolkata,3590433799317661727
964,35.95664,36.7138,Binnish,SY,Asia/Damascus,8630330696303481792
965,36.91023,-121.75689,Watsonville,US,America/Los_Angeles,359043379931766924
966,45.50369,11.412,Montecchio Maggiore-Alte Ceccato,IT,Europe/Rome,3590433799317662253
967,14.53767,46.83187,Ataq,YE,Asia/Aden,8630330696303481529
968,27.92333,118.53333,Pucheng,CN,Asia/Shanghai,359043379931766007
969,12.74409,-8.07257,Kati,ML,Africa/Bamako,8630330696303481388
970,52.47774,10.5511,Gifhorn,DE,Europe/Berlin,3590433799317661115
971,40.34912,-111.90466,Saratoga Springs,US,America/Denver,8630330696303481040
972,37.08819,-8.2503,Albufeira,PT,Europe/Lisbon,863033069630348511
973,-1.9487,30.4347,Rwamagana,RW,Africa/Kigali,863033069630348354
974,53.19146,-2.52398,Winsford,GB,Europe/London,3590433799317661248
975,36.27462,4.85668,Bordj Zemoura,DZ,Africa/Algiers,8630330696303482030
976,27.52948,68.75915,Khairpur Mir‚Äôs,PK,Asia/Karachi,8630330696303481529
977,40.1675,34.37389,Sungurlu,TR,Europe/Istanbul,3590433799317662295
978,12.97389,123.99333,Sorsogon,PH,Asia/Manila,8630330696303481180
979,33.7207,-116.21677,Indio,US,America/Los_Angeles,863033069630348750
980,55.25,24.75,Ukmerge,LT,Europe/Vilnius,8630330696303481917
981,36.82167,128.63083,Eisen,KR,Asia/Seoul,359043379931766429
982,42.97086,-82.42491,Port Huron,US,America/Detroit,8630330696303481388
983,47.05,15.46667,Sankt Peter,AT,Europe/Vienna,3590433799317662170
984,59.80917,30.38167,Shushary,RU,Europe/Moscow,3590433799317662147
985,-8.28333,-35.03333,Cabo,BR,America/Recife,3590433799317661842
986,33.78333,114.51667,Wacheng,CN,Asia/Shanghai,863033069630348982
987,-19.72806,-50.19556,Iturama,BR,America/Sao_Paulo,359043379931766098
988,10.31672,123.89071,Cebu City,PH,Asia/Manila,3590433799317662089
989,40.82232,-74.15987,Nutley,US,America/New_York,8630330696303481453
990,43.4125,23.225,Montana,BG,Europe/Sofia,863033069630348578
991,40.2737,-76.88442,Harrisburg,US,America/New_York,3590433799317662063
992,34.8825,128.62667,Sinhyeon,KR,Asia/Seoul,8630330696303481859
993,14.0823,98.19151,Dawei,MM,Asia/Yangon,863033069630348420
994,44.35056,142.45778,Nayoro,JP,Asia/Tokyo,359043379931766569
995,51.39323,0.47713,Strood,GB,Europe/London,359043379931766106
996,19.04222,-98.11889,Casa Blanca,MX,America/Mexico_City,8630330696303482188
997,36.81667,117.81667,Zhoucun,CN,Asia/Shanghai,359043379931766874
998,35.25064,-91.73625,Searcy,US,America/Chicago,3590433799317662055
999,54.60528,18.34717,Reda,PL,Europe/Warsaw,359043379931766494
1000,40.72371,-73.95097,Greenpoint,US,America/New_York,3590433799317661610
1001,51.44889,5.51978,Tongelre,NL,Europe/Amsterdam,3590433799317662238
1002,50.88506,4.07601,Denderleeuw,BE,Europe/Brussels,8630330696303482121
1003,32.87533,71.57118,Daud Khel,PK,Asia/Karachi,359043379931766445
1004,45.44868,-73.81669,Pointe-Claire,CA,America/Toronto,863033069630348016
1005,34.75856,136.13108,Ueno-ebisumachi,JP,Asia/Tokyo,3590433799317662154
1006,42.8334,-80.38297,Norfolk County,CA,America/Toronto,3590433799317661362
1007,43.32393,5.4584,Les Olives,FR,Europe/Paris,8630330696303482071
1008,46.7055,38.2739,Yeysk,RU,Europe/Moscow,8630330696303482030
1009,11.85,38.01667,Debre Tabor,ET,Africa/Addis_Ababa,863033069630348404
1010,41.57721,-93.71133,West Des Moines,US,America/Chicago,8630330696303482089
1011,0.46005,34.11169,Busia,KE,Africa/Nairobi,3590433799317661818
1012,-25.42944,-50.00639,Palmeira,BR,America/Sao_Paulo,8630330696303481941
1013,24.05979,77.40858,Leteri,IN,Asia/Kolkata,359043379931766478
1014,22.10194,85.37752,Barbil,IN,Asia/Kolkata,359043379931766031
1015,50.82882,-0.32247,Lancing,GB,Europe/London,3590433799317662303
1016,50.7236,-3.52751,Exeter,GB,Europe/London,3590433799317662089
1017,32.61603,44.02488,Karbala,IQ,Asia/Baghdad,3590433799317661651
1018,49.41029,38.15035,Svatove,UA,Europe/Zaporozhye,3590433799317661594
1019,-0.71667,-48.52333,Soure,BR,America/Belem,3590433799317661867
1020,6.8485,3.64633,Shagamu,NG,Africa/Lagos,359043379931766411
1021,26.2173,-80.22588,North Lauderdale,US,America/New_York,8630330696303481446
1022,55.63711,37.38115,Solntsevo,RU,Europe/Moscow,3590433799317662196
1023,43.86682,-79.2663,Markham,CA,America/Toronto,8630330696303482394
1024,16.0438,120.4861,Manaoag,PH,Asia/Manila,8630330696303481354
1025,21.34222,71.30633,Kundla,IN,Asia/Kolkata,359043379931766718
1026,-4.42472,-41.45861,Pedro II,BR,America/Fortaleza,8630330696303481073
1027,12.74482,4.52514,Argungu,NG,Africa/Lagos,863033069630348586
1028,7.57944,-8.53778,New Yekepa,LR,Africa/Monrovia,863033069630348057
1029,33.7207,-116.21677,Indio,US,America/Los_Angeles,8630330696303481909
1030,50.75767,-1.5443,Lymington,GB,Europe/London,3590433799317661735
1031,37.74615,-25.66689,Ponta Delgada,PT,Atlantic/Azores,8630330696303481867
1032,45.44694,8.62118,Novara,IT,Europe/Rome,359043379931766221
1033,40.56754,-89.64066,Pekin,US,America/Chicago,359043379931766296
1034,23.49668,86.68363,Adra,IN,Asia/Kolkata,3590433799317661008
1035,35.89972,14.51472,Valletta,MT,Europe/Malta,359043379931766338
1036,35.25064,-91.73625,Searcy,US,America/Chicago,863033069630348792
1037,42.819,47.1192,Buynaksk,RU,Europe/Moscow,863033069630348388
1038,31.78336,35.23388,East Jerusalem,PS,Asia/Hebron,8630330696303481990
1039,49.195061,16.606836,Brno,CZ,Europe/Prague,3590433799317661420
1040,36.53333,136.61667,Nonoichi,JP,Asia/Tokyo,3590433799317661404
1041,-8.05389,-34.88111,Recife,BR,America/Recife,359043379931766825
1042,47.83333,59.6,Shalqar,KZ,Asia/Aqtobe,359043379931766221
