,ts,imei,mwra,p.android.chrome,p.android.externalstorage,p.android.gm,p.android.packageinstaller,p.android.settings,p.android.documentsui,p.system,p.gms.persistent,p.android.gms,p.simulator,p.inputmethod.latin,p.android.vending,p.notifier,p.katana,p.browser.provider,p.olauncher,p.process.gapps,p.google,p.android.defcontainer,p.dogalize
678,2018-05-05 21:18:00,8630330696303481834,1.0,14.09951,9.80655,10.22347,14.62766,11.11216,14.01833,17.71711,39.8344,0.04176,40.67371,44.63919,44.03266,86.78404,66.00881,41.06981,33.68514,47.43973,60.47127,84.33639,7.35112
679,2018-05-05 21:19:00,3590433799317661859,1.0,16.24911,11.15716,7.43984,17.2677,6.23501,16.17908,18.16282,68.05994,0.35809,47.51073,71.3013,46.79434,97.7902,7.93643,69.69082,17.64357,88.71883,81.34259,78.35726,28.0078
680,2018-05-05 21:20:00,359043379931766577,1.0,10.41946,12.58313,10.3636,14.10157,15.45651,12.47769,14.13486,30.7978,0.0011,47.02751,53.89753,60.34154,2.86115,99.16164,58.79073,28.26025,10.52804,53.19762,91.61948,11.96307
681,2018-05-05 21:21:00,863033069630348610,1.0,8.28732,14.6611,9.99312,14.26781,14.56229,13.15403,13.15737,56.74149,0.00017,63.51775,54.36197,30.6283,26.57501,82.25929,71.45575,53.83074,49.58983,87.34103,42.97495,92.97457
682,2018-05-05 21:22:00,8630330696303481024,1.0,14.7063,11.32612,12.49313,12.79661,10.36729,12.45919,12.15448,44.49562,0.07658,44.42963,44.14945,28.59896,81.253,52.51312,80.0466,59.28772,74.46704,3.25469,89.84873,24.17801
683,2018-05-05 21:23:00,3590433799317662337,1.0,15.33099,12.01566,11.97865,14.26762,12.06242,15.41039,15.37091,72.44438,0.14301,55.38658,58.28282,36.70175,46.75061,39.36359,50.84412,45.25315,49.17605,16.46339,30.77996,46.60502
684,2018-05-05 21:24:00,863033069630348487,1.0,13.75707,12.2578,11.30109,13.83224,10.11373,17.43547,13.7445,37.82211,0.02966,44.89213,28.57474,30.74104,43.86008,73.47175,88.57076,96.86903,89.58724,39.87822,16.50524,44.96245
685,2018-05-05 21:25:00,3590433799317661776,1.0,11.37735,12.83596,10.50267,14.1665,12.75856,16.5241,10.23598,57.48936,0.00275,62.83135,54.569,34.13218,28.37274,95.98795,66.65506,30.15349,87.67505,42.79998,33.88574,12.69286
686,2018-05-05 21:26:00,3590433799317661750,1.0,17.22591,10.11182,9.82308,17.79069,11.67352,10.97306,15.09086,61.00875,0.95098,54.92689,56.79848,48.62774,55.96756,5.79233,44.93028,67.41752,95.14656,83.29853,98.51937,60.74361
687,2018-05-05 21:27:00,3590433799317661669,1.0,16.57339,12.53608,12.04715,12.36518,14.18144,12.38105,12.0921,38.47397,0.49523,59.88193,44.58551,56.05076,94.35611,8.486,82.69856,21.37845,89.11113,61.55261,41.99603,19.56683
688,2018-05-05 21:28:00,8630330696303482303,1.0,17.71014,15.85625,14.17218,12.89099,12.83994,17.0598,17.47457,45.06081,1.54338,42.75818,38.98985,23.82883,78.17048,51.98072,32.63822,96.01199,61.85867,94.47381,89.32127,7.49904
689,2018-05-05 21:29:00,863033069630348792,1.0,11.66828,14.18598,12.90171,13.18133,12.89628,15.29308,13.61924,42.64778,0.00369,44.58239,57.90141,30.73353,94.72174,92.36914,72.89515,25.76913,77.55319,60.14146,94.52711,7.73789
690,2018-05-05 21:30:00,359043379931766320,1.0,15.16694,13.83251,12.68818,15.24519,12.42506,17.80736,16.87012,41.82456,0.12135,41.81858,44.48817,53.61971,27.05073,60.391,65.33202,8.10259,18.36461,59.41165,92.76432,96.34979
691,2018-05-05 21:31:00,863033069630348131,1.0,14.49154,7.36999,11.15714,13.65508,14.06751,12.11361,9.99705,53.80518,0.06181,39.48106,42.75715,53.77988,18.28846,29.75656,50.89597,58.4187,32.42653,84.5414,55.86179,96.6412
692,2018-05-05 21:32:00,863033069630348156,0.0,8.92564,12.32899,12.40779,15.05655,12.90908,15.37388,6.98683,71.24513,0.00025,60.9527,44.10905,52.37608,10.4796,52.32516,54.40602,59.18651,9.23802,46.71289,69.77774,5.05253
693,2018-05-05 21:33:00,8630330696303482436,0.0,16.64369,12.81792,12.35306,13.83091,11.8297,12.78753,11.10767,45.98181,0.53129,54.74789,42.92531,38.42873,77.73484,3.28402,57.40782,2.77725,51.52068,79.77291,11.93847,88.99754
694,2018-05-05 21:34:00,359043379931766064,1.0,11.56045,13.50173,9.64522,17.10931,12.93761,13.80184,14.7291,40.67313,0.00333,35.38804,51.22499,43.78939,2.86531,50.37928,92.13281,55.61948,95.14552,65.38867,3.2788,30.52109
695,2018-05-05 21:35:00,359043379931766304,0.0,10.23179,12.71102,12.32944,13.98778,14.31578,14.23574,7.85613,37.12625,0.00093,51.73167,41.55409,43.01478,11.39941,12.97664,65.35279,55.99835,41.28625,29.73629,67.94779,42.97563
696,2018-05-05 21:36:00,3590433799317661784,1.0,5.37389,14.25588,9.11521,12.64004,15.75494,17.85527,10.94071,47.19695,4e-05,39.63217,53.9558,16.91719,96.05575,39.76077,95.19792,19.54335,87.65832,7.21187,65.14223,65.37681
697,2018-05-05 21:37:00,3590433799317662444,0.0,11.60548,13.36082,14.65737,13.72987,13.97192,10.53367,12.66111,48.9361,0.00347,21.95335,29.56801,57.94106,11.39779,53.80918,93.53337,49.93168,10.83637,5.7088,97.75632,19.73746
698,2018-05-05 21:38:00,8630330696303481487,1.0,15.59171,16.29673,12.70897,17.36456,10.603,16.72688,13.97248,54.14365,0.18555,58.35524,53.72772,70.9895,24.58968,50.50034,11.10773,21.05551,96.83765,43.21139,5.78519,35.57777
699,2018-05-05 21:39:00,863033069630348636,1.0,16.09937,10.13365,9.77261,13.07395,12.57861,16.54846,13.79364,33.72567,0.30829,40.67919,53.13729,49.80026,74.66867,17.57876,10.94669,8.11633,52.11927,99.74045,79.4944,3.68932
700,2018-05-05 21:40:00,3590433799317662345,1.0,8.85262,15.8446,10.44089,13.13091,17.24389,18.60955,15.49298,35.25238,0.00024,46.78968,60.37822,58.18909,70.19884,75.79977,11.6838,80.2827,1.78542,41.63126,72.86774,12.12286
701,2018-05-05 21:41:00,8630330696303481297,1.0,11.57847,13.46827,10.36106,15.94293,13.30411,12.61011,12.77484,46.57543,0.00338,39.15679,45.92693,68.16289,31.55261,66.96015,50.89698,80.02538,45.51153,24.78033,22.29402,34.80551
702,2018-05-05 21:42:00,359043379931766510,1.0,11.43334,15.20134,10.32757,15.87909,15.0001,15.30616,14.72199,40.98216,0.00293,30.30161,67.68139,36.69437,46.75018,4.73564,39.48727,57.5696,75.33881,69.62755,42.12571,38.39464
703,2018-05-05 21:43:00,3590433799317661297,1.0,8.43375,15.1618,10.965,11.97351,15.76531,20.49047,12.7442,31.36634,0.00019,48.58976,52.13293,47.79637,56.91556,0.07309,96.18464,81.61156,76.11249,18.91173,54.89528,62.34475
704,2018-05-05 21:44:00,359043379931766312,0.0,16.53748,15.58651,14.21955,16.71849,16.0602,12.19019,8.72101,29.25575,0.47774,44.71581,57.48465,42.35495,73.65799,95.21545,61.40111,37.49786,0.16784,91.06171,47.18398,84.32816
705,2018-05-05 21:45:00,359043379931766791,1.0,13.09646,14.83789,11.81676,16.28092,15.09565,13.62209,16.45037,59.30393,0.01534,54.69618,49.85502,38.33314,5.79277,27.14333,99.39743,38.8955,64.55721,78.33781,6.70493,31.78669
706,2018-05-05 21:46:00,8630330696303482352,0.0,14.97444,16.68146,15.01265,16.97231,16.12789,11.39079,10.11372,44.3367,0.10014,27.1137,45.5692,34.69675,51.77081,31.31356,31.91225,17.2186,16.5329,38.3983,16.79686,72.04312
707,2018-05-05 21:47:00,8630330696303481032,0.0,13.64247,16.76967,12.35665,16.6212,13.83135,12.63945,11.52753,49.17223,0.02645,46.40613,36.21947,28.38952,52.34165,82.07949,58.24174,41.66944,16.10856,30.58906,0.34207,73.43914
708,2018-05-05 21:48:00,359043379931766304,0.0,10.28982,12.44209,11.17012,16.16234,8.15583,15.21816,17.06922,66.43669,0.00097,59.88019,54.06394,46.51432,21.49016,12.16787,39.53469,52.15861,67.21285,50.27117,60.6554,26.1878
709,2018-05-05 21:49:00,3590433799317662329,1.0,12.57881,16.24368,14.36613,15.05856,16.21846,11.91854,12.62199,43.0731,0.00914,50.86892,69.59849,29.09196,93.3876,73.27636,79.69108,63.69364,32.69639,58.03002,65.26463,72.45046
710,2018-05-05 21:50:00,359043379931766726,1.0,12.89134,11.83689,12.11347,13.34018,12.18929,14.25666,13.62151,58.80313,0.01251,32.7252,73.84985,61.60888,80.70463,28.34103,43.09386,27.16148,94.59221,60.13884,85.2318,1.58146
711,2018-05-05 21:51:00,359043379931766668,0.0,12.42452,16.208,15.33279,12.69354,10.96484,9.0371,11.69345,47.70262,0.00784,35.88082,46.65302,65.1786,70.01687,10.53516,90.75247,89.45483,91.2744,33.63979,38.58065,88.48399
712,2018-05-05 21:52:00,8630330696303481792,0.0,13.14842,15.19434,11.81488,15.62021,12.32576,14.57227,12.10456,40.37009,0.01616,31.87083,38.92507,42.35655,33.4467,80.915,6.42165,78.06819,48.66247,90.18044,1.20834,52.92079
713,2018-05-05 21:53:00,3590433799317661156,1.0,9.85526,16.28455,9.60737,16.35355,13.05995,15.04763,11.78887,33.8417,0.00065,32.03479,63.54666,62.08998,80.16925,50.0726,84.71509,47.74744,71.71943,47.38519,17.95807,76.36593
714,2018-05-05 21:54:00,8630330696303481784,1.0,13.3944,9.37484,8.1232,19.94422,5.94705,17.3982,14.13222,25.10985,0.02064,48.46701,43.79326,48.81824,62.01585,53.19941,63.96196,25.36461,77.7327,23.58777,31.01503,52.00426
715,2018-05-05 21:55:00,8630330696303481487,1.0,15.98351,9.34788,8.16285,15.89155,8.90483,16.14762,12.69735,16.98474,0.27455,46.4013,41.06697,55.27839,59.45134,37.38874,49.69816,83.24855,54.35977,42.58065,13.18016,94.9113
716,2018-05-05 21:56:00,863033069630348107,1.0,13.52494,13.14583,13.75404,12.43326,11.07731,13.28907,15.51036,41.3583,0.02353,31.10357,25.2832,52.10445,0.22873,11.036,2.68868,19.89764,33.02109,66.6227,51.01443,94.88591
717,2018-05-05 21:57:00,3590433799317661842,1.0,11.92204,12.22844,13.09327,15.95269,10.41008,13.57434,16.6985,48.69452,0.00477,43.66222,48.44502,62.16979,43.29358,53.98398,37.0155,31.81845,85.43782,35.61459,13.96949,52.29415
718,2018-05-05 21:58:00,3590433799317661867,1.0,8.15245,14.19055,9.98847,13.39728,14.34827,15.72113,12.15043,44.69478,0.00014,55.58005,65.2926,36.32457,81.02208,38.56802,16.45708,92.33595,32.95778,61.16951,50.3147,92.74231
719,2018-05-05 21:59:00,8630330696303481669,1.0,13.21528,12.45181,15.43177,12.49639,13.43728,15.46487,14.43636,45.22232,0.01727,53.51152,55.77739,30.94088,12.9141,42.06675,27.17469,93.5922,56.5247,71.96545,68.01066,81.38247
720,2018-05-05 22:00:00,863033069630348370,1.0,13.16887,11.35166,7.86633,16.77411,8.31982,13.90866,16.18411,25.33353,0.01645,64.46602,37.32937,34.84736,68.55834,63.28788,87.84698,99.9802,29.27274,3.68671,31.22877,23.73962
721,2018-05-05 22:01:00,359043379931766296,1.0,10.68602,13.58405,12.58047,13.30875,13.79693,15.51453,12.66691,30.20377,0.00144,40.27502,65.15735,51.09758,58.80634,67.20838,13.05782,13.50927,2.5665,64.36675,84.62061,81.19285
722,2018-05-05 22:02:00,359043379931766668,0.0,14.21132,13.83876,14.79888,15.67444,12.78708,15.09459,13.8842,60.98674,0.0467,60.91667,40.08543,27.24065,35.83404,30.58501,30.90236,97.87388,94.23888,15.83424,10.17381,59.63859
723,2018-05-05 22:03:00,8630330696303481966,1.0,12.56303,8.97786,5.90115,19.19578,6.04803,14.40654,15.32264,39.02164,0.00901,34.28151,58.01529,62.03641,24.72972,47.00933,56.68906,80.46944,10.61489,76.34896,41.23268,18.22105
724,2018-05-05 22:04:00,8630330696303481230,0.0,9.50097,16.17425,13.11979,14.82816,16.8544,12.42289,13.87137,46.55369,0.00044,64.86951,44.47461,46.77446,70.73269,52.04605,20.52865,4.31163,16.57244,84.16402,41.85481,17.47688
725,2018-05-05 22:05:00,8630330696303481552,0.0,12.3212,16.0446,15.97891,14.92998,18.13385,14.16355,11.8899,73.83115,0.00707,42.24258,50.13532,50.51669,36.41718,46.88539,48.49923,54.59208,62.05819,79.53403,24.50717,79.64655
726,2018-05-05 22:06:00,863033069630348826,0.0,13.32839,14.49151,15.06362,14.17479,12.28418,10.66217,12.19204,55.54305,0.01933,47.60971,53.77535,61.17531,97.10564,94.52514,56.27561,69.04506,15.71992,72.51974,51.72051,19.17799
727,2018-05-05 22:07:00,359043379931766627,1.0,11.76719,15.58511,11.92499,12.13399,14.48273,16.37555,15.23217,52.90683,0.00411,45.69617,47.85797,52.08395,35.102,17.58499,35.63175,58.89232,93.09437,39.60504,91.2641,92.12037
728,2018-05-05 22:08:00,3590433799317661024,0.0,16.50599,13.55577,14.71186,15.60943,14.309,10.32741,8.40087,37.33598,0.46295,58.47943,41.42771,54.82125,75.68734,13.6833,22.58208,15.45777,29.13414,39.75562,20.32927,63.80346
729,2018-05-05 22:09:00,3590433799317661461,0.0,13.02552,13.78593,18.5679,13.67419,14.54043,11.84372,10.21313,53.55827,0.01428,53.83284,26.34159,39.39609,51.54871,44.8052,31.66856,70.12617,47.78644,22.64762,50.07468,86.08693
730,2018-05-05 22:10:00,863033069630348222,0.0,11.53017,13.43436,12.26377,16.02722,10.7216,15.13594,10.3182,44.67852,0.00325,58.6476,51.52782,51.88708,69.13381,98.87559,9.43012,91.53142,33.19367,23.63013,20.75737,49.69636
731,2018-05-05 22:11:00,863033069630348669,0.0,16.56138,19.29612,13.518,14.80144,13.43069,10.93784,8.84617,56.77779,0.48931,72.74023,77.09649,32.21843,22.90827,68.7148,13.99154,85.11572,38.08398,68.95137,24.90173,99.99808
732,2018-05-05 22:12:00,8630330696303482329,1.0,14.15858,11.65782,11.96109,11.40678,12.60904,16.55011,15.4915,52.11846,0.04427,37.85187,76.71388,58.03982,42.23262,84.74117,12.05021,89.58555,79.0446,94.95138,31.2575,98.30312
733,2018-05-05 22:13:00,359043379931766718,0.0,12.99557,11.14917,17.55081,15.28264,16.90899,11.10203,13.08564,52.45282,0.01387,55.89447,55.6391,56.52714,21.79029,18.72591,14.14603,56.59968,67.821,31.20979,31.77297,78.16071
734,2018-05-05 22:14:00,359043379931766007,1.0,10.99172,12.50619,11.48525,15.92809,9.37817,17.76989,13.95407,39.92242,0.00191,45.04427,55.46151,32.11141,6.28395,53.75244,73.45346,2.51523,52.43239,33.11379,21.86008,82.09347
735,2018-05-05 22:15:00,863033069630348669,1.0,9.32309,16.05467,9.97278,16.28358,13.23312,15.19376,12.52382,49.81708,0.00036,43.60621,48.6459,35.15456,34.9046,57.85986,25.03189,37.84482,6.63817,42.05618,15.93337,75.98471
736,2018-05-05 22:16:00,8630330696303481222,1.0,14.02004,13.67993,12.95802,14.0903,7.25401,20.88628,15.37341,72.08822,0.03858,60.05428,61.95413,57.95804,79.73038,13.09981,23.80452,25.6332,72.59703,15.49937,50.63607,93.47606
737,2018-05-05 22:17:00,359043379931766833,0.0,13.91791,11.01576,13.06537,16.89989,8.4358,13.96933,16.80866,53.78766,0.03482,41.03154,48.0938,47.0909,97.86666,17.24389,17.23627,46.67953,35.47226,64.21229,55.12215,51.66777
738,2018-05-05 22:18:00,359043379931766643,1.0,11.75337,13.74144,10.85982,14.32809,15.44741,16.64478,15.87229,51.88358,0.00401,41.02621,44.54546,43.24382,52.15412,20.21359,50.84158,84.8511,66.16646,3.36752,53.94784,34.81075
739,2018-05-05 22:19:00,8630330696303481941,0.0,10.81996,14.78609,11.76868,13.79503,14.12321,16.09101,15.15913,52.60912,0.0016,50.95969,52.91526,78.33917,67.34326,22.25158,19.16289,18.48635,98.27424,58.10999,90.02075,75.92164
740,2018-05-05 22:20:00,3590433799317662212,0.0,10.23301,12.61551,15.22659,16.14675,14.70116,14.1734,9.4766,55.4901,0.0009,59.51199,52.53526,53.30504,88.3455,56.33688,30.09887,89.03789,19.38662,18.34202,6.10359,22.96939
741,2018-05-05 22:21:00,3590433799317661321,1.0,10.16374,14.69919,10.83853,12.5484,14.95084,13.3338,13.5505,58.16369,0.00083,28.72627,42.67349,21.36806,23.26129,42.36197,42.33364,38.71083,97.45092,28.67443,72.92741,44.57668
742,2018-05-05 22:22:00,3590433799317661388,1.0,15.16536,9.8089,9.58358,16.77818,8.25743,16.80536,15.12256,62.44589,0.12116,63.52715,47.55047,46.04247,29.00176,53.06642,74.44199,67.33572,2.82912,68.58584,84.07846,0.34703
743,2018-05-05 22:23:00,359043379931766429,0.0,10.01116,12.89707,11.33359,13.16154,15.26165,11.61563,9.19791,58.24239,0.00074,53.70544,52.74923,29.98471,34.59033,1.99188,11.26426,90.87288,34.36276,62.05716,50.11691,6.83955
744,2018-05-05 22:24:00,8630330696303481545,1.0,13.72019,14.81362,12.49916,14.90179,9.34799,14.46819,11.69512,30.61625,0.02862,32.04447,46.38803,63.97839,55.59796,30.42915,99.74457,70.4736,55.42784,5.17584,87.5539,78.06508
745,2018-05-05 22:25:00,8630330696303482428,1.0,14.35083,11.27623,12.6154,15.85626,12.48183,16.20583,10.79617,52.77045,0.05369,61.81186,54.51166,51.61004,0.3285,58.44548,58.0052,77.26903,34.11492,80.87022,25.18142,18.93775
746,2018-05-05 22:26:00,863033069630348495,1.0,15.03209,9.79804,8.06876,18.20013,7.94477,15.59211,14.41707,74.04286,0.10605,55.01829,48.58447,29.42843,91.08171,50.14278,8.76902,58.27107,42.34823,3.486,75.10822,5.07649
747,2018-05-05 22:27:00,3590433799317662238,1.0,12.90262,12.90827,10.94696,12.57685,13.94037,12.71412,16.41925,38.20961,0.01266,46.89309,36.4886,39.08773,29.49791,56.06873,46.52139,84.07125,75.91455,25.45296,29.16571,66.73532
748,2018-05-05 22:28:00,8630330696303481396,0.0,17.8,15.17673,13.75927,15.35384,14.97866,12.45955,8.10569,45.81866,1.68847,31.04484,48.94468,55.7581,85.38704,61.13726,95.34484,95.07897,4.59722,58.9597,18.50378,63.35417
749,2018-05-05 22:29:00,8630330696303482287,1.0,18.20791,11.06468,14.02125,12.02133,16.02077,12.14573,13.29463,62.48398,2.53889,60.74637,58.88463,19.11772,10.88515,43.83284,19.84979,64.60541,52.4189,35.61159,71.77652,64.5394
750,2018-05-05 22:30:00,359043379931766809,1.0,12.71504,15.35363,13.42304,14.95001,14.91932,16.42712,16.54886,37.25187,0.01048,49.56094,55.67493,43.4907,20.487,89.70643,42.63675,80.00656,82.52963,68.37974,18.59816,20.49195
751,2018-05-05 22:31:00,359043379931766171,1.0,11.60734,14.96017,9.35239,13.65772,17.2732,15.20854,17.22624,33.33932,0.00351,48.32149,52.47665,55.24613,14.41241,51.36997,97.95264,72.46739,46.52401,13.92177,7.18502,22.48283
752,2018-05-05 22:32:00,8630330696303482329,0.0,9.26671,13.78055,15.72475,16.88025,15.68319,15.45126,8.057,64.01959,0.0004,69.57349,47.47102,43.9012,47.71821,65.89671,94.00482,6.44404,37.56231,53.61065,7.15135,56.61562
753,2018-05-05 22:33:00,359043379931766510,0.0,11.63382,14.23982,14.0378,12.60885,12.88464,14.81507,11.37553,46.80025,0.00358,70.98841,30.27752,56.68558,42.54697,2.37634,71.69939,51.66995,0.18756,97.25517,87.87566,34.84743
754,2018-05-05 22:34:00,3590433799317662261,1.0,13.75171,9.01433,11.05478,14.01863,12.34823,15.55905,10.86189,47.53832,0.0295,47.43879,45.75657,58.0326,98.67604,7.94974,23.24219,70.08003,43.18849,28.5419,3.3828,48.45689
755,2018-05-05 22:35:00,8630330696303482337,1.0,8.40111,15.7981,12.12627,15.35498,14.60059,13.81959,12.23972,39.33646,0.0002,66.98768,52.61236,12.12181,9.28689,74.86661,38.5975,12.26951,95.04563,53.23183,33.84202,93.11683
756,2018-05-05 22:36:00,8630330696303481289,1.0,14.97543,9.33716,9.302,15.53551,10.30126,16.54765,15.43219,57.31468,0.10022,43.77741,29.07947,56.0784,48.95642,62.1254,54.9965,31.44041,56.61742,2.40033,48.00509,81.19932
757,2018-05-05 22:37:00,3590433799317661388,1.0,15.22345,10.86013,10.67768,17.12366,8.64899,12.32377,19.02464,47.44527,0.12843,32.18073,63.02597,63.64759,87.74081,1.51843,21.30267,83.47272,40.22011,60.48024,88.59415,24.86515
758,2018-05-05 22:38:00,359043379931766452,1.0,17.40257,10.54246,9.29858,14.32312,11.74698,16.29979,12.17323,38.07027,1.13473,64.41945,73.8567,37.55908,18.12915,90.78048,34.22859,31.33459,28.27474,45.77446,76.88873,99.64845
759,2018-05-05 22:39:00,3590433799317661495,0.0,12.27621,14.91542,17.4212,14.9305,13.0094,14.22498,12.96961,29.31118,0.00676,57.75018,63.03768,44.48954,21.31986,71.25792,1.14223,95.35982,55.91618,83.99055,96.17464,26.87796
760,2018-05-05 22:40:00,863033069630348495,1.0,16.77729,12.10109,11.31022,14.0104,11.92456,9.24374,16.79302,47.35359,0.6072,46.14722,55.11618,25.67173,65.23039,98.56297,64.06397,66.10317,72.13149,7.69085,0.26199,14.5333
761,2018-05-05 22:41:00,863033069630348941,1.0,12.16537,16.1706,14.37459,11.73324,15.49683,14.22104,11.48153,67.68837,0.00604,87.82853,42.23512,86.50131,95.35457,58.65773,17.31901,25.12576,37.52947,22.2974,41.15707,27.84259
762,2018-05-05 22:42:00,359043379931766338,0.0,15.76051,16.92602,14.09507,16.54908,15.71973,11.96642,8.91214,61.88635,0.21969,55.26943,36.04805,33.82655,43.25975,29.84249,35.98657,28.85703,19.85524,3.41342,74.35314,87.03129
763,2018-05-05 22:43:00,863033069630348925,1.0,14.62294,12.80548,11.22953,19.05744,13.10637,10.69657,15.13975,52.94492,0.07046,31.62248,56.19044,23.17987,6.33658,28.8431,98.05148,55.16283,85.23878,15.69504,24.2289,10.25736
764,2018-05-05 22:44:00,3590433799317661891,1.0,7.29337,14.14053,9.36507,13.57605,17.87713,10.90658,16.06133,31.25867,8e-05,65.3049,46.21173,51.46384,3.56768,50.49464,49.6862,44.08457,50.88088,47.62986,53.94472,62.5024
765,2018-05-05 22:45:00,3590433799317661495,0.0,14.81754,18.44558,16.52545,15.03294,13.26162,8.81163,9.28176,41.19322,0.08558,24.83248,54.01726,25.36725,34.51965,44.37798,70.54169,93.0647,39.02547,3.51383,41.12285,78.62933
766,2018-05-05 22:46:00,8630330696303482451,1.0,12.95101,12.29167,15.23541,12.21021,13.26294,15.40787,15.29597,27.42115,0.01327,49.79915,69.39773,36.82618,30.05376,24.71778,44.82101,51.45117,92.3966,83.8148,68.52669,31.7518
767,2018-05-05 22:47:00,359043379931766452,1.0,7.1838,12.56872,9.68453,13.00391,14.93234,17.08907,11.42915,64.75992,9e-05,61.85483,43.68055,64.39344,45.85774,9.04142,86.96264,82.73822,24.32004,94.01728,41.2834,77.56817
768,2018-05-05 22:48:00,8630330696303482279,0.0,9.28488,14.60369,16.54309,14.76133,14.53336,13.66891,9.06561,52.43647,0.00038,51.14909,57.92185,53.05357,27.59856,52.95534,40.59917,82.1461,9.92001,52.58328,6.57715,14.94134
769,2018-05-05 22:49:00,863033069630348586,0.0,13.78528,17.34514,14.89948,14.4808,13.20693,9.45903,11.4237,57.10534,0.03051,43.61769,51.05499,55.49621,38.99349,88.77568,4.20307,50.32179,54.3818,17.66384,95.67375,12.9043
770,2018-05-05 22:50:00,8630330696303481156,0.0,16.23448,11.74154,13.66181,13.54056,15.93718,12.15234,11.0256,44.16002,0.35288,43.18401,57.92779,55.72084,95.9799,10.8691,80.5025,6.4388,2.01148,8.27895,75.91629,88.25734
771,2018-05-05 22:51:00,359043379931766007,0.0,11.18613,16.38209,13.44568,12.36665,15.60671,13.33163,10.51725,22.76406,0.00228,64.05286,69.00083,43.07267,50.1005,89.66962,33.87622,82.40412,19.89533,77.55565,62.22525,52.96767
772,2018-05-05 22:52:00,8630330696303481040,1.0,12.9358,13.62331,10.13246,15.75019,12.55678,13.0633,14.26947,40.35259,0.01308,40.8435,58.40758,24.75438,89.27936,51.27568,96.81262,27.62882,47.69095,32.9441,86.75785,88.08268
773,2018-05-05 22:53:00,359043379931766866,1.0,10.63634,13.17655,10.89578,12.98431,15.57019,15.04065,16.13299,58.18894,0.00134,36.26061,49.58066,31.12232,14.20185,65.74617,45.26724,89.55804,89.81462,83.68823,79.2523,9.69459
774,2018-05-05 22:54:00,359043379931766916,1.0,9.56993,13.54621,10.55108,13.30041,17.16868,11.76845,15.21766,52.55116,0.00046,43.04111,62.6164,69.91877,16.82041,78.87303,91.02209,88.29364,5.74916,66.18149,89.98376,24.56446
775,2018-05-05 22:55:00,3590433799317662071,0.0,13.2635,15.40144,14.54774,12.07387,9.45453,15.86093,21.19275,67.86167,0.0181,40.77456,63.6071,65.12353,93.62389,7.88152,25.98181,33.73341,28.97313,99.9409,75.80171,87.76848
776,2018-05-05 22:56:00,3590433799317661396,0.0,12.07467,14.97699,15.71827,13.49358,14.8061,10.32758,13.37607,39.08259,0.00553,61.96686,55.40553,41.40519,20.69681,92.46035,65.9113,85.05798,34.40342,35.36862,13.87841,66.85155
777,2018-05-05 22:57:00,8630330696303481701,1.0,17.69909,10.22904,7.37992,18.70529,6.83875,18.05661,15.33478,43.68124,1.52641,47.60445,67.02582,56.0769,92.74558,3.54136,1.09907,47.52584,3.06913,52.31525,53.25046,98.06151
778,2018-05-05 22:58:00,863033069630348198,1.0,12.53282,12.43761,11.73658,16.82733,8.97967,18.09589,12.91644,80.8098,0.00875,37.27704,73.49341,60.82765,12.30445,64.28914,43.33912,25.807,12.94477,79.43511,10.22379,30.39307
779,2018-05-05 22:59:00,3590433799317661123,1.0,19.05903,11.74428,9.5541,12.81993,12.25154,15.84086,14.58701,36.41416,5.94666,38.08101,54.33826,49.21645,27.43843,83.0888,95.5322,39.04249,16.32823,49.45279,23.99731,92.90819
780,2018-05-05 23:00:00,8630330696303481701,1.0,13.77393,8.06212,7.67537,16.27845,8.51194,14.12351,11.42619,26.37297,0.03014,46.78376,34.49082,57.54129,53.24135,81.42682,14.6194,50.25367,55.99107,56.09052,23.72596,15.69416
781,2018-05-05 23:01:00,8630330696303482113,1.0,10.4061,16.54099,12.21987,13.96942,14.38612,21.3331,12.65353,57.4494,0.00106,50.93224,66.25451,39.13613,60.29967,26.28124,11.18402,66.2319,81.85154,52.46016,40.39945,80.24013
782,2018-05-05 23:02:00,863033069630348867,1.0,12.52916,13.71658,9.35684,15.21915,16.98374,10.23265,18.57373,57.93452,0.00869,55.57639,61.52801,73.43719,22.63285,7.78397,79.96166,22.82363,24.32674,47.95629,85.38238,94.27773
783,2018-05-05 23:03:00,8630330696303481073,0.0,10.23848,13.36855,11.58558,16.37522,15.32057,16.86354,13.92322,45.10028,0.00093,22.55635,45.78801,65.60305,85.76814,72.37312,60.505,31.87814,98.41191,88.24375,40.47607,15.59058
784,2018-05-05 23:04:00,8630330696303481529,0.0,10.33796,14.22755,13.97504,11.66705,16.14501,12.17332,9.08901,51.39575,0.00102,20.64831,61.89671,39.79566,27.76641,76.54671,59.42367,38.96223,74.32399,84.39,29.76067,74.18153
785,2018-05-05 23:05:00,359043379931766478,1.0,7.20222,17.39707,10.91433,12.87513,15.93103,14.46947,13.44385,71.47294,8e-05,53.39023,71.96271,32.67824,74.48585,87.72047,69.7767,5.74492,40.96902,86.13741,82.86362,56.91742
786,2018-05-05 23:06:00,863033069630348958,1.0,17.23952,8.93023,9.52493,13.58871,11.77628,13.7442,10.29477,33.4745,0.96402,64.56266,52.7621,56.39422,7.09804,10.67748,39.94391,11.60153,88.25923,42.02276,34.3194,71.51214
