ts	imei	mwra	c.dogalize	c.android.youtube	c.katana	c.android.gm	c.android.chrome	c.raider	c.updateassist	c.android.vending	c.UCMobile.intl	c.UCMobile.x86
2018-05-06 16:02:00	3590433799317661123	1.00000	13.24598	13.83424	8.49340	12.07691	12.21996	47.90226	39.91309	98.69834	28.79347	28.93531
2018-05-06 16:03:00	8630330696303482246	1.00000	9.91373	13.47772	11.11936	17.52574	13.29736	42.59713	5.82488	44.13537	43.24896	56.44909
2018-05-06 16:04:00	3590433799317661156	1.00000	12.66747	10.96895	8.82487	10.55310	10.58868	38.73631	42.74945	9.12794	69.28467	80.40305
2018-05-06 16:05:00	3590433799317661297	0.00000	10.44631	11.67319	13.48901	9.80917	14.18799	42.38539	59.98088	10.39108	27.11376	62.85474
2018-05-06 16:06:00	359043379931766049	0.00000	11.72648	14.99414	11.19236	10.35089	9.96649	51.26532	0.51813	52.40647	14.35493	38.98545
2018-05-06 16:07:00	8630330696303481024	0.00000	11.53170	12.88041	13.71279	12.69978	9.94154	53.55193	0.40402	19.03228	3.45991	59.96043
2018-05-06 16:08:00	8630330696303481040	1.00000	11.09070	14.37025	9.80934	12.54398	12.01156	62.83482	66.36395	39.54914	15.70174	37.38904
2018-05-06 16:09:00	863033069630348750	1.00000	12.20944	14.55987	11.66898	15.14662	10.73544	47.24941	10.19142	70.59891	23.04872	69.63019
2018-05-06 16:10:00	863033069630348776	0.00000	12.20929	9.43308	16.72647	6.54000	14.14283	58.11090	5.68913	45.46933	37.44207	93.65502
2018-05-06 16:11:00	3590433799317661750	0.00000	11.54097	11.70571	13.92783	12.99684	16.31128	36.78702	90.60577	40.31937	64.97228	51.36532
2018-05-06 16:12:00	8630330696303481933	1.00000	7.85883	18.08916	10.63110	12.71196	12.30314	55.24620	45.04539	49.37343	76.44016	80.27553
2018-05-06 16:13:00	359043379931766833	1.00000	15.77574	16.06071	7.69613	14.70371	14.48738	68.34284	74.90348	31.27855	37.42016	56.22760
2018-05-06 16:14:00	8630330696303481768	0.00000	12.62211	15.84989	13.54445	12.31363	16.19863	66.93465	61.02277	73.37879	61.76071	63.74962
2018-05-06 16:15:00	863033069630348305	1.00000	14.54876	7.56908	10.71904	11.03124	10.66844	58.47011	47.39102	65.40584	34.10345	29.23523
2018-05-06 16:16:00	8630330696303481768	1.00000	11.30550	11.71665	11.21910	13.75077	12.58129	30.43498	67.56805	79.19096	6.51157	74.63246
2018-05-06 16:17:00	3590433799317661628	1.00000	10.70819	14.42196	13.16692	16.01588	10.11868	64.86443	81.77895	28.83799	55.43772	28.22397
2018-05-06 16:18:00	8630330696303482360	0.00000	10.90528	10.34805	14.10216	10.50881	14.27194	35.45306	98.70355	66.50224	73.22271	2.46795
2018-05-06 16:19:00	359043379931766510	1.00000	12.73974	10.55177	9.27971	14.39485	9.58570	69.58723	21.49135	40.50901	45.50451	86.05611
2018-05-06 16:20:00	3590433799317662170	0.00000	8.68620	9.96049	14.30185	10.04950	14.97990	54.91569	0.77952	5.75353	28.29568	21.71101
2018-05-06 16:21:00	8630330696303481669	0.00000	11.30926	12.30095	12.54330	15.48467	14.67010	57.84627	50.42166	61.89882	25.75929	22.15268
2018-05-06 16:22:00	8630330696303481073	1.00000	10.46412	14.46353	10.89762	16.10221	13.57347	76.13675	66.84892	39.19962	38.26072	2.75711
2018-05-06 16:23:00	8630330696303481065	1.00000	6.84629	15.19691	12.47827	14.58187	8.18191	71.38058	89.53090	0.19535	51.55674	96.17502
2018-05-06 16:24:00	863033069630348982	0.00000	13.80246	10.18988	15.85862	10.69289	11.49496	43.39535	56.07688	45.89971	43.52629	33.00599
2018-05-06 16:25:00	3590433799317661339	1.00000	13.09961	15.71304	12.66856	13.54301	7.73395	58.87491	11.68577	57.68496	74.49232	29.77001
2018-05-06 16:26:00	359043379931766007	1.00000	15.74025	13.92313	13.29320	14.90064	9.24006	66.34134	38.02987	49.41538	91.00364	75.34977
2018-05-06 16:27:00	3590433799317661875	1.00000	14.30616	13.69869	12.38674	13.06572	12.25995	36.95135	33.08380	66.84556	82.35555	40.85394
2018-05-06 16:28:00	359043379931766031	1.00000	9.30209	15.30255	11.78408	15.30923	8.40432	75.13078	93.81004	58.17576	33.51404	39.58628
2018-05-06 16:29:00	359043379931766189	1.00000	10.20769	13.37080	11.68674	14.95488	11.30749	23.93135	89.38797	29.53174	17.10161	82.74583
2018-05-06 16:30:00	8630330696303481263	1.00000	12.73332	9.17129	9.53013	8.14581	10.35384	58.45569	6.19105	76.26938	18.27927	12.98097
2018-05-06 16:31:00	863033069630348040	1.00000	11.84554	15.00894	12.03513	15.54077	8.00433	34.32640	16.46507	59.60697	33.24934	17.68285
2018-05-06 16:32:00	8630330696303481453	0.00000	13.67197	10.80985	8.66415	9.69832	12.42296	57.18963	57.20960	72.18992	11.45810	92.22154
2018-05-06 16:33:00	359043379931766007	1.00000	11.55207	15.51095	9.66401	16.03272	10.55472	58.52238	59.20254	1.57768	33.19570	58.59761
2018-05-06 16:34:00	8630330696303482345	0.00000	10.85343	15.53269	14.42051	7.26129	6.19772	44.65693	97.01124	44.70420	85.13902	77.59926
2018-05-06 16:35:00	863033069630348875	1.00000	14.90788	8.76133	11.35300	9.89447	10.62135	64.29715	17.88595	29.11837	19.31866	93.57387
2018-05-06 16:36:00	359043379931766056	1.00000	10.29192	13.55827	13.10939	16.09474	10.95200	62.62045	53.36877	81.03735	52.77610	72.69166
2018-05-06 16:37:00	8630330696303481396	1.00000	13.38094	11.97075	12.49786	17.71945	10.88645	63.72157	14.08506	41.36939	25.02686	93.04559
2018-05-06 16:38:00	359043379931766668	1.00000	11.12395	12.03686	11.39424	16.36904	13.21886	40.52116	13.00238	17.37396	9.85157	39.50249
2018-05-06 16:39:00	8630330696303481107	1.00000	9.02350	13.58109	12.86964	13.82759	11.34041	72.30325	42.52905	49.20350	32.86561	56.72153
2018-05-06 16:40:00	3590433799317661115	1.00000	11.56241	15.45279	12.38887	18.27391	10.88066	53.26836	27.22635	30.48276	30.50351	85.24364
2018-05-06 16:41:00	8630330696303482279	0.00000	7.48223	12.91318	12.54564	13.25156	9.75768	37.99830	7.81034	65.36180	22.51284	96.93365
2018-05-06 16:42:00	8630330696303481420	1.00000	13.15791	16.51102	14.23039	14.22105	6.02049	46.24683	63.55720	0.64469	4.24417	7.12379
2018-05-06 16:43:00	359043379931766288	0.00000	13.43748	14.60410	12.56803	12.82802	15.34332	56.95731	96.70739	75.03986	1.99661	41.46723
2018-05-06 16:44:00	8630330696303481859	0.00000	7.62242	12.18596	16.41645	9.92996	5.54367	50.61232	90.12215	21.44168	76.91255	10.14461
2018-05-06 16:45:00	8630330696303482089	0.00000	11.35426	14.83854	13.61375	13.97765	10.03556	26.33215	55.84944	32.04352	84.07189	79.10241
2018-05-06 16:46:00	8630330696303481685	0.00000	12.54372	8.72949	14.14172	11.44447	13.34604	57.54901	20.59571	87.06904	25.19150	64.88304
2018-05-06 16:47:00	3590433799317661644	0.00000	11.74038	14.24856	14.34031	9.35112	7.73476	26.62683	83.97367	40.04986	79.14620	29.48110
2018-05-06 16:48:00	863033069630348586	0.00000	10.40080	12.23277	13.16859	10.29278	17.16010	46.68369	91.80187	91.93363	57.58715	98.29629
2018-05-06 16:49:00	863033069630348263	1.00000	15.21409	13.94171	8.12959	12.48027	11.37547	53.05256	85.01153	35.84176	68.74171	73.61154
2018-05-06 16:50:00	3590433799317661347	1.00000	12.37199	16.48696	10.93899	15.19223	10.99236	49.46743	60.81017	93.76096	30.62742	76.15005
2018-05-06 16:51:00	8630330696303482287	1.00000	9.72143	14.37489	15.73165	9.11780	7.80343	71.92439	99.62896	6.27874	11.65109	96.09740
2018-05-06 16:52:00	359043379931766049	1.00000	9.09280	14.71783	9.61025	16.56801	11.08865	34.96775	9.98451	6.55626	35.86463	97.85575
2018-05-06 16:53:00	863033069630348289	1.00000	12.28861	11.62333	9.51259	13.71876	11.91653	36.94282	84.27785	83.55118	95.77843	69.42511
2018-05-06 16:54:00	359043379931766635	1.00000	9.24862	11.64609	16.03951	8.99858	16.43846	55.48272	63.98172	72.53383	8.18903	11.21800
2018-05-06 16:55:00	3590433799317662204	0.00000	11.79057	14.02203	15.20344	8.89916	8.68202	47.26417	12.57702	99.06731	94.08489	23.04343
2018-05-06 16:56:00	8630330696303481230	0.00000	12.60703	13.52370	13.30854	12.54229	13.08551	67.36751	4.51084	73.35319	72.34683	41.67822
2018-05-06 16:57:00	863033069630348156	1.00000	16.06977	11.71053	10.84510	9.20131	11.60050	29.48080	41.08359	79.55268	24.28545	77.97133
2018-05-06 16:58:00	863033069630348768	1.00000	11.59774	13.93760	10.91109	14.07954	9.69832	49.34854	87.52330	4.52307	57.24514	4.50119
2018-05-06 16:59:00	8630330696303481131	1.00000	16.06858	12.76749	11.33353	13.37978	12.10092	63.11815	92.29415	73.09455	41.74994	1.54009
2018-05-06 17:00:00	3590433799317661206	0.00000	11.88258	17.17753	13.84262	11.57317	10.51857	53.81823	19.44726	5.03012	22.80661	73.38312
2018-05-06 17:01:00	863033069630348776	1.00000	20.04282	14.44114	10.60383	14.03188	10.56217	67.94964	98.51753	44.89218	67.49187	75.32204
2018-05-06 17:02:00	3590433799317661040	1.00000	16.15665	12.72375	8.89573	12.12381	11.05582	61.26952	96.15886	43.02739	47.27113	14.66635
2018-05-06 17:03:00	863033069630348008	0.00000	6.18650	10.92875	15.15097	10.99602	17.42670	51.69920	47.90477	47.99559	54.58028	33.36626
2018-05-06 17:04:00	863033069630348420	1.00000	15.11815	13.77750	10.69700	16.10320	13.45314	67.56029	29.42718	85.88908	22.82807	33.55392
2018-05-06 17:05:00	8630330696303481446	0.00000	12.80456	15.29442	9.65605	12.04925	11.13961	67.68234	79.15009	68.34055	11.82493	83.68321
2018-05-06 17:06:00	8630330696303481297	1.00000	13.37908	13.15268	8.34501	11.96202	11.50403	38.50418	26.23523	26.94471	34.37771	61.77111
2018-05-06 17:07:00	3590433799317661453	0.00000	12.47940	15.40505	14.97667	8.93242	15.29144	70.00490	41.83231	94.10628	25.18593	10.22356
2018-05-06 17:08:00	863033069630348875	0.00000	9.50628	13.95749	18.78437	12.25593	12.75673	60.99403	53.66825	33.83813	40.48447	6.30189
2018-05-06 17:09:00	8630330696303482071	0.00000	11.90110	14.55397	16.57105	7.75120	16.16262	46.78569	80.57793	37.48340	85.01114	53.98294
2018-05-06 17:10:00	863033069630348768	1.00000	15.56592	10.42264	10.11647	13.11352	10.70387	53.30857	16.47335	32.30270	4.80727	93.49834
2018-05-06 17:11:00	359043379931766742	1.00000	15.46074	9.72688	11.93420	10.22568	8.08846	63.54512	71.42885	66.05095	2.86738	71.95317
2018-05-06 17:12:00	8630330696303481990	0.00000	8.07857	15.72231	16.24120	12.15454	8.41233	82.72428	86.13880	1.75228	68.26242	64.09818
2018-05-06 17:13:00	8630330696303482261	1.00000	9.97864	18.20404	19.09391	9.16476	10.45375	59.59489	40.24807	20.10205	2.47105	44.68698
2018-05-06 17:14:00	8630330696303482444	1.00000	14.85401	11.43384	11.41560	11.86080	10.49025	63.80366	64.41884	36.37121	67.26413	19.84458
2018-05-06 17:15:00	3590433799317661594	1.00000	15.57309	7.11293	13.14066	8.36027	7.37132	54.45840	89.35178	6.93779	59.87630	28.32113
2018-05-06 17:16:00	8630330696303481636	1.00000	15.22835	11.68008	11.08754	11.98390	11.22171	74.74117	12.59113	26.31031	4.44690	70.33817
2018-05-06 17:17:00	863033069630348883	1.00000	14.36399	12.67946	9.69401	13.09499	11.75931	55.74821	10.22540	0.83374	58.28967	57.89763
2018-05-06 17:18:00	8630330696303481347	1.00000	9.84569	13.92898	11.88589	16.33409	10.81268	49.01474	65.42521	46.18930	79.25207	91.38564
2018-05-06 17:19:00	3590433799317661339	1.00000	16.17719	11.17940	12.31917	10.36334	9.04261	31.70523	27.33031	44.75579	91.16700	97.93282
2018-05-06 17:20:00	8630330696303481388	0.00000	16.94095	11.83534	10.89017	10.93105	10.43568	28.78436	62.16517	41.67482	21.68748	33.08902
2018-05-06 17:21:00	359043379931766841	1.00000	16.34595	11.07910	12.23555	13.91879	11.66241	78.17525	97.81890	91.59320	58.80965	58.19690
2018-05-06 17:22:00	8630330696303482022	0.00000	15.62755	7.55094	13.08834	6.65589	10.70254	61.43212	7.76099	3.28120	58.83885	4.97789
2018-05-06 17:23:00	359043379931766890	0.00000	12.98443	15.32234	15.58369	7.53613	10.88432	46.29985	92.74897	69.00264	60.23022	59.45225
2018-05-06 17:24:00	3590433799317661438	0.00000	10.89338	13.13809	15.30664	14.35033	12.20257	79.68915	81.58367	83.98677	91.81805	77.46585
2018-05-06 17:25:00	3590433799317662337	1.00000	13.45350	10.49863	9.29501	9.06844	11.02527	72.44273	44.67631	14.31672	90.10051	51.34125
2018-05-06 17:26:00	8630330696303481677	0.00000	9.98968	14.31940	13.71296	12.54041	16.43733	62.87901	9.94866	73.40145	3.21385	57.56302
2018-05-06 17:27:00	3590433799317661396	1.00000	7.80672	15.98568	10.43282	14.49640	12.93187	30.92677	61.25695	57.35034	38.96647	36.52814
2018-05-06 17:28:00	3590433799317661222	1.00000	9.46385	12.91820	9.08049	14.36161	13.35731	19.06005	95.75066	1.45241	64.46903	14.46234
2018-05-06 17:29:00	3590433799317661693	1.00000	14.05882	11.80639	13.08077	10.64146	11.45261	53.91683	66.01903	81.92883	74.35142	76.07740
2018-05-06 17:30:00	8630330696303481388	1.00000	8.22190	13.53023	10.68909	11.57882	12.87753	53.30712	42.13765	57.46796	34.33129	79.85395
2018-05-06 17:31:00	359043379931766254	1.00000	12.40381	9.74369	9.00314	12.50348	10.65816	53.11982	66.40159	94.96262	14.13245	84.99363
2018-05-06 17:32:00	3590433799317662477	1.00000	14.03948	17.65168	16.11709	17.32552	6.41591	32.06429	58.30533	46.57034	80.65265	78.65492
2018-05-06 17:33:00	359043379931766122	1.00000	12.34482	13.71413	10.62910	15.02809	14.85772	30.76994	62.71315	33.58470	11.21792	95.44450
2018-05-06 17:34:00	3590433799317661420	1.00000	11.47294	15.34133	11.20986	18.48188	13.61051	26.30539	66.02809	53.34478	11.75776	77.26862
2018-05-06 17:35:00	359043379931766254	1.00000	14.15713	8.14577	12.11432	10.37761	9.79085	70.86433	55.12072	21.57850	91.32690	22.09325
2018-05-06 17:36:00	3590433799317662048	1.00000	13.22387	15.07541	11.92756	13.68793	8.12535	45.08650	82.04512	58.09692	16.36264	51.15381
2018-05-06 17:37:00	8630330696303482188	1.00000	15.36180	7.09484	14.55765	6.55001	10.32784	43.66737	48.23391	22.15993	12.20276	87.12018
2018-05-06 17:38:00	3590433799317662071	0.00000	12.66819	10.27862	12.34436	11.32707	14.15962	56.37489	49.79363	95.53641	89.77443	99.63784
2018-05-06 17:39:00	863033069630348669	1.00000	10.94074	14.33709	10.65847	11.56102	12.24932	55.32628	9.09055	10.80389	9.49436	54.52402
2018-05-06 17:40:00	3590433799317662428	1.00000	6.86074	14.54302	8.98081	13.67110	12.07759	55.16782	38.29756	64.82239	1.84871	30.04595
2018-05-06 17:41:00	8630330696303481438	1.00000	12.79033	18.03564	13.46592	14.11861	8.78816	48.67200	13.36796	80.88634	25.15195	1.96244
2018-05-06 17:42:00	359043379931766494	1.00000	9.45257	11.61806	12.26862	13.04715	12.13872	49.63158	69.46398	43.31537	17.27604	54.02570
2018-05-06 17:43:00	8630330696303481743	1.00000	11.35164	12.72161	10.90958	8.90648	13.07317	80.40095	14.79709	98.72985	87.77730	66.29039
2018-05-06 17:44:00	863033069630348909	1.00000	9.78564	16.12945	13.03286	10.52583	11.93657	51.12277	89.60645	58.09550	53.12898	22.89150
2018-05-06 17:45:00	8630330696303481461	0.00000	12.21949	12.74960	17.12478	8.55039	10.93051	60.95686	25.16649	73.42861	33.68649	56.84068
2018-05-06 17:46:00	863033069630348958	0.00000	11.25084	11.58310	14.86188	11.26777	11.98208	49.95221	54.10497	82.87917	62.67082	99.96339
2018-05-06 17:47:00	8630330696303481701	1.00000	8.64392	13.69263	9.24359	13.22841	13.02625	43.96452	63.96102	43.23826	13.37236	32.99274
2018-05-06 17:48:00	863033069630348735	1.00000	14.21719	10.60909	11.23286	10.58092	10.15812	62.26351	94.27036	41.23622	69.54566	56.60398
2018-05-06 17:49:00	3590433799317662246	1.00000	14.25367	11.11216	11.44175	3.87522	12.31141	61.90582	94.36193	57.98006	97.36479	71.01650
2018-05-06 17:50:00	359043379931766676	1.00000	13.44625	9.35656	10.36918	8.87966	10.97193	63.29362	34.82259	21.01456	73.54841	90.92873
2018-05-06 17:51:00	8630330696303482147	0.00000	13.24130	12.12152	14.80801	13.61933	11.92144	40.14254	38.49130	38.60138	7.23488	61.99360
2018-05-06 17:52:00	863033069630348891	1.00000	15.34536	15.00136	11.09229	16.44758	11.26585	49.87088	87.86048	18.74098	3.92547	40.16170
2018-05-06 17:53:00	359043379931766999	1.00000	14.12508	9.30678	12.77583	9.89471	10.10441	56.24931	0.88819	98.05637	12.68974	46.85809
2018-05-06 17:54:00	3590433799317661842	1.00000	16.96381	9.97236	14.76915	12.01454	8.86780	58.18754	58.88352	62.09329	30.58691	52.28790
2018-05-06 17:55:00	8630330696303482006	1.00000	11.23357	14.78233	15.51904	12.01408	10.18861	63.23344	35.00958	49.43989	63.21562	91.28651
2018-05-06 17:56:00	359043379931766494	1.00000	11.45310	18.18252	9.60971	11.81621	12.31329	76.11485	35.77192	72.13798	90.32426	98.19600
2018-05-06 17:57:00	3590433799317662063	1.00000	7.79429	14.81398	8.40496	9.69499	11.41493	73.51941	54.70448	92.39034	96.31668	13.46136
2018-05-06 17:58:00	359043379931766130	1.00000	13.79000	7.08685	13.26466	8.93805	8.87597	57.04133	2.04909	39.82742	39.65381	85.22212
2018-05-06 17:59:00	8630330696303482337	1.00000	14.05220	11.31227	12.79128	10.56261	10.64798	51.76093	99.98162	61.61271	67.66163	52.54205
2018-05-06 18:00:00	359043379931766007	1.00000	13.57597	11.89967	8.64752	11.31767	12.72906	37.11922	52.91518	92.32117	4.98138	97.94147
2018-05-06 18:01:00	863033069630348586	0.00000	9.75028	17.58556	18.04219	9.97972	9.17205	60.57013	73.63419	18.22445	33.53800	70.93878
2018-05-06 18:02:00	8630330696303481214	1.00000	7.17045	13.04816	10.88702	11.67634	8.74223	38.94677	21.72237	56.14588	79.97491	7.59648
2018-05-06 18:03:00	863033069630348065	1.00000	13.40213	17.70195	9.62819	12.78981	9.88855	60.87908	58.09783	71.63139	83.14560	29.89595
2018-05-06 18:04:00	8630330696303482386	0.00000	9.99433	11.35700	14.63544	11.50029	11.61138	50.88536	52.47450	56.48412	41.29312	58.43936
2018-05-06 18:05:00	8630330696303481859	1.00000	11.34028	11.31758	8.07379	11.91162	12.92112	50.03655	19.27589	87.52792	39.36259	65.75337
2018-05-06 18:06:00	8630330696303481149	1.00000	14.06319	13.18906	11.37011	13.50853	12.34905	15.75824	13.64829	88.91010	2.55812	49.38311
2018-05-06 18:07:00	8630330696303481198	1.00000	10.07445	16.95370	11.06850	11.74230	9.12066	48.41529	62.18980	2.71524	53.61898	76.07317
2018-05-06 18:08:00	359043379931766296	0.00000	10.25623	11.56727	14.41121	11.81898	15.05674	64.31325	54.25163	80.34705	70.08459	14.36873
2018-05-06 18:09:00	3590433799317662063	0.00000	9.48660	12.10942	13.84826	13.15054	14.92328	69.99793	27.20241	18.13840	71.99301	69.61162
2018-05-06 18:10:00	863033069630348107	1.00000	12.66812	16.81278	13.10723	15.70621	7.28118	55.69998	30.88209	10.16356	95.41904	90.07428
2018-05-06 18:11:00	8630330696303481982	1.00000	14.26368	6.27968	14.28878	11.84392	9.97105	56.86157	3.69524	82.13783	47.40488	76.10795
2018-05-06 18:12:00	8630330696303481313	1.00000	12.74915	13.46622	9.62486	14.01759	12.21454	69.76333	49.35587	8.45533	97.93151	37.46925
2018-05-06 18:13:00	3590433799317662089	1.00000	13.64603	11.13659	8.88127	11.80873	7.93963	67.39963	54.13595	44.92766	21.68336	30.28455
2018-05-06 18:14:00	3590433799317661065	0.00000	9.57511	10.90943	14.37185	11.04460	15.91065	45.30186	68.86761	80.10847	69.14000	79.38662
2018-05-06 18:15:00	359043379931766593	1.00000	11.17202	14.84309	12.62182	12.78026	6.04312	52.16355	82.03599	97.10494	92.39202	12.80056
2018-05-06 18:16:00	8630330696303481446	0.00000	10.06889	15.04274	15.85067	11.44643	12.16129	30.75659	34.16550	48.71259	65.62364	93.49227
2018-05-06 18:17:00	8630330696303482089	1.00000	13.95658	8.82203	13.16488	8.73092	8.12508	42.53250	9.85472	38.02545	57.78285	8.11202
2018-05-06 18:18:00	359043379931766973	0.00000	8.58375	14.65408	16.43092	11.65922	9.65916	51.30322	59.94408	70.50044	75.48640	85.50697
2018-05-06 18:19:00	8630330696303481651	1.00000	12.70008	14.86570	7.85096	13.39140	11.14863	74.82776	82.43981	66.05850	0.68959	19.86934
2018-05-06 18:20:00	3590433799317662360	1.00000	14.88110	9.63076	11.42370	6.57804	9.47751	64.20099	79.97333	31.96578	64.70993	80.51006
2018-05-06 18:21:00	3590433799317661883	1.00000	13.16963	15.30639	9.88113	15.20839	15.83520	52.86040	65.34105	98.74482	25.96283	77.95327
2018-05-06 18:22:00	359043379931766122	1.00000	9.80513	18.12728	10.48982	14.10765	12.22057	67.02556	2.45069	76.08857	48.03848	31.32957
2018-05-06 18:23:00	359043379931766254	0.00000	11.48333	11.93270	11.63319	9.69832	9.45336	67.92042	73.98640	25.45967	99.40996	93.06250
2018-05-06 18:24:00	8630330696303482212	0.00000	11.88941	16.91461	14.80263	13.09420	12.22586	43.74497	55.15496	16.49534	77.23337	68.44572
2018-05-06 18:25:00	863033069630348966	1.00000	16.15881	13.72864	10.67639	12.60353	13.29983	44.50101	53.72995	9.23996	11.02938	71.72285
2018-05-06 18:26:00	8630330696303481032	0.00000	12.52375	15.42106	12.94294	11.07704	14.43822	57.27859	72.03149	8.72203	40.08760	18.70238
2018-05-06 18:27:00	3590433799317661289	1.00000	12.86507	11.46751	11.29266	9.79226	11.29514	53.95122	20.76710	5.65654	7.15948	11.70145
2018-05-06 18:28:00	863033069630348958	1.00000	12.76279	13.94797	9.55964	9.17420	13.41486	49.75105	28.79816	78.12872	56.45674	6.88733
2018-05-06 18:29:00	3590433799317661974	1.00000	11.69047	13.48340	8.77531	16.12411	9.66657	60.81410	32.45579	59.55610	59.46419	42.68120
2018-05-06 18:30:00	3590433799317661099	1.00000	14.13448	10.78856	12.25877	10.31997	10.45274	59.75443	77.77843	68.62101	18.32258	78.25703
2018-05-06 18:31:00	8630330696303481834	1.00000	18.07324	11.27033	8.45942	13.70294	10.22072	47.38799	87.12865	53.11985	97.98880	17.41992
2018-05-06 18:32:00	8630330696303481388	0.00000	10.77516	15.62230	14.51146	12.52874	13.73553	48.80947	2.04885	82.79852	98.13213	86.09731
2018-05-06 18:33:00	359043379931766585	1.00000	12.65260	11.43614	11.00369	14.06866	10.85336	69.02344	38.72683	28.63043	92.81617	27.63410
2018-05-06 18:34:00	863033069630348891	1.00000	10.60726	12.77578	8.99583	12.52690	11.35303	45.12841	69.76247	28.04449	87.04822	19.88493
2018-05-06 18:35:00	8630330696303482105	0.00000	9.76006	15.63439	13.53208	9.73962	8.40919	40.97102	2.98807	70.70303	77.60194	23.71412
2018-05-06 18:36:00	863033069630348412	0.00000	13.16793	11.61484	9.59361	6.57342	12.70814	51.96643	48.37611	43.76504	34.41152	49.86582
2018-05-06 18:37:00	359043379931766296	1.00000	11.52662	15.41685	9.90695	9.38905	8.56802	68.17613	36.78066	75.44835	62.44919	36.28023
2018-05-06 18:38:00	3590433799317661040	1.00000	12.77853	9.81442	10.24025	8.77518	11.84018	42.52338	53.93957	82.79249	90.28001	84.48058
2018-05-06 18:39:00	8630330696303481891	0.00000	14.67685	13.86517	13.44819	11.94532	13.26975	42.10871	40.44051	64.04104	38.94516	46.95627
2018-05-06 18:40:00	8630330696303481461	1.00000	12.76452	12.18786	7.37224	9.95995	13.14095	67.87414	77.33814	7.99297	46.77096	3.11538
2018-05-06 18:41:00	3590433799317661354	0.00000	12.09494	14.09329	15.25947	10.62459	16.83591	28.67114	49.82656	95.29198	81.68864	38.43432
2018-05-06 18:42:00	8630330696303482469	1.00000	12.95435	12.67282	9.61046	14.19152	11.76162	57.20145	45.09357	79.31430	65.12993	81.31681
2018-05-06 18:43:00	8630330696303481123	1.00000	11.44666	15.44947	13.88185	13.70034	9.85685	50.56893	58.01076	71.88301	13.80129	36.34151
2018-05-06 18:44:00	8630330696303481107	1.00000	13.91061	10.79076	11.05542	8.14680	10.50092	40.41009	4.46093	18.29122	91.20241	90.58806
2018-05-06 18:45:00	863033069630348651	1.00000	12.22510	13.35843	10.77909	15.66712	11.44952	49.32775	31.82622	54.37862	42.58447	34.83901
2018-05-06 18:46:00	863033069630348222	1.00000	16.10404	14.46142	8.15283	11.42822	13.41530	35.07078	33.90780	68.95659	98.72741	86.93011
2018-05-06 18:47:00	863033069630348263	0.00000	13.01419	11.69170	15.22924	10.57700	16.07977	31.50814	15.96824	6.87649	15.41929	20.88600
2018-05-06 18:48:00	8630330696303481578	0.00000	11.67858	14.73613	13.79284	12.27251	18.04599	29.19426	27.27752	53.84857	88.61361	88.69500
2018-05-06 18:49:00	8630330696303482402	1.00000	10.14904	16.81484	10.28632	16.53625	11.18597	74.46268	9.66479	13.74200	55.60877	64.49898
2018-05-06 18:50:00	863033069630348438	1.00000	13.07450	14.67673	10.39526	9.11522	11.38268	56.36199	24.48402	69.58363	92.84587	38.69966
2018-05-06 18:51:00	359043379931766197	0.00000	11.97933	13.25743	6.78534	6.37591	13.59453	53.23222	40.71493	97.01391	36.46245	19.80023
2018-05-06 18:52:00	359043379931766452	1.00000	15.17498	10.21856	11.35070	8.67718	13.43096	75.50751	78.26890	39.02431	26.77402	13.75402
2018-05-06 18:53:00	863033069630348487	1.00000	13.16529	10.61086	10.81416	9.94356	8.75529	46.32167	43.14022	81.98135	14.41024	46.55600
2018-05-06 18:54:00	863033069630348628	0.00000	13.47028	14.53033	13.22530	14.61795	12.30083	55.15776	98.44224	91.03010	99.65280	71.48681
2018-05-06 18:55:00	359043379931766122	1.00000	9.84152	14.11216	11.98864	16.30518	8.67847	46.66290	87.44101	34.30398	53.50369	9.45740
2018-05-06 18:56:00	8630330696303482238	1.00000	17.30122	13.98038	11.65308	13.45023	11.96007	38.29262	14.75159	62.69623	53.61766	49.90844
2018-05-06 18:57:00	8630330696303482428	1.00000	12.62259	8.46571	9.91654	5.28733	11.27182	63.28459	73.72515	78.06162	71.47339	80.57013
2018-05-06 18:58:00	8630330696303481545	1.00000	16.38149	16.31542	9.59766	13.24816	12.71708	47.49699	94.38676	6.33072	69.19392	15.41055
2018-05-06 18:59:00	3590433799317661313	1.00000	12.41595	14.25610	11.80031	14.31699	11.65007	64.91729	17.90332	99.00298	40.81322	35.03040
2018-05-06 19:00:00	3590433799317661693	0.00000	12.01041	13.23454	13.45426	6.31630	8.44958	54.39734	48.34851	57.33623	15.72025	89.58924
2018-05-06 19:01:00	863033069630348214	1.00000	11.41335	14.07674	8.75646	9.44173	11.92732	58.48892	7.48090	78.71399	52.20222	7.68878
2018-05-06 19:02:00	8630330696303481867	0.00000	10.72706	14.77182	15.19922	11.39537	11.91963	24.72963	80.65308	14.39018	73.53790	20.36350
2018-05-06 19:03:00	3590433799317661198	1.00000	13.51082	11.36313	10.98728	11.05380	14.07695	56.81543	76.26424	46.48786	75.43386	10.90704
2018-05-06 19:04:00	863033069630348537	1.00000	14.99541	9.97059	8.64703	9.42309	7.83523	42.85333	74.84300	16.05781	13.18695	37.31736
2018-05-06 19:05:00	359043379931766577	1.00000	13.94260	10.13052	11.99693	12.17247	10.87357	64.81533	31.65414	76.87023	10.41982	94.84274
