ts	imei	mwra	p.android.chrome	p.android.externalstorage	p.android.gm	p.android.packageinstaller	p.android.settings	p.android.documentsui	p.system	p.gms.persistent	p.android.gms	p.simulator	p.inputmethod.latin	p.android.vending	p.notifier	p.katana	p.browser.provider	p.olauncher	p.process.gapps	p.google	p.android.defcontainer	p.dogalize
2018-05-06 23:36:00	863033069630348206	1.00000	13.79351	9.38645	9.75431	14.79002	7.28354	16.75391	16.73237	26.38357	0.03073	33.43301	36.53876	49.48477	79.58178	91.86971	22.95064	20.68740	30.98306	67.76581	8.54446	5.35834
2018-05-06 23:37:00	8630330696303481529	0.00000	12.07909	14.84485	13.58935	13.82396	13.86368	13.69267	9.62160	63.07014	0.00558	25.04118	52.77093	53.52308	68.04235	37.07557	86.92598	30.39310	59.67093	58.20850	68.74414	22.60770
2018-05-06 23:38:00	3590433799317661271	0.00000	8.79781	13.85233	12.53399	16.58974	13.74364	17.59015	7.78537	18.10784	0.00024	30.58858	53.18536	26.24638	45.46820	6.17193	3.57259	88.92568	14.73495	49.13198	70.48710	40.90983
2018-05-06 23:39:00	8630330696303481941	0.00000	12.16746	15.59255	12.04630	12.78247	14.23214	11.15400	13.19148	24.48430	0.00607	34.27214	32.34694	55.03100	47.82449	57.34837	72.98592	51.15036	45.44025	69.77679	19.58457	98.79761
2018-05-06 23:40:00	3590433799317662378	1.00000	11.15699	15.55860	11.31335	14.92066	14.06630	15.53705	15.38821	75.40260	0.00225	46.34545	49.07995	35.31663	45.51175	92.34725	50.75004	61.63031	12.71724	47.13224	29.06378	99.70027
2018-05-06 23:41:00	8630330696303481859	1.00000	13.34762	9.75619	11.25345	12.58644	12.45627	15.39385	14.49078	36.45544	0.01968	26.48190	45.46339	60.39391	92.01177	16.13403	54.18099	3.03987	84.13587	61.34825	11.04311	8.44619
2018-05-06 23:42:00	359043379931766395	0.00000	8.80909	11.84468	18.91111	14.10604	15.02079	11.13545	16.27896	34.01578	0.00026	65.75146	45.57744	27.43373	3.30040	96.61614	63.80102	20.14862	2.40791	56.08885	7.51366	32.31036
2018-05-06 23:43:00	863033069630348859	1.00000	13.01224	12.26648	11.54055	14.67388	13.05944	10.28684	16.28580	40.85068	0.01409	50.69212	50.75615	54.28172	97.93430	21.47992	3.99043	60.05069	19.17771	17.34212	89.56817	49.82110
2018-05-06 23:44:00	3590433799317661354	1.00000	14.34276	17.95896	11.75519	17.35390	13.12222	12.94077	15.12341	46.03702	0.05324	45.82493	55.13959	49.90328	0.08753	55.00002	52.13558	76.50524	17.07994	10.94715	24.66866	49.44140
2018-05-06 23:45:00	3590433799317661073	0.00000	13.94169	13.25051	13.99252	15.65273	14.76423	10.83715	12.53895	36.20743	0.03566	51.64027	59.88278	47.75891	94.82230	17.99667	7.92093	25.76633	77.93485	73.20161	91.85718	39.51654
2018-05-06 23:46:00	8630330696303481206	1.00000	15.23135	6.64485	9.50480	14.21077	13.46824	14.57516	11.66226	69.08282	0.12943	55.61414	32.68540	46.31260	42.86188	21.19344	65.34540	30.63198	50.64675	89.58038	97.40729	40.85745
2018-05-06 23:47:00	8630330696303482337	1.00000	11.99813	15.97069	9.39856	18.03804	17.58749	12.32851	16.67517	75.62127	0.00513	55.62848	60.16414	53.44839	26.50448	40.44553	65.86700	91.77130	76.14034	67.87671	50.46895	20.25939
2018-05-06 23:48:00	3590433799317661438	0.00000	8.85031	13.41960	13.34013	11.98953	14.72212	11.09975	10.90439	76.09178	0.00025	26.66137	33.02578	78.85030	49.02214	92.98416	29.24882	54.18070	24.98008	22.75208	92.58421	5.10828
2018-05-06 23:49:00	8630330696303481818	1.00000	15.35424	12.16536	11.72170	16.40827	9.90933	15.19496	15.40711	76.13831	0.14634	30.34235	69.72207	58.68042	73.19153	21.52011	82.33074	34.71447	55.38936	47.76845	13.30201	83.18244
2018-05-06 23:50:00	8630330696303481321	0.00000	8.99122	15.53962	14.70715	13.93343	16.39349	15.02973	13.54388	34.44151	0.00027	54.92254	63.56641	51.71381	18.97712	32.22007	19.54920	52.44338	90.17678	67.09661	58.52273	47.03794
2018-05-06 23:51:00	3590433799317661818	1.00000	15.92937	11.49746	13.19407	12.28991	13.68947	16.44259	15.31662	65.32421	0.26009	59.72934	51.08837	52.65379	83.54095	39.42614	24.91267	54.62960	77.21281	42.33225	50.94966	45.28074
2018-05-06 23:52:00	359043379931766809	0.00000	10.28933	13.84178	12.25875	14.92913	12.29031	17.72457	9.54485	26.15877	0.00096	37.28306	51.99118	39.99921	45.40496	64.54411	29.76936	43.26643	21.58105	46.96551	70.67319	65.68014
2018-05-06 23:53:00	3590433799317661206	0.00000	11.13895	14.53432	14.46685	15.78697	14.16535	16.75808	10.24722	54.03402	0.00215	56.73190	30.79168	45.42053	12.59511	73.12168	8.14018	40.38141	3.15069	65.83922	71.03064	92.23853
2018-05-06 23:54:00	863033069630348701	0.00000	9.32649	14.57104	16.79033	13.90005	15.86699	14.28115	10.87342	67.01920	0.00039	33.98237	58.99412	32.88537	61.14444	13.05346	13.35484	97.63990	5.74748	81.45464	27.46276	75.25213
2018-05-06 23:55:00	863033069630348941	0.00000	12.69448	9.03889	11.80833	14.84888	10.78716	14.33673	14.61332	32.97704	0.01028	66.18002	49.75478	78.77606	92.27789	94.97959	2.27248	31.26639	31.98860	34.56470	46.22884	40.88809
2018-05-06 23:56:00	359043379931766411	1.00000	14.89620	8.25136	6.55180	17.34368	8.26707	11.26090	11.88875	31.02156	0.09258	60.70376	42.88143	66.24591	29.44802	32.92915	70.76130	41.30058	43.11167	39.00533	33.03184	11.73013
2018-05-06 23:57:00	3590433799317661636	1.00000	12.86536	15.60203	15.90113	14.96851	18.99942	10.35144	11.98396	59.85911	0.01218	44.77544	64.94150	60.47584	96.56316	4.43297	9.10590	88.42360	32.54712	41.83284	74.15105	25.49672
2018-05-06 23:58:00	8630330696303482337	1.00000	13.17688	13.13568	10.34780	15.25559	11.63944	14.26109	11.54651	54.02753	0.01661	61.54835	64.52184	43.85108	13.14613	58.45306	42.32281	81.75816	16.70849	28.44982	44.56344	85.53696
2018-05-06 23:59:00	3590433799317662121	1.00000	10.71371	15.02821	11.11047	12.80688	11.37670	16.47329	11.28009	46.70263	0.00142	23.44247	64.82817	43.72261	28.51995	62.79359	30.38045	85.33433	92.49204	51.48663	53.58744	26.44015
2018-05-07 00:00:00	3590433799317661057	1.00000	9.11320	12.15088	9.14133	16.31111	14.51647	10.03651	12.04885	57.05801	0.00032	46.23485	50.40143	52.47297	46.34958	98.66471	76.86370	56.32770	37.99531	80.39493	54.63527	86.42735
2018-05-07 00:01:00	3590433799317661388	0.00000	17.29252	15.88422	12.47827	17.63891	14.49803	11.35359	9.12005	49.51120	1.01646	60.37178	56.00083	41.06854	94.28520	45.71250	13.82087	59.12799	91.47788	30.64795	75.33601	64.65962
2018-05-07 00:02:00	359043379931766130	0.00000	13.90864	11.60556	13.99915	15.51928	11.91079	15.46262	7.29997	57.94593	0.03447	34.96459	67.00834	70.96218	77.26388	4.65759	5.32849	57.67820	88.55974	2.70193	36.06508	81.86899
2018-05-07 00:03:00	3590433799317661040	1.00000	12.11898	14.80538	13.74871	12.91913	11.24527	13.72528	13.83670	31.18555	0.00576	70.00257	46.95442	69.67638	49.05759	15.16393	0.64411	14.37974	20.99274	44.57493	80.12479	24.72564
2018-05-07 00:04:00	8630330696303481537	1.00000	11.76338	13.45208	11.74877	15.78013	14.76274	14.19129	17.01348	59.93398	0.00410	52.93535	52.08998	51.01270	96.32133	33.48077	31.78836	38.79994	86.31401	35.73169	62.87996	52.50254
2018-05-07 00:05:00	863033069630348743	1.00000	8.07973	13.52422	8.51021	18.03488	16.00977	14.29426	12.05746	62.07623	0.00016	36.37257	56.00092	52.08645	95.36129	79.06077	42.13200	33.91654	96.83972	27.16947	42.69950	21.74541
2018-05-07 00:06:00	359043379931766593	0.00000	16.26042	15.80830	13.47274	10.81713	13.74278	9.20065	9.05876	62.14921	0.36217	27.16510	32.15726	79.55154	68.49628	16.53076	52.10275	12.88949	53.14732	20.84388	74.11971	21.02592
2018-05-07 00:07:00	3590433799317661719	1.00000	14.55716	9.83256	11.39515	15.77448	8.90663	15.05510	16.44073	26.50876	0.06599	52.52904	66.77379	35.49851	43.49009	12.36652	20.88623	82.14269	45.30939	33.77075	73.55517	89.19265
2018-05-07 00:08:00	3590433799317661032	1.00000	16.29623	11.95648	11.91484	12.45718	13.40627	15.04316	13.24385	40.82774	0.37536	28.12352	48.57945	38.48316	10.43032	9.35824	35.41755	83.86775	30.87302	24.32613	27.17277	17.25149
2018-05-07 00:09:00	8630330696303482006	1.00000	15.58649	10.07153	11.08014	12.53356	13.27689	17.58746	13.19916	86.03387	0.18461	49.45918	41.92309	54.95842	89.24895	38.26642	83.88572	39.30969	81.20802	79.25586	22.54531	96.89815
2018-05-07 00:10:00	8630330696303481826	1.00000	16.25769	13.13902	14.17376	9.58181	13.87518	15.36508	16.10987	64.83077	0.36115	43.78682	71.12597	59.88608	19.31172	61.63735	37.80245	2.36583	69.71749	86.46632	88.28912	64.04129
2018-05-07 00:11:00	3590433799317661909	0.00000	12.96792	14.77605	14.06498	17.41946	17.17009	13.51610	12.09819	39.55723	0.01345	29.62765	31.57238	30.49033	43.09003	91.52214	3.60763	85.36470	24.61749	58.39491	3.16345	27.49566
2018-05-07 00:12:00	359043379931766882	0.00000	9.75371	14.79241	16.54973	13.94152	15.33624	13.73910	10.45663	31.52634	0.00060	49.52283	21.71697	58.58681	94.21954	67.49872	82.02269	56.87271	17.46568	56.69069	77.65071	32.56884
2018-05-07 00:13:00	8630330696303482014	1.00000	9.69719	12.30983	8.96413	12.90478	18.50518	11.85233	15.86824	37.99059	0.00056	64.18932	47.36493	49.06752	6.76373	3.25995	5.17438	89.40701	49.83917	50.59902	5.50789	76.40388
2018-05-07 00:14:00	863033069630348677	1.00000	8.03030	15.91392	7.74871	17.92861	16.56907	17.55072	12.79442	47.16207	0.00015	40.24703	44.64419	72.37893	64.64489	89.34792	61.20292	46.13031	69.19294	28.09209	44.03999	41.50443
2018-05-07 00:15:00	359043379931766635	1.00000	16.47825	9.10696	6.39559	15.68073	7.49913	15.43597	15.69681	65.85225	0.45031	42.83546	79.17195	44.62054	8.40568	35.76702	17.99160	78.07088	57.10011	21.54323	97.80650	14.11274
2018-05-07 00:16:00	8630330696303481461	1.00000	11.73438	14.81011	10.96330	15.97007	13.74457	12.03451	14.95747	59.60679	0.00396	10.84633	58.96402	58.68248	78.59799	51.57816	74.42050	48.95831	41.86469	79.40232	59.05202	73.51161
2018-05-07 00:17:00	8630330696303482147	0.00000	14.93278	13.14308	13.68354	10.84450	13.00368	8.81801	10.66013	60.12125	0.09602	31.57364	39.79135	41.19395	82.49467	58.96458	79.94744	87.84216	40.39442	77.08840	67.27597	25.35993
2018-05-07 00:18:00	8630330696303481131	1.00000	17.72140	11.42342	10.93890	11.95857	12.99903	15.74757	14.84446	35.50076	1.56082	67.88435	69.54285	37.68243	62.44416	93.46320	99.87295	4.79396	45.56680	47.58793	26.44343	66.35610
2018-05-07 00:19:00	359043379931766411	1.00000	6.88018	14.97617	11.11378	11.76935	17.02424	18.08873	10.57094	64.89818	0.00008	52.80124	45.76069	42.70576	46.79959	20.85506	34.90979	41.13780	40.95016	67.07748	80.49970	23.89612
2018-05-07 00:20:00	359043379931766247	0.00000	15.39868	13.06297	12.06577	11.63592	12.74589	12.59553	12.16453	76.18701	0.15299	40.90385	38.70854	41.92368	71.68298	97.16060	33.78711	39.90972	15.93886	65.62194	5.10047	78.91710
2018-05-07 00:21:00	3590433799317661644	0.00000	12.68078	12.88954	13.22536	16.52877	16.25001	12.31988	13.16119	55.50120	0.01010	44.45206	56.56918	55.30337	0.22469	56.58007	44.07309	82.73506	18.87348	57.84691	45.46738	39.21400
2018-05-07 00:22:00	8630330696303482469	0.00000	15.19580	13.89782	13.93494	10.80725	13.17750	10.69198	11.62850	44.91396	0.12493	38.25385	71.99576	54.64112	48.19400	82.17154	29.02015	30.05121	5.44914	75.43681	12.67304	8.72006
2018-05-07 00:23:00	3590433799317662204	1.00000	10.34062	15.83146	12.43133	13.87982	11.21270	17.11557	9.59021	40.41614	0.00102	59.17294	52.71825	37.62872	61.12641	40.09081	7.00885	49.91208	54.16427	41.00574	7.60104	31.88355
2018-05-07 00:24:00	8630330696303481032	0.00000	10.26660	13.51772	19.37752	14.50333	17.88860	10.08983	14.04723	33.12159	0.00094	61.28462	62.33322	53.97370	87.18161	14.98281	6.71361	93.15591	6.88070	38.91092	35.20512	87.12788
2018-05-07 00:25:00	863033069630348503	1.00000	8.45047	14.01186	10.80475	12.61101	16.12470	13.05031	16.01400	53.85476	0.00019	43.71127	71.53954	50.03792	17.90976	99.53190	5.76754	81.17146	21.98374	7.90654	91.39084	98.86680
2018-05-07 00:26:00	3590433799317661974	1.00000	9.03258	17.35645	10.69541	15.12905	13.85947	14.57359	11.97001	38.51339	0.00028	33.91136	58.39463	45.96789	71.46697	80.04200	62.68226	13.79407	54.33378	97.96089	42.53232	26.09124
2018-05-07 00:27:00	8630330696303481412	0.00000	14.88440	15.87226	13.58327	16.05612	15.85876	12.66182	11.50204	41.05822	0.09153	47.84603	42.99209	56.84073	36.81762	59.97450	10.95305	93.24517	68.03182	23.11333	1.35232	26.68538
2018-05-07 00:28:00	359043379931766023	0.00000	8.68477	14.40492	11.59773	13.37087	13.90447	19.60608	12.83307	31.91443	0.00021	49.25422	24.65810	73.30971	16.69597	92.99830	63.16983	89.76823	71.50965	34.78764	68.57803	59.43022
2018-05-07 00:29:00	3590433799317662162	1.00000	12.14148	13.56377	13.60234	15.25179	10.44946	13.21724	18.48448	44.46604	0.00592	52.27427	61.18961	45.49700	83.54311	44.83612	2.56858	10.82005	54.10048	47.18494	56.12328	85.81854
2018-05-07 00:30:00	359043379931766049	0.00000	14.94209	10.95381	15.51372	14.76659	18.46543	12.29931	12.79676	55.23521	0.09689	74.21609	67.44938	29.93879	56.90741	43.14367	95.22884	70.43752	44.82321	72.32163	7.90005	3.46608
2018-05-07 00:31:00	8630330696303482055	0.00000	14.09665	15.40206	16.99003	15.34699	17.65431	9.86713	9.68922	31.21651	0.04163	33.49218	44.27817	55.03213	94.65292	92.72094	79.51309	82.98034	70.61471	68.12185	55.02691	56.69511
2018-05-07 00:32:00	359043379931766064	0.00000	10.72875	15.09294	12.43563	14.22151	14.90640	13.99397	10.42099	69.83735	0.00150	48.95551	46.37203	44.93711	34.57333	12.11355	50.43039	19.16810	4.06872	83.84821	42.50902	19.14584
2018-05-07 00:33:00	359043379931766056	1.00000	11.09554	14.34755	12.58279	12.54903	14.40424	17.79106	15.70057	51.57403	0.00212	57.26105	67.11692	50.48052	45.95690	22.99009	69.45240	59.81187	40.82893	11.87820	16.93505	79.18575
2018-05-07 00:34:00	8630330696303482394	1.00000	9.54993	12.84509	10.19179	15.03615	15.35265	13.98544	12.92699	36.66709	0.00047	66.78614	71.85138	59.19933	81.56066	9.98433	97.87304	78.13277	31.99929	46.13405	58.69032	55.49915
2018-05-07 00:35:00	863033069630348446	0.00000	15.45785	18.75823	10.28161	14.94854	14.52421	11.74807	9.56925	32.76725	0.16232	54.80686	44.25084	58.74895	0.59746	48.29103	72.14873	43.79698	59.67774	16.22727	41.19166	1.56943
2018-05-07 00:36:00	359043379931766379	0.00000	12.76722	16.68151	13.96510	11.82957	11.16542	12.19979	15.30025	76.50532	0.01104	54.01600	44.82433	37.75276	38.48381	43.47776	80.77803	41.78980	60.58491	24.53403	74.97763	6.33962
2018-05-07 00:37:00	359043379931766825	0.00000	16.52605	12.48612	12.58403	16.10903	11.63705	12.04388	11.44746	60.72126	0.47237	31.91820	70.05387	55.00056	55.08998	30.75992	42.05303	62.30701	88.69144	92.65077	36.47370	49.70859
2018-05-07 00:38:00	8630330696303482493	0.00000	11.28331	14.97686	13.66758	14.19038	14.90359	14.60088	10.46102	61.27387	0.00252	39.99730	56.78154	42.34361	45.95975	43.85853	6.62803	10.90760	7.93479	93.79399	43.25175	96.08010
2018-05-07 00:39:00	3590433799317661867	0.00000	12.60351	15.63706	12.50271	14.57779	12.48174	11.28752	14.31546	60.76633	0.00938	34.68043	44.69840	64.51514	76.99809	59.69213	98.19768	48.12574	63.53091	44.81390	63.62202	69.95134
2018-05-07 00:40:00	3590433799317662410	1.00000	14.94923	11.75319	9.86899	10.89715	12.18825	13.65853	13.33693	55.11006	0.09764	24.68811	49.56521	43.32065	42.98481	89.78226	55.13657	91.02018	7.94859	78.18651	84.46527	15.23307
2018-05-07 00:41:00	8630330696303482196	1.00000	13.33842	14.73730	12.99033	13.99493	13.37965	18.27871	13.86777	28.98157	0.01953	24.47550	68.66689	46.15761	5.36913	25.28956	31.93082	65.59190	53.17400	36.39826	15.18267	22.75007
2018-05-07 00:42:00	863033069630348230	0.00000	18.21102	9.01770	13.13088	9.72925	11.96790	11.97821	8.98797	38.95183	2.54680	44.59226	59.16105	54.50326	76.86599	52.70052	64.48375	23.46715	93.49985	49.70449	77.82660	53.98233
2018-05-07 00:43:00	863033069630348479	1.00000	15.66203	13.91929	13.77994	17.19481	7.22157	15.51919	10.26623	50.90106	0.19910	29.22971	65.03199	49.89524	9.38289	87.54312	66.59181	97.88804	83.65928	27.49582	23.75951	12.44694
2018-05-07 00:44:00	3590433799317661909	0.00000	13.36351	7.14484	6.86897	17.90506	7.36842	15.77316	11.02597	61.31362	0.02002	47.62316	39.83688	77.72719	7.52276	58.89381	18.90811	35.02705	28.99997	58.59145	89.14526	67.09983
2018-05-07 00:45:00	359043379931766189	1.00000	15.43311	10.15682	10.24665	14.26540	10.71158	15.41403	13.00837	61.13239	0.15835	51.86755	42.58559	62.70140	8.79898	82.41546	21.76670	93.50561	93.07007	14.04419	64.12747	74.88748
2018-05-07 00:46:00	3590433799317662154	1.00000	6.78772	12.74808	15.19036	15.60106	14.65302	16.07487	10.98268	61.48453	0.00004	45.36935	53.87985	59.37310	99.60615	64.47215	39.81060	11.04479	57.71640	64.72692	65.00851	17.55471
2018-05-07 00:47:00	863033069630348172	1.00000	8.94393	13.34989	9.65254	14.96224	15.31945	17.44369	13.77800	61.55758	0.00027	65.77355	59.96643	58.48127	40.42765	41.55823	7.37444	35.47586	39.91004	47.35993	6.58499	5.23019
2018-05-07 00:48:00	359043379931766296	0.00000	17.44640	12.55150	14.92309	11.53444	13.73656	8.53784	9.66777	43.73949	1.18558	58.91635	63.04289	47.06293	64.48144	40.13977	39.85814	8.08094	5.04572	19.33342	90.02506	68.49529
2018-05-07 00:49:00	863033069630348503	0.00000	4.84282	13.49678	14.76352	16.12030	17.53526	16.44465	7.57418	65.44224	0.00003	66.90443	67.88791	59.16785	24.57268	16.49699	36.11123	8.82430	48.88346	55.50018	60.97571	34.66069
2018-05-07 00:50:00	3590433799317662048	1.00000	13.29458	13.96441	12.07770	13.99998	15.82411	15.49102	18.05299	51.47465	0.01870	36.20352	58.01801	41.35564	54.83231	51.81209	86.68016	89.79856	97.47714	52.77472	18.63730	84.12740
2018-05-07 00:51:00	8630330696303482493	0.00000	9.94007	12.90715	11.38557	14.68265	14.02829	14.31441	7.32375	27.57197	0.00068	38.91598	56.13284	42.18332	6.69302	24.07348	34.56653	67.56913	14.92096	44.34468	41.96013	51.46014
2018-05-07 00:52:00	8630330696303482444	0.00000	9.51009	16.25310	13.43588	14.79177	17.70792	16.51257	9.76782	66.06740	0.00046	63.00573	46.59489	24.09728	51.47698	61.54116	24.00881	66.52393	2.66236	0.68472	26.40194	58.93721
2018-05-07 00:53:00	8630330696303481099	1.00000	12.06899	14.20073	12.65845	15.26916	9.24111	14.32925	16.29146	63.79261	0.00554	27.22550	61.02398	41.66293	65.90521	83.10878	59.19860	76.58558	32.16440	80.38204	78.95007	76.19647
2018-05-07 00:54:00	863033069630348669	1.00000	12.75900	15.16894	10.21061	16.82258	12.85015	16.43338	13.08992	62.24379	0.01093	25.33733	70.32923	26.35668	86.53900	56.64883	83.80120	6.96365	33.72910	52.45753	41.44784	24.20345
2018-05-07 00:55:00	8630330696303481040	0.00000	13.86603	16.25643	12.78069	14.22508	13.23206	10.12751	11.41533	44.07882	0.03304	59.05434	52.05612	70.66245	74.52770	41.05297	2.01581	49.14299	73.04573	6.44385	58.90187	95.48694
2018-05-07 00:56:00	8630330696303481842	1.00000	11.44499	13.96570	10.35122	14.01277	15.97737	12.69078	16.01649	35.53208	0.00298	42.26577	56.59193	59.83207	34.59682	70.13077	70.82702	80.11562	83.68650	56.32224	31.74387	53.25260
2018-05-07 00:57:00	3590433799317661552	1.00000	15.19236	8.87841	7.20172	19.32019	9.56717	9.80288	14.19335	16.84072	0.12449	63.42099	50.99061	59.50540	83.30335	54.05561	47.74283	28.71385	32.05187	74.60602	86.35658	65.50034
2018-05-07 00:58:00	3590433799317661891	1.00000	12.28338	11.38500	11.93193	15.31125	13.45492	15.21513	13.90806	38.02241	0.00681	33.41610	33.60082	60.43235	10.51293	16.05364	7.54130	11.88861	53.44586	99.72473	12.75058	28.84792
2018-05-07 00:59:00	863033069630348099	1.00000	18.65660	10.77511	10.62033	16.09735	12.53807	13.91500	15.99429	46.51559	3.97655	63.00860	60.54178	33.68821	8.50016	98.24102	26.30773	61.46600	52.83968	29.47494	53.14552	42.11018
2018-05-07 01:00:00	3590433799317662048	1.00000	16.17522	14.33010	11.57840	17.80817	12.71141	12.93572	18.36102	69.47723	0.33257	29.76675	51.80724	70.54659	89.86586	41.85165	86.75868	0.67434	80.90589	74.44637	41.48228	13.28029
2018-05-07 01:01:00	3590433799317661917	1.00000	16.55025	7.26710	10.32156	14.88814	11.81146	14.13942	12.59515	45.90240	0.48388	63.40371	48.15660	63.69522	69.67983	10.26550	25.06073	91.35070	61.17360	14.51458	26.48619	67.54329
2018-05-07 01:02:00	359043379931766981	0.00000	14.49266	15.09103	14.13910	13.78428	13.91744	13.57384	10.62721	56.16977	0.06188	61.57048	43.21931	47.55167	29.66392	88.84963	88.22981	40.73766	18.76993	73.10180	2.36511	57.44515
2018-05-07 01:03:00	359043379931766460	1.00000	9.88209	16.49993	9.11074	15.53251	16.03490	12.91295	15.10386	34.74553	0.00066	51.11634	65.55733	28.97108	47.59272	63.27891	43.33608	76.83224	46.57321	3.72379	69.01744	91.11407
2018-05-07 01:04:00	359043379931766510	1.00000	8.52936	13.96823	6.59937	17.11806	19.93353	14.35756	17.97881	42.63384	0.00019	55.13916	55.92946	49.92244	89.08491	29.44353	4.45035	0.55757	26.39527	20.42108	44.72433	15.10283
2018-05-07 01:05:00	863033069630348198	1.00000	17.11866	9.96645	8.69884	16.68689	10.09752	13.31925	16.38539	25.77852	0.85427	65.57962	54.88042	60.70927	24.51372	3.83983	77.77247	39.71567	50.17625	58.22928	77.72319	45.83290
2018-05-07 01:06:00	3590433799317661263	1.00000	14.68477	14.87068	12.53493	17.07991	11.49162	13.41437	14.15768	44.42838	0.07495	67.03433	48.49665	58.62082	16.44637	63.23300	72.06298	51.70193	65.58872	29.45444	12.20534	35.06040
2018-05-07 01:07:00	3590433799317661347	0.00000	12.68891	15.34696	15.54001	15.55765	12.14799	11.76634	12.00238	61.82744	0.01021	34.58027	71.91115	43.94950	57.77293	16.95918	59.61511	1.23790	84.82292	79.48901	91.31019	47.22144
2018-05-07 01:08:00	8630330696303482469	1.00000	14.04885	2.66837	8.63307	18.31626	9.34558	14.31259	14.59901	61.20761	0.03969	48.11208	52.98403	35.07329	4.23860	59.97816	41.32298	44.07193	1.33639	76.68556	85.92033	11.19252
2018-05-07 01:09:00	359043379931766809	1.00000	12.89737	13.57875	16.16785	10.17084	15.37723	14.87227	13.92268	45.08921	0.01258	40.85567	58.03129	26.42804	92.33361	98.22730	99.11816	62.96258	37.34255	9.10927	78.28775	78.44960
2018-05-07 01:10:00	3590433799317662287	0.00000	14.46824	11.42364	18.78633	15.48276	16.92766	9.77439	11.26245	38.68830	0.06036	15.56555	59.03620	75.43282	94.41717	35.86076	38.96712	48.81968	31.29345	21.39721	28.70326	49.79152
2018-05-07 01:11:00	8630330696303481099	1.00000	15.46573	9.46870	14.32361	9.10865	15.23257	8.36249	11.72971	42.43488	0.16362	41.00393	56.31139	61.80178	72.90597	81.29825	25.40174	75.11028	17.34141	87.00970	56.44167	50.51884
2018-05-07 01:12:00	8630330696303482329	0.00000	10.08262	12.28716	15.55560	15.46211	13.45869	16.70072	9.55613	45.38975	0.00079	34.80407	72.77873	59.91483	10.45310	70.24606	13.11494	60.44202	34.91368	52.95321	54.96464	32.46456
2018-05-07 01:13:00	359043379931766148	1.00000	16.43475	14.55925	12.09480	17.86316	11.71593	12.27225	16.52904	47.33465	0.43109	69.12191	43.16147	74.36020	29.38347	56.23927	22.53727	62.22645	67.85731	56.47543	87.32304	40.05675
2018-05-07 01:14:00	359043379931766817	1.00000	11.74289	15.40440	12.29084	14.77264	13.57249	16.52835	15.09634	43.44623	0.00399	44.60328	29.02865	39.17586	36.08696	23.29066	53.29320	3.15774	33.77611	52.92052	70.88923	61.41323
2018-05-07 01:15:00	863033069630348412	1.00000	15.79599	12.74802	11.14606	14.71702	13.80466	16.95206	15.19969	21.76382	0.22763	50.32187	42.16596	49.19586	62.77690	9.68800	80.27768	62.18845	14.66589	78.57881	57.73806	86.03082
2018-05-07 01:16:00	8630330696303482246	1.00000	13.82400	8.92577	10.34756	16.15975	10.08737	15.44970	11.17832	39.45465	0.03171	41.36821	40.94888	57.90945	36.38110	5.03469	96.20693	7.09577	88.73637	37.12248	78.31829	54.07047
2018-05-07 01:17:00	3590433799317662055	1.00000	11.00555	14.16122	9.51171	14.42301	8.82846	17.78533	14.88433	39.45984	0.00192	50.35708	54.06712	42.01350	75.52952	64.90156	56.54915	15.35250	13.22336	7.19188	75.20729	44.37850
2018-05-07 01:18:00	359043379931766643	1.00000	14.06801	7.66943	9.02877	17.51606	10.31981	12.41017	14.64627	26.02843	0.04049	60.19738	26.99989	53.99651	15.20105	81.59501	61.65903	21.92597	62.64572	73.67778	18.74021	64.40339
2018-05-07 01:19:00	359043379931766775	0.00000	7.25043	15.71803	13.95843	13.50776	15.03628	14.03634	13.13434	58.26204	0.00006	41.52316	59.07495	63.49766	16.91094	69.71513	67.09817	67.52632	22.73175	53.07314	3.55543	45.17146
2018-05-07 01:20:00	8630330696303482410	1.00000	13.05934	11.91115	10.01227	18.20802	7.99314	13.26965	14.89373	64.06376	0.01476	44.20941	68.66715	31.86436	55.05269	88.28157	2.52729	49.64469	82.23578	23.74660	72.87824	45.08956
2018-05-07 01:21:00	3590433799317662477	0.00000	11.69324	12.74684	13.79199	16.36033	13.73038	13.58924	10.60039	55.88528	0.00379	59.11808	50.05704	54.35422	2.42822	70.15490	26.85031	11.30889	26.77744	56.95288	42.54427	54.67621
2018-05-07 01:22:00	8630330696303481248	1.00000	15.25919	11.28175	13.59507	12.33275	15.39411	11.91437	14.12227	62.63835	0.13308	25.68107	41.80692	77.65870	51.31407	50.52512	30.93074	99.02027	47.68367	69.13354	6.16073	1.45701
2018-05-07 01:23:00	3590433799317662337	0.00000	10.29204	15.69184	13.22069	14.53627	15.30724	14.37383	10.16737	33.62382	0.00097	42.21420	64.02770	63.29794	9.86610	29.31870	12.72424	94.75059	1.19880	49.99655	84.23797	36.87895
2018-05-07 01:24:00	359043379931766445	0.00000	9.56700	15.87219	14.31444	14.59450	14.53326	14.16516	11.60527	55.55034	0.00052	35.47806	34.87866	52.37202	93.67129	60.91083	67.64790	58.49412	63.47416	21.54426	90.48031	87.35025
2018-05-07 01:25:00	359043379931766429	1.00000	9.03029	15.11737	10.45229	15.22419	17.61554	16.73135	15.42914	44.89462	0.00032	58.17946	56.31072	41.57134	87.02520	52.41746	18.79083	21.44003	86.45788	47.42390	15.53805	96.38578
