,c.dogalize,c.android.youtube,c.katana,c.android.gm,c.android.chrome
3631,10.5802,12.07262,12.85268,12.60463,9.4907
3632,7.05509,15.19139,10.16862,13.81052,11.95233
3633,14.1527,17.00629,11.56702,12.22452,10.63435
3634,8.05927,12.5276,13.66607,13.98959,14.24037
3635,10.79029,10.91133,13.88162,9.83262,9.92545
3636,14.51437,7.83167,9.87964,10.54233,11.21655
3637,9.31539,13.44419,7.56579,13.54183,13.75431
3638,17.83149,9.06689,14.43698,8.3764,9.29644
3639,14.50139,14.24968,6.34842,10.92608,11.30865
3640,12.9671,11.88546,11.23811,11.26686,12.28611
3641,12.80616,9.71713,10.61183,10.03356,12.46963
3642,11.48807,14.79773,10.38285,14.77624,9.63835
3643,8.90031,12.41109,11.1959,13.86557,9.74208
3644,17.65639,12.3381,9.94175,15.14306,10.11711
3645,10.79127,15.57626,15.91538,14.34851,12.93446
3646,11.58937,11.74021,11.96765,14.90684,11.19743
3647,8.95054,15.11102,17.38242,10.73533,9.38407
3648,13.28165,12.90127,11.82148,9.8529,13.28961
3649,16.92151,12.40403,8.39683,13.46431,10.20906
3650,13.12591,13.79545,8.8148,9.91398,13.92601
3651,15.5088,14.02403,12.72189,10.8777,15.34515
3652,11.5133,9.91322,14.20278,12.2329,13.24454
3653,9.0714,12.21463,9.28586,14.55779,14.99008
3654,12.89467,11.91794,10.78967,11.1651,10.2502
3655,6.34991,14.67688,10.73384,15.39482,10.31435
3656,16.69486,12.78135,13.53996,10.42139,12.21953
3657,10.74066,13.96599,12.28689,18.5962,11.05197
3658,12.60868,13.57046,15.98821,8.23998,11.91364
3659,12.014,14.82468,14.19163,13.32271,13.23675
3660,12.52839,8.54594,14.48264,12.2301,13.32157
3661,17.44736,6.4276,14.99595,10.47991,8.26976
3662,13.77865,11.53113,7.29493,13.54388,13.13814
3663,10.47324,13.25237,11.42833,10.8533,11.13009
3664,7.42468,12.27125,13.97175,9.23913,3.99506
3665,14.8718,12.96857,9.89612,12.81608,12.64846
3666,15.55115,13.52501,11.57729,10.18495,10.93261
3667,14.36569,15.32264,10.87261,14.85928,10.01198
3668,12.69383,15.82805,13.69528,10.72685,17.31735
3669,18.10511,11.62328,11.36124,11.74368,10.34172
3670,11.79874,14.23567,14.62023,16.61897,8.71439
3671,11.49233,14.18928,14.47482,7.94383,8.82242
3672,10.70447,11.63617,16.8077,9.4604,8.84392
3673,9.91942,15.41777,10.28838,10.77733,13.25249
3674,11.54839,16.52868,9.82623,13.32048,9.48756
3675,10.18882,15.91653,10.58079,13.29694,9.41638
3676,12.95446,10.04,11.37085,9.178,10.66742
3677,13.22911,11.53512,11.28851,15.60019,11.1336
3678,14.58428,10.26781,13.71113,10.22276,12.17705
3679,9.17946,13.10338,10.4909,18.45086,14.26444
3680,17.67662,15.86681,13.85875,16.25821,5.80746
3681,11.44849,15.34491,10.1802,14.26189,12.06423
3682,16.52679,14.18246,8.66057,16.30752,12.40913
3683,13.53803,11.34842,10.69095,13.59002,12.78895
3684,10.21576,16.36037,9.93841,15.01252,10.43781
3685,17.08453,10.76351,12.99956,13.14897,9.80035
3686,13.97935,10.01711,14.02156,11.16797,11.08123
3687,10.0256,13.72969,11.64845,15.63607,13.88779
3688,13.32415,15.49934,13.0257,10.10487,11.02991
3689,9.49225,11.387,14.62632,8.85233,16.17489
3690,8.78465,13.91712,10.48901,11.84996,10.37905
3691,14.93272,9.73123,10.65235,11.70141,7.61061
3692,17.31593,8.52005,12.83728,10.47347,6.78388
3693,11.45415,12.153,13.75081,13.44633,14.66239
3694,12.87663,8.32821,14.65069,11.66844,10.95461
3695,11.25114,9.82094,9.20316,6.45894,10.42751
3696,13.0727,16.86133,9.84449,14.10381,10.48097
3697,15.60856,11.81069,10.84099,9.74367,9.84509
3698,9.71488,9.53121,14.77989,9.21151,16.23601
3699,9.23178,17.21961,12.29482,18.23279,8.30917
3700,10.85898,11.0865,9.73363,14.47589,12.46554
3701,13.29077,9.95348,9.81586,8.09383,11.46408
3702,14.77006,13.11968,11.39486,14.29049,10.59308
3703,11.12764,9.46388,5.48807,9.58176,11.33804
3704,9.25498,9.16626,15.58248,9.01184,14.45514
3705,10.3877,9.22308,12.95035,11.88336,15.12631
3706,11.86342,16.58855,10.91969,13.40285,10.56275
3707,12.6371,15.75917,10.60029,14.44772,10.53627
3708,14.62736,12.62389,10.17296,8.27297,13.33825
3709,13.49543,10.65581,13.48,13.79237,13.43606
3710,16.18489,12.40814,10.01429,11.44438,11.7345
3711,11.89361,10.32394,10.36857,9.50128,13.13082
3712,15.58874,11.43347,12.51123,10.53982,11.97767
3713,7.82642,13.79728,11.7635,12.26371,10.67505
3714,7.05616,13.5132,,8.36784,8.22371
3715,11.05913,12.25631,11.47551,15.14574,10.83594
3716,10.85838,9.26977,15.83315,7.79017,15.87649
3717,11.14161,14.3833,11.27675,15.74701,13.16898
3718,10.44321,14.64376,13.85832,16.35957,7.59658
3719,9.70081,8.89826,13.091,12.51876,8.79025
3720,9.39229,12.37394,8.13098,13.81042,10.71101
3721,15.35694,11.98036,7.82601,10.42396,10.6299
3722,11.52577,10.89687,12.73661,14.67897,12.82371
3723,13.91294,11.03539,6.72277,9.77114,10.73486
3724,9.80994,16.64799,14.48676,9.42655,8.6187
3725,13.49591,9.57906,12.61662,11.84214,10.52872
3726,16.7167,9.13625,15.20272,10.71678,10.98924
3727,7.94996,11.02165,16.66481,10.58835,17.27681
3728,11.68886,11.62157,10.21725,12.44702,10.5108
3729,13.98657,16.75237,12.16641,15.67531,10.8828
3730,12.50044,15.96148,11.46317,10.7261,11.62727
3731,15.31062,12.15327,14.71619,10.67005,16.70364
3732,9.04462,9.54741,15.31573,11.28639,15.05571
3733,10.74335,11.87515,14.46425,9.06367,16.35625
3734,11.6587,15.01802,,11.83333,12.99396
3735,17.30735,9.53029,12.69915,9.75347,8.36428
3736,11.06388,13.32284,12.54696,15.26583,12.96572
3737,11.98226,11.31168,9.78186,14.06069,13.584
3738,16.93511,9.75543,12.99018,9.40761,9.90101
3739,11.12396,13.17904,16.30189,11.09383,17.01213
3740,10.02265,16.01326,18.68284,7.53149,11.0753
3741,12.85139,9.95963,14.19746,11.61513,12.89055
3742,11.01798,12.09249,10.87274,12.69745,11.01817
3743,13.40863,8.02638,12.91168,12.77285,9.81331
3744,11.79732,13.37418,10.7794,9.36997,12.29495
3745,8.4603,17.07797,14.0929,12.5332,16.4087
3746,11.31481,15.94333,11.02543,15.34603,9.8556
3747,9.31881,11.74505,9.97424,11.70382,11.15972
3748,14.56971,15.45935,8.38918,15.6496,13.87595
3749,15.87709,11.58179,8.66285,14.64309,10.24527
3750,9.4373,13.19397,14.3299,12.42986,13.47461
3751,10.36616,8.24376,10.98186,10.15602,11.07357
3752,10.51149,13.42198,8.89675,13.27351,11.00001
3753,16.14197,8.47732,14.40313,5.59623,10.02952
3754,11.14209,15.44027,13.80577,12.7736,16.24199
3755,11.49484,11.24164,6.50304,10.78996,12.56167
3756,15.38132,12.75087,14.59243,9.52397,10.77022
3757,13.88786,7.41035,8.3465,8.97713,9.00168
3758,12.0808,13.52081,13.00383,11.22762,10.92228
3759,10.58409,13.79429,11.5647,12.48902,11.29512
3760,12.8246,12.72473,12.74019,8.41629,10.42795
3761,9.83899,8.3135,15.88819,7.19868,16.04917
3762,13.76171,14.89571,5.52382,14.9864,10.65148
3763,10.80371,16.52841,10.97399,11.04927,9.9354
3764,13.46159,14.76405,11.81402,12.73576,10.03731
3765,9.75865,13.42492,9.47146,14.75302,9.67556
3766,14.1649,13.26558,10.55342,13.67143,9.99534
3767,16.64412,13.11661,11.73187,13.97371,11.37768
3768,8.67855,11.05192,14.6017,9.36992,15.42503
3769,8.27127,15.75887,10.8854,12.97489,8.26666
3770,9.65329,16.96639,9.86558,11.96777,10.04556
3771,11.60741,16.19654,6.91325,11.13812,14.26074
3772,9.4886,9.37616,13.46659,12.99878,14.25392
3773,9.6678,14.07144,13.39705,14.75629,16.20192
3774,11.76712,11.49429,10.63252,16.72612,9.52174
3775,13.54577,12.25409,11.2389,14.24449,10.41247
3776,11.41849,10.77784,7.33213,13.72158,11.72753
3777,16.39584,12.43296,10.84843,13.55594,9.40564
3778,8.8717,15.48144,15.71979,11.37306,10.08294
3779,12.41626,11.74033,10.74201,9.91323,10.29533
3780,9.66624,14.70621,10.99303,11.6525,8.38114
3781,12.62311,8.42217,14.5576,10.55474,15.43835
3782,10.76773,16.04231,11.85818,12.595,8.96386
3783,12.50793,11.8076,12.60334,9.42965,9.0093
3784,16.58692,12.8049,10.91864,12.36291,10.9044
3785,11.09276,13.6622,12.60778,14.91704,8.95929
3786,7.12284,13.96994,11.03124,14.69826,10.16772
3787,10.99262,14.5208,10.84356,13.27981,11.00058
3788,10.10058,8.31186,16.41557,9.98289,12.884
3789,12.50227,13.20253,9.85529,13.9773,12.07005
3790,14.53392,13.03486,11.03536,15.77966,10.48365
3791,13.76493,7.82854,13.55999,9.1095,8.6565
3792,11.39103,8.50344,10.25577,10.48056,11.8434
3793,11.47811,14.5877,13.12476,14.64207,10.39399
3794,12.88753,8.74022,11.34116,8.87375,9.30141
3795,10.33615,13.0128,12.68641,18.24378,10.88861
3796,10.47225,18.88975,10.57103,11.65338,10.34064
3797,11.53193,12.75265,13.07673,13.6908,12.56535
3798,13.5877,12.00849,8.79839,12.5299,10.8561
3799,17.0025,10.99496,12.55575,8.46819,9.36648
3800,16.54864,9.36913,11.55654,9.56926,10.44887
3801,15.30073,8.33936,11.83533,10.98931,10.25845
3802,11.27349,8.67861,14.7966,10.56294,12.17764
3803,11.35149,10.64069,11.64071,14.4867,12.86775
3804,11.44828,14.12312,10.33343,9.07412,7.07022
3805,9.91435,17.48582,10.93507,11.85515,11.53216
3806,16.18952,14.70911,14.05146,10.20057,13.99716
3807,13.05457,7.86608,12.81626,9.04882,12.46549
3808,15.6104,11.7488,9.4528,10.71328,12.34628
3809,19.40469,11.58085,13.66783,8.90399,9.66367
3810,12.84936,14.84904,9.85235,14.4284,9.07597
3811,8.54958,13.21162,11.02657,13.37272,11.32479
3812,9.82872,12.13269,11.70654,12.13886,13.00558
3813,13.28548,11.64617,13.42647,11.40337,11.95476
3814,11.4182,15.02698,14.00815,10.24292,10.61735
3815,8.96006,8.86183,15.2864,11.10044,16.13636
3816,14.35262,7.77334,10.53467,13.53292,9.28928
3817,15.52418,10.78328,11.70158,12.17796,10.84199
3818,11.25715,9.57948,9.73365,6.08812,10.54269
3819,11.39221,13.55483,13.51467,10.26987,14.06675
3820,13.65249,14.80227,9.64331,15.67202,10.72805
3821,15.13787,10.46365,9.34964,10.11725,10.83953
3822,10.17759,14.51515,11.7817,13.81231,8.66285
3823,12.86152,11.5748,8.21463,10.24606,9.79272
3824,8.83666,20.25706,9.8092,18.09309,11.93828
3825,11.47499,9.41134,13.84059,13.88116,13.44888
3826,8.71738,13.28034,9.90566,11.80206,12.6041
3827,10.79007,10.3839,13.76188,12.32221,14.80273
3828,6.37093,14.3114,11.56917,13.59319,5.2977
3829,12.01392,16.52768,12.03145,11.26504,6.82288
3830,12.11107,8.61962,12.30107,7.93047,8.42005
3831,10.28214,9.59715,16.79804,9.01613,15.99945
3832,14.61715,14.2114,9.49236,15.80161,13.00483
3833,16.7976,12.20779,11.09445,10.72302,11.95531
3834,14.35655,10.40426,9.00246,9.50633,9.19558
3835,14.7072,13.87669,12.92858,15.35838,9.54628
3836,15.2259,7.4093,10.94484,11.63976,6.81844
3837,11.35242,9.76272,14.45821,10.01052,7.43751
3838,9.81785,11.2452,9.44323,10.94511,13.32513
3839,9.97117,13.98294,10.41302,15.25083,11.60062
3840,13.0266,12.5197,6.68849,13.4912,9.94137
3841,17.09436,13.23265,8.95492,15.42385,11.41953
3842,16.36201,9.69081,12.87937,10.42956,7.93182
3843,7.27204,11.45013,13.82394,12.51512,16.386
3844,14.56005,18.73977,13.89722,16.32259,7.26584
3845,6.71017,15.98637,10.60095,14.63719,8.36714
3846,11.55308,15.71657,11.84439,17.6157,9.98612
3847,10.97272,14.90408,11.01603,15.31921,10.06267
3848,15.76747,10.06183,11.11973,11.70405,9.65916
3849,13.77302,12.90973,14.96975,11.07428,15.07628
3850,12.10111,13.30634,14.4642,12.31385,14.08116
3851,15.71675,7.58122,12.66448,8.03462,8.15289
3852,11.72565,16.053,9.43391,13.47518,13.98581
3853,13.83765,10.7368,8.8308,12.22211,14.25764
3854,8.78858,13.3327,9.7559,15.6081,14.16979
3855,14.59014,10.43932,13.1484,9.71104,12.23675
3856,11.30075,13.82757,12.05203,15.3578,9.71059
3857,14.73296,8.83364,12.59428,7.17796,7.99024
3858,10.98433,13.24878,12.09997,14.13668,9.56698
3859,11.70865,11.30409,16.07687,9.44398,18.00851
3860,12.89473,18.52276,12.93295,17.37381,8.63039
3861,9.02535,14.54808,16.21568,9.72152,18.24827
3862,10.01806,14.31863,11.54158,8.82814,8.33849
3863,10.35476,11.29585,15.95615,9.21263,16.64158
3864,14.20693,10.27279,11.95219,7.83186,4.62339
3865,13.37749,11.46379,13.18794,13.04654,14.31605
3866,13.36127,9.1328,11.51016,12.0808,11.09728
3867,11.28133,10.78782,12.70815,12.71933,12.25032
3868,10.81733,18.05738,8.71283,13.21373,12.00051
3869,14.65836,12.02546,9.77618,11.42214,9.86952
3870,15.49751,13.31764,9.46024,12.43455,10.53748
3871,13.88731,12.32956,8.89178,13.90422,13.00225
3872,15.15173,16.11405,10.93299,13.71938,10.44551
3873,14.96985,8.34465,15.48046,12.68791,12.22593
3874,12.92404,14.81231,8.78983,13.04019,13.72043
3875,14.24643,12.28401,11.0527,11.58275,14.04492
3876,11.24109,14.38305,15.99185,9.74921,16.12649
3877,15.45017,12.53524,11.06975,12.47081,13.90653
3878,13.51287,8.78716,11.79496,10.45703,10.89404
3879,15.33242,12.20724,12.74476,10.89582,12.22558
3880,11.99566,10.84928,14.96263,10.22663,12.15287
3881,17.69776,13.50423,10.15854,14.92198,9.34212
3882,10.86077,13.86881,13.15819,10.19064,10.82444
3883,15.23715,9.18446,13.33726,11.3949,10.37004
3884,10.92849,13.33683,11.37729,12.45322,9.51241
3885,13.36888,9.15524,9.65076,13.12048,11.22876
3886,15.49457,13.41776,10.70483,11.31621,12.46689
3887,10.59644,13.96887,10.69938,13.8411,13.08976
3888,14.57523,14.3447,7.68717,17.39637,10.83302
3889,8.40826,12.50428,14.27641,11.25085,18.58152
3890,9.48773,11.87276,10.09113,12.80001,12.93932
3891,14.56468,11.7981,12.16866,12.99529,11.56148
3892,11.47453,14.05649,10.9087,13.47464,11.01418
3893,9.47608,14.71575,8.6622,15.21454,12.79633
3894,11.40036,13.83284,18.03679,10.69111,10.98832
3895,12.75976,11.48918,9.87687,15.106,14.67022
3896,10.47038,15.6811,12.18161,12.63051,6.49013
3897,16.34919,13.20059,12.34121,11.23121,12.61778
3898,8.81785,14.32063,14.5114,12.23931,9.70168
3899,7.80862,14.36823,12.145,13.81683,10.10924
3900,9.91083,16.37899,16.34461,10.94805,10.69469
3901,12.80679,11.84625,9.08354,10.684,11.97183
3902,10.1366,15.3774,10.43682,15.6323,11.30175
3903,8.89305,13.41136,9.69795,15.428,13.9371
3904,8.48512,8.83242,15.82933,8.58158,13.79372
3905,18.53471,15.01306,10.73052,9.45306,12.45996
3906,10.12134,10.0716,6.76449,10.94398,12.72699
3907,11.74769,14.25867,10.11198,11.72957,10.26636
3908,11.16341,10.40083,15.48752,10.08517,14.65256
3909,10.14547,13.02222,14.69165,9.75988,15.62595
3910,12.14363,14.47322,12.64199,14.81895,10.99052
3911,12.51153,10.69842,13.82753,11.43646,13.54678
3912,12.75951,14.27674,10.68031,14.21456,9.33653
3913,13.34885,13.28525,10.74638,12.80785,14.71897
3914,14.05088,15.17936,13.35949,11.56262,15.67963
3915,13.81085,10.87406,11.36165,11.91377,12.57256
3916,11.52591,10.44807,10.07607,9.52501,9.38448
3917,8.87379,12.40512,15.21283,11.19304,13.4569
3918,10.67183,11.11489,13.15715,12.51447,15.10713
3919,14.50516,10.39728,9.89603,8.98204,12.27619
3920,10.46038,17.81792,11.41885,13.77221,8.01633
3921,15.02278,9.74487,10.45694,9.58833,8.4645
3922,11.01729,15.99463,11.03438,15.02454,10.63967
3923,16.10162,10.69978,12.24857,9.21637,12.2946
3924,11.71919,9.84019,10.87622,7.66076,13.69789
3925,16.72331,10.05726,14.94358,8.9634,9.71397
3926,9.90798,14.39628,18.25936,7.46887,10.23231
3927,10.4316,16.05169,11.90442,13.18904,10.13743
3928,12.93371,15.62396,11.74658,18.22161,10.87383
3929,15.205,11.45779,9.52439,11.30549,11.97929
3930,7.53483,13.82261,14.00244,11.92365,17.39739
3931,13.33085,13.16854,9.03939,11.90383,13.55121
3932,15.79821,11.68366,7.80437,12.14202,10.16623
3933,14.84939,15.65702,11.14157,16.62214,11.02847
3934,15.70964,13.40748,7.62932,12.07655,11.49926
3935,12.3268,12.40289,13.50495,14.68156,9.27839
3936,13.54555,15.04888,8.22932,12.98179,14.4542
3937,12.52809,10.80836,13.67834,11.2167,14.09171
3938,14.08222,10.34659,11.34663,8.90433,11.2617
3939,10.85606,14.42545,8.91379,10.74385,11.65634
3940,10.13559,14.66763,8.31425,14.62707,10.93514
3941,6.29722,13.08647,10.48053,15.67915,11.49099
3942,14.3587,10.99026,11.9172,12.42177,9.88847
3943,7.64954,11.35957,10.36726,15.46536,13.34483
3944,13.25457,12.70364,14.00517,10.3934,14.93731
3945,11.39784,13.34803,12.85392,18.90582,11.20823
3946,10.86915,10.35827,13.59344,11.45776,14.9986
3947,17.08792,8.61123,12.87921,10.68397,8.73503
3948,13.49466,10.30636,11.79682,8.86107,10.45779
3949,10.27516,15.15782,9.82533,13.64221,11.56147
3950,11.43325,12.01674,13.29148,18.57726,9.28092
3951,16.09527,6.93527,15.62956,9.33685,9.53423
3952,7.78335,15.3603,15.59905,9.21628,6.79957
3953,14.82334,10.81016,11.44398,9.10709,10.19181
3954,15.17323,16.45242,11.60517,11.04567,12.4966
3955,12.74294,9.9461,14.08275,12.36518,11.78478
3956,12.36467,10.8755,16.22806,8.20022,17.09111
3957,7.99799,15.47029,18.46854,9.92634,10.26282
3958,12.44338,9.26792,11.89146,9.47086,12.51166
3959,13.53032,13.64381,10.41752,17.20005,13.17636
3960,12.3763,12.45487,10.62706,17.58882,11.12714
3961,8.96571,15.01523,16.07888,16.17927,5.76866
3962,11.15249,16.65666,14.73294,10.9395,9.54374
3963,13.92793,15.82903,11.96308,18.0201,17.29194
3964,13.5267,14.50892,11.17393,7.54267,14.41213
3965,9.41684,17.67554,18.36214,15.22265,14.37526
3966,12.76342,13.2024,9.89639,9.52412,10.68886
3967,5.63013,14.71681,15.06018,12.90345,17.93564
3968,14.31615,12.84769,11.62421,13.3649,11.94704
3969,11.18668,11.38412,13.88008,12.22115,13.34799
3970,13.19978,12.30116,11.83553,14.07765,13.79388
3971,12.51459,12.82653,7.8995,10.74274,11.68692
3972,11.16125,15.455,13.46136,14.25663,5.61482
3973,12.49172,16.17064,9.61048,13.99011,13.54743
3974,15.08115,9.5636,11.33998,8.09292,10.58835
3975,12.85355,12.23739,14.73303,10.23891,12.23838
3976,9.6405,12.48056,10.46094,15.74904,12.6944
3977,9.8966,6.74382,14.76022,10.92369,14.92078
3978,14.2648,15.4013,12.22841,15.16616,11.42476
3979,9.09722,12.69995,10.19054,15.88073,13.09026
3980,10.82625,13.21833,11.83753,12.27699,8.13059
3981,11.37077,16.3041,15.95566,12.16391,13.92461
3982,11.9025,10.14417,9.86543,11.81791,13.72946
3983,13.25772,15.16572,12.1115,13.57747,16.82553
3984,12.84839,10.42017,11.40464,11.36033,12.57896
3985,8.97222,12.17159,9.71565,14.1069,13.77089
3986,8.56696,11.53359,11.43815,11.25225,11.58119
3987,12.4958,9.23866,14.04963,10.34467,11.67248
3988,15.0722,7.14425,13.73105,9.96793,10.55257
3989,11.77147,12.48764,10.92928,15.74823,13.9383
3990,17.29462,9.05078,10.64822,11.95562,8.55931
3991,10.40095,14.6485,8.6114,15.1821,15.66869
3992,16.8571,13.96244,10.88679,15.82983,13.16947
3993,17.03127,11.57405,10.87493,9.43401,10.75353
3994,16.26261,10.34243,10.31921,12.53802,8.71934
3995,9.97446,14.50586,14.39142,12.57881,13.05692
3996,8.76473,15.35386,10.98949,13.8887,11.47905
3997,13.60459,13.92305,13.35634,14.05296,9.92135
3998,8.15955,13.97269,14.43298,10.30431,15.35453
3999,5.23599,15.80874,18.75571,11.97181,9.7645
4000,18.83229,9.86263,11.31885,13.55831,9.04344
4001,17.24954,11.14136,11.62943,11.34147,9.10997
4002,10.49421,15.16463,15.31982,10.63515,9.75165
4003,9.3025,15.06181,13.68008,19.19093,7.77024
4004,10.19043,16.2341,11.10573,13.95787,8.09341
4005,13.14382,13.41985,13.5342,9.02309,9.22483
4006,9.20865,14.96023,10.49676,15.53904,13.17013
4007,13.2563,8.00529,11.06139,10.11432,10.73945
4008,8.42719,9.3293,16.32295,9.85467,14.18493
4009,10.88181,11.83986,14.67144,12.97584,15.18168
4010,9.36653,13.74931,14.69251,9.99144,8.09229
4011,11.29271,17.18564,13.09443,10.96678,11.36353
4012,12.15641,14.52954,13.68221,13.22681,15.7717
4013,13.25187,12.13176,9.99626,7.48232,11.72667
4014,10.64156,12.19847,13.5155,10.59889,16.64983
4015,14.69661,10.07359,11.40819,8.74546,10.38451
4016,11.65985,12.16749,12.72532,14.99895,9.6764
4017,14.41884,8.49081,13.91264,12.03816,10.3953
4018,13.437,10.08878,14.87281,10.21138,14.99327
4019,13.57327,11.85184,7.57184,14.96691,11.38191
4020,10.90933,15.43141,13.51091,9.06527,8.03788
4021,15.42869,12.11654,11.64157,8.187,12.36585
4022,12.13613,12.27324,9.9595,9.05441,13.15741
4023,8.30772,12.56996,11.21615,14.12619,8.61704
4024,13.62509,10.4796,9.4027,12.95179,12.11287
4025,15.89039,7.65298,15.05613,12.37164,8.68588
4026,10.65861,14.72529,13.15833,11.70187,10.1694
4027,9.34529,11.73407,13.48658,11.41783,14.34287
4028,11.02775,15.72529,18.02263,9.13301,11.71854
4029,8.73326,19.05889,17.21248,11.46223,9.19193
4030,10.95838,15.67395,10.20707,12.50317,11.29678
4031,11.40938,14.95948,15.90513,10.44835,11.53128
4032,8.23891,16.34569,14.21765,10.94994,14.46228
4033,12.1666,15.04736,11.00894,16.1549,10.12484
4034,11.05339,13.96853,9.97473,14.24138,10.64317
4035,8.65142,12.80281,8.25483,10.48049,11.36844
4036,12.51432,15.37247,13.65008,13.84141,15.58916
4037,11.28517,6.66705,14.40413,11.67558,11.05944
4038,11.20429,10.08114,14.39155,8.3514,14.7714
4039,13.7852,12.75797,13.49702,9.96123,16.06645
4040,13.82239,8.33669,11.10506,10.10575,12.83095
4041,13.69992,12.51852,9.75567,10.14748,10.00122
4042,14.48448,15.81006,10.2129,13.47296,13.20454
4043,12.97555,12.57397,12.64965,9.90503,13.26792
4044,9.62494,17.75003,10.20066,16.95343,13.72255
4045,13.31793,12.01604,8.24328,11.22432,10.04212
4046,12.09423,12.73212,15.99538,11.7433,11.67048
4047,8.84387,11.38156,11.75971,14.0112,8.61958
4048,13.9115,10.57202,11.98769,7.80219,12.52591
4049,10.10216,11.81755,9.02648,15.47858,14.71634
4050,14.19162,12.14068,7.92446,11.91398,10.37139
4051,11.61108,16.58767,12.24071,15.59443,9.45618
4052,9.5535,15.20509,15.79397,10.42074,17.44392
4053,14.96883,8.36356,12.8856,11.17519,9.40696
4054,8.71317,12.58197,16.06377,13.0537,9.38618
4055,10.5819,12.82512,15.96895,9.57498,12.95817
4056,8.46148,14.71592,11.68081,16.08241,11.53513
4057,9.83424,13.80751,11.42312,14.94845,12.50391
4058,7.35372,18.60732,18.38512,16.90065,15.24833
4059,9.12082,15.18533,10.49482,15.47566,12.97713
4060,12.44922,14.60427,10.80762,15.19479,12.97348
4061,13.06195,15.8238,14.70142,12.98142,14.85681
4062,9.29929,12.57502,10.4876,17.18448,12.23291
4063,11.4662,18.72012,14.25706,14.45887,13.60627
4064,9.61611,14.62802,15.78658,8.05482,8.07548
4065,9.47555,13.01268,18.82387,8.95472,9.85152
4066,10.7002,16.42932,12.00591,15.86209,10.10254
4067,11.78184,13.7752,10.60114,19.19271,14.72016
4068,14.16049,7.68383,12.27725,9.88958,9.79542
4069,12.84669,13.48798,13.11144,11.69057,15.04232
4070,11.80317,14.95272,14.00958,12.05053,18.00304
4071,12.62102,11.12811,10.04256,9.67781,11.63272
4072,9.85,14.7191,14.11294,19.47104,10.03599
4073,12.72113,10.22565,13.11513,10.83789,11.44677
4074,11.3441,17.68475,12.99667,10.32652,7.92012
4075,14.96391,12.7426,8.55466,11.0348,8.86328
4076,15.75208,5.73907,14.78529,9.87611,8.76737
4077,11.07364,12.99784,11.95052,12.78866,10.17288
4078,8.12181,15.22694,14.56269,12.68582,12.39869
4079,10.13406,14.2851,17.92319,9.4875,7.59464
4080,11.22979,15.72799,11.42912,16.19314,12.67872
4081,9.98639,13.06888,10.17055,17.13471,11.87005
4082,7.68331,15.51037,16.95864,10.33273,11.00366
4083,14.26205,16.07723,11.73742,15.73803,11.82475
4084,15.64855,9.41636,11.66738,9.79127,7.24359
4085,11.13817,17.15562,9.05928,13.5321,13.07499
4086,13.21208,7.81969,10.4925,5.97167,8.83562
4087,13.903,6.6898,13.75225,5.25199,10.96682
4088,12.61702,10.54786,10.77859,8.43858,11.92193
4089,13.88657,15.24166,8.83525,12.08451,12.25942
4090,12.61772,10.66611,14.88127,11.52374,12.32831
4091,8.44965,9.81708,15.53882,10.10508,16.51145
4092,10.67907,11.59349,13.61903,13.96245,13.81744
4093,12.06702,13.9117,10.17699,14.51042,13.26229
4094,11.46973,7.09087,15.23436,9.47969,14.05501
4095,13.22,12.58536,10.97246,9.90271,9.78227
4096,17.58274,9.7614,11.51606,12.46735,9.7157
4097,10.94583,9.50275,14.7691,7.81979,12.7941
4098,9.32072,14.19286,18.12057,7.031,7.81631
4099,9.74222,11.24095,10.89344,18.64389,12.9739
4100,14.31033,13.633,9.73791,15.88463,10.98382
4101,13.39388,13.99661,12.24388,15.59261,11.12228
4102,15.28697,9.50629,11.998,7.84177,11.88172
4103,8.11422,12.57007,10.3603,14.15738,14.12519
4104,7.22659,15.93645,9.40606,12.11739,12.47448
4105,11.54201,14.33571,16.50115,4.97887,9.22133
4106,12.94189,12.15153,10.38984,13.54511,11.55211
4107,6.9294,16.59187,9.718,11.37024,11.09099
4108,17.0541,14.16168,14.90704,17.81522,5.13126
4109,11.56231,11.45982,9.26521,13.45906,11.00969
4110,15.96459,11.44469,8.7647,11.18554,11.58874
4111,10.14585,15.81653,15.25243,12.83506,15.9978
4112,10.32941,9.19524,15.34065,8.86641,13.94605
4113,13.54036,12.73014,12.237,18.34618,9.5302
4114,12.40992,12.27998,8.9478,9.06489,12.1527
4115,12.04853,14.33481,12.60788,12.23688,12.93626
4116,14.02419,9.74437,10.84065,11.52578,7.89894
4117,15.29916,12.46034,10.90021,9.40223,11.00272
4118,10.2253,9.54038,10.5216,10.97961,12.04162
4119,11.37693,13.6369,14.39686,10.09891,15.06
4120,11.985,17.43613,15.19918,10.39021,11.54652
4121,7.7267,14.46431,11.32979,15.09923,11.30008
4122,14.12168,8.47499,13.31033,9.42997,10.54553
4123,11.96197,12.99805,13.81104,10.27241,14.522
4124,15.78129,9.52786,13.28953,7.83692,8.8364
4125,11.60948,14.90537,12.12763,15.20271,11.11104
4126,10.5234,13.98024,15.17722,13.34187,10.60679
4127,9.67636,10.71419,15.87556,12.03102,15.61983
4128,14.45186,15.11952,13.72464,16.88239,10.50008
4129,11.58254,15.26768,8.97474,11.81919,11.40015
4130,11.47915,16.39453,15.31303,9.37371,11.67158
