,p.android.gm,p.android.settings,p.system,p.android.externalstorage,p.android.documentsui
1492,9.36905,18.38726,15.49828,12.89168,14.75875
1493,10.60705,10.82676,12.3433,10.64868,12.94625
1494,15.7619,15.17046,12.22092,15.55013,13.61955
1495,13.0656,17.44132,12.18905,16.07446,11.31557
1496,11.52068,14.9339,16.52476,14.24869,15.00851
1497,13.1096,12.92104,16.37113,13.07609,12.91633
1498,16.16797,17.35195,11.54666,15.73695,14.45081
1499,10.38054,13.41107,14.35562,10.37338,14.40475
1500,12.6655,16.4152,11.39387,15.79835,13.04522
1501,9.70577,11.92342,8.86271,8.15123,16.58982
1502,10.8016,10.11289,18.88888,12.88133,11.28986
1503,8.99515,15.14673,17.29019,16.41152,14.14743
1504,13.09637,11.4893,12.72093,10.76757,18.89297
1505,12.30793,11.65761,15.65838,13.72997,13.61197
1506,10.17028,13.8304,16.12771,13.81915,14.4346
1507,9.97251,13.24433,11.09288,14.34893,13.91526
1508,11.4408,15.80522,16.28128,16.7028,14.79157
1509,13.22548,13.71633,14.55782,12.6653,14.89035
1510,9.33673,10.27091,10.21596,12.65983,16.84153
1511,11.89033,12.38188,11.02105,9.22827,17.51319
1512,15.44862,12.88391,13.66801,12.67114,11.22258
1513,10.85585,9.70957,12.86295,9.70281,15.96041
1514,8.85031,16.00227,13.06744,15.01658,13.4467
1515,9.96714,9.53514,15.64168,11.40958,12.59067
1516,10.30741,14.06502,16.40966,13.73429,12.97624
1517,14.96756,16.67083,13.58706,15.86587,12.21692
1518,11.03743,16.26862,17.42491,15.92084,16.2236
1519,14.3559,16.43892,9.96595,13.31053,12.342
1520,14.12516,14.53951,14.64315,13.01234,14.06366
1521,12.57946,13.42705,14.33201,16.57643,16.80574
1522,9.83294,13.73779,14.17405,16.01263,14.25587
1523,13.74271,12.14598,8.36111,17.35706,14.11141
1524,10.29601,12.98713,14.99667,8.80286,13.53797
1525,11.082,17.86035,10.90653,16.44661,11.6025
1526,8.45347,16.96129,15.9225,15.43072,17.79707
1527,9.06797,9.87889,16.56001,8.30597,8.53831
1528,8.43754,15.57711,18.17445,13.00521,11.63405
1529,8.83511,14.9739,15.10016,15.52833,13.51446
1530,12.98991,12.19562,13.51023,15.4197,16.24415
1531,12.43144,10.3347,15.90907,12.20641,17.84148
1532,14.89946,16.56291,12.58901,12.72544,11.59384
1533,10.92354,12.66297,13.83215,11.07217,10.66965
1534,17.88631,14.70086,13.66357,16.44855,15.15311
1535,15.03144,15.38759,10.56591,15.42992,7.48767
1536,11.26065,10.979,8.73598,15.06805,11.70178
1537,13.26413,16.53292,11.42435,16.21197,14.56961
1538,11.87812,9.71076,16.42404,10.41692,13.84726
1539,9.78769,9.48793,17.24639,11.41637,14.04901
1540,11.61816,13.37024,13.76439,15.30801,14.09138
1541,14.87987,17.19658,13.08184,18.34068,13.9579
1542,16.69244,17.89369,12.68699,16.44071,12.78677
1543,13.28195,13.15698,10.38977,14.06313,13.87485
1544,12.93324,12.66546,14.28684,9.57586,13.56885
1545,11.59798,9.3614,7.57096,18.18138,8.97284
1546,17.90411,16.51395,10.16154,13.46313,8.33487
1547,12.55077,14.46403,10.38881,16.07166,13.15088
1548,14.90828,15.10433,12.95102,13.04624,10.75543
1549,12.92505,10.6927,19.06897,13.22428,13.67886
1550,14.0962,13.81212,9.19243,13.76999,17.54526
1551,12.72562,14.01691,8.35793,9.59334,17.16798
1552,10.45236,15.48537,13.27236,16.13849,18.81435
1553,10.27059,15.83366,14.00065,15.46023,13.99352
1554,13.57083,16.05333,10.81033,13.94739,15.4615
1555,13.43084,14.53262,13.29859,11.86455,13.47016
1556,12.40099,15.05153,14.54922,12.79426,18.41028
1557,8.7412,9.84986,14.97419,8.37881,11.45929
1558,10.14624,9.14755,12.96919,8.48184,15.71571
1559,15.12451,14.79911,13.43257,15.38885,8.94051
1560,15.98171,15.32885,9.54589,14.74117,12.97597
1561,11.94412,13.1317,14.1828,16.37958,17.29332
1562,12.0308,11.73848,8.83713,15.36665,10.92432
1563,10.87409,14.45799,18.54929,15.33913,10.8185
1564,12.25388,10.82354,13.5332,11.31053,14.08652
1565,12.23405,11.62749,9.75384,13.42023,15.35984
1566,15.60755,14.32084,13.94133,13.90901,9.73599
1567,12.50301,13.63664,13.53135,13.82998,14.72953
1568,15.40533,16.6425,11.23773,10.67477,13.01328
1569,10.51465,12.43233,14.23011,10.20914,15.63476
1570,10.84314,8.53659,20.73516,12.10688,14.37112
1571,14.852,18.06094,9.44267,12.50796,12.25363
1572,10.25426,11.65265,9.77204,8.17238,18.13087
1573,13.74583,12.9972,7.82765,14.51044,14.21819
1574,13.47828,10.49351,13.43372,15.04889,16.33572
1575,12.23221,10.44816,12.86354,12.19303,17.40152
1576,17.57909,15.10243,10.27158,15.71934,14.80291
1577,15.94415,16.06904,6.30462,11.74347,13.49582
1578,10.90689,9.72502,12.16298,13.12095,15.8741
1579,9.0292,9.40277,12.16222,8.22688,15.37563
1580,11.7337,13.07294,15.86696,16.21939,13.86052
1581,9.09811,14.10553,9.1594,8.76574,17.34808
1582,9.72159,15.55135,14.56241,14.9421,12.84293
1583,9.93156,16.2046,15.63182,17.57901,14.77261
1584,16.94825,16.70154,11.82536,15.24357,12.95151
1585,14.11026,18.17957,9.43963,16.20184,13.14752
1586,15.90518,15.16012,12.50813,12.41884,9.76289
1587,12.66475,9.92691,13.22554,13.57856,12.50285
1588,8.09061,10.137,15.23759,7.34305,8.55438
1589,12.43389,16.2553,17.70736,14.91995,13.83434
1590,14.8176,11.38584,9.93796,13.00599,10.18482
1591,8.88986,6.83588,20.8823,11.4035,10.96021
1592,10.46323,15.00232,14.99692,11.42885,10.06316
1593,9.72733,14.47074,11.54891,16.5572,13.73564
1594,15.55737,17.62799,10.39809,14.79346,11.45904
1595,11.17919,14.01224,16.60713,14.22601,12.94463
1596,8.41207,9.87079,14.4097,9.98143,16.23649
1597,13.95648,14.92134,13.55929,13.78872,8.54127
1598,10.3848,14.58216,16.26154,12.38081,14.31252
1599,11.94218,9.4181,16.70133,11.97536,13.36434
1600,15.63039,14.55014,11.10209,15.39813,13.26909
1601,10.5639,11.23914,9.5932,18.54321,10.34311
1602,13.42369,13.24189,10.61125,12.56005,16.52485
1603,12.1914,11.08682,15.25669,12.98072,15.45272
1604,9.71313,10.06644,16.6395,8.30364,15.36572
1605,9.65152,15.05863,14.79032,15.54311,14.72392
1606,10.35648,14.76797,14.1007,13.35125,12.53048
1607,13.22896,15.70713,19.66402,15.21732,6.50598
1608,7.68292,16.56287,15.32209,11.42767,10.02105
1609,13.23235,12.7399,10.29533,14.44694,17.90689
1610,17.25132,17.11641,14.0381,17.12471,13.22218
1611,12.23884,13.61988,9.94778,15.57791,14.10357
1612,10.97947,12.44086,10.81644,15.72872,16.14174
1613,9.74645,13.62993,13.35356,14.10146,10.6265
1614,14.50198,13.16612,10.72753,13.6082,13.26565
1615,8.18424,15.06167,13.7172,17.48741,14.70979
1616,8.79402,15.79502,12.9814,14.81978,15.79689
1617,14.0096,14.7815,6.93104,15.66492,8.21447
1618,8.50334,17.82125,18.03671,16.29183,15.16154
1619,10.66804,17.40275,18.284,13.71871,12.36415
1620,12.77388,11.8613,12.42077,13.17763,13.61184
1621,17.59008,16.22872,8.40096,12.70287,9.71316
1622,9.79179,16.25227,16.81055,14.85629,13.60076
1623,9.17063,14.76904,15.37617,15.03113,15.77019
1624,12.33256,13.81947,15.67573,13.06679,16.54438
1625,9.55517,10.94625,12.29206,9.86554,15.51174
1626,18.39773,17.74474,9.94519,11.71161,11.36689
1627,13.65207,13.71162,9.21612,14.37768,16.17516
1628,9.91725,10.54017,14.64085,10.59955,13.68401
1629,18.53695,16.12683,15.96633,16.62964,11.50383
1630,8.80657,17.38943,14.21009,13.51234,17.85156
1631,9.81395,13.14981,13.2528,14.27394,13.69346
1632,9.99234,16.32875,15.85889,14.43163,12.88565
1633,15.01411,14.04771,12.25535,14.11516,9.74748
1634,15.25449,13.81267,11.50454,14.22699,15.32341
1635,9.23523,9.61076,10.49333,8.32394,15.04998
1636,15.20925,13.52819,10.30264,12.18774,12.74607
1637,11.614,10.83856,15.3871,10.9979,11.19749
1638,12.88336,10.98775,12.50791,14.07416,13.63532
1639,8.58852,9.53806,13.27987,8.2356,13.40131
1640,10.87939,10.09644,16.14614,12.86494,11.91227
1641,10.4157,16.90192,18.22522,15.11408,18.10325
1642,8.67775,17.86102,16.65776,15.52278,13.39614
1643,11.46225,15.96979,16.78029,16.47493,17.12641
1644,12.4956,12.39934,11.66856,14.9385,18.45492
1645,12.48483,11.52976,12.89492,12.68796,12.72393
1646,10.32266,11.4246,11.69684,16.28659,13.84437
1647,12.33139,11.01358,12.03277,14.52481,17.04206
1648,12.16697,12.85213,9.14071,12.21009,11.64514
1649,15.87695,16.05535,9.22984,13.21698,13.51921
1650,16.172,16.77952,11.4561,14.63356,10.73201
1651,9.12604,10.17007,16.14143,10.96169,14.79912
1652,13.50372,15.45161,14.7991,15.35543,10.55156
1653,11.25151,15.24387,16.25521,11.73192,11.5424
1654,10.71012,12.90011,14.37833,9.22604,16.03244
1655,10.57094,11.49933,10.60372,17.81275,16.6177
1656,12.8533,10.46215,17.00298,13.04072,17.39583
1657,10.38237,13.28898,14.36297,16.23309,14.6355
1658,10.18742,9.32706,16.39399,12.66168,13.61093
1659,9.78085,14.44019,11.82551,15.57265,16.53518
1660,12.67629,15.04498,9.12652,14.23063,13.44201
1661,13.68903,14.70858,11.7488,12.60387,16.44991
1662,13.03039,15.10892,10.71166,15.78941,12.61383
1663,9.39182,8.81949,12.7789,10.68212,13.91546
1664,14.69889,12.2753,11.31956,14.24644,18.12713
1665,7.72687,6.17404,15.23136,10.11972,10.26732
1666,14.08411,15.53849,5.02535,14.24273,11.68315
1667,14.978,13.42028,12.14126,10.97242,16.2247
1668,15.46471,13.09269,13.26397,14.8453,12.16048
1669,8.40727,8.72354,15.97981,9.89054,16.71662
1670,13.03469,10.9208,10.46384,13.75083,15.95173
1671,12.26745,15.30535,7.0772,12.59635,13.71829
1672,10.14143,15.86537,12.48196,15.02229,15.82984
1673,14.72266,14.6121,15.57763,16.37407,10.7668
1674,13.68295,14.0372,14.93581,12.52575,14.73017
1675,12.74968,11.72117,11.69533,14.71896,17.53077
1676,13.671,14.91702,8.40294,15.68634,10.4723
1677,16.57109,19.36986,10.41877,13.92208,14.80674
1678,15.13139,15.06474,9.80863,14.17702,12.15827
1679,11.5228,14.79889,11.50284,12.98323,15.65685
1680,12.40649,12.82774,13.60872,10.45646,15.39177
1681,9.7671,14.13324,12.25621,14.47356,12.4856
1682,14.43776,12.47496,14.25064,18.51597,16.82406
1683,6.98796,11.92006,10.21807,7.21985,15.21143
1684,11.59063,10.59083,12.26459,10.3611,16.68521
1685,10.6464,10.22915,13.11569,9.85922,16.20149
1686,9.40608,18.34057,20.01396,16.21286,11.89702
1687,16.55909,16.14168,15.20756,15.03432,13.17453
1688,17.05704,14.66109,11.3613,13.084,13.32427
1689,13.71878,15.41783,11.08178,15.24843,16.40172
1690,11.38232,14.90523,16.04185,14.28041,11.65927
1691,11.53654,11.97979,13.56408,15.96594,13.9155
1692,12.04347,11.45745,15.39955,12.13777,14.70421
1693,10.93312,13.32314,12.72302,9.81506,15.45938
1694,11.04336,9.9468,15.68985,10.05034,14.46672
1695,17.31155,14.1197,13.35736,16.53541,14.0677
1696,12.74838,14.97759,15.96726,15.1544,15.90867
1697,12.45205,14.4312,9.14451,12.55698,14.70353
1698,8.11143,17.0263,13.14675,16.12024,16.37405
1699,14.53048,14.11898,9.99761,15.09073,14.50895
1700,14.08009,13.81068,10.96009,14.70755,13.57685
1701,16.85693,14.15092,10.19949,14.04797,10.56802
1702,11.86753,13.0451,12.36986,10.2431,16.94254
1703,9.57715,9.53923,17.22927,9.13385,12.52748
1704,10.06485,8.76799,18.6379,9.93394,10.90935
1705,12.59242,10.81862,14.86322,14.59348,12.88955
1706,11.5839,11.78411,20.31274,11.9749,13.30684
1707,11.88985,13.04462,14.2241,8.69746,14.68058
1708,10.94937,17.04037,17.07913,17.63171,16.28135
1709,11.0981,14.0801,12.01998,10.59863,11.9496
1710,10.87224,11.32399,10.99626,16.67434,10.81476
1711,11.79353,12.99488,12.96663,15.72359,16.11044
1712,10.00255,15.62248,15.52744,15.60851,12.17637
1713,10.53898,11.35719,14.2493,14.56656,16.37809
1714,10.09779,16.15993,13.52203,17.72428,19.09566
1715,8.95385,8.069,13.72857,9.22347,14.68813
1716,14.00912,10.4132,13.96076,11.81089,14.45002
1717,11.82638,9.5947,15.85776,8.08196,14.12427
1718,9.90596,17.47918,14.30739,13.72268,13.32752
1719,11.94182,16.20755,15.64071,13.52756,18.4258
1720,12.12072,11.24442,15.77018,12.97238,13.94046
1721,10.35208,11.35879,10.23308,13.33146,13.46701
1722,13.88308,16.21297,11.91366,13.79635,16.17625
1723,12.93102,13.20269,14.4889,10.93653,12.81003
1724,10.18308,10.12996,14.9356,10.17136,12.83112
1725,7.07414,8.39951,10.911,8.05029,14.74208
1726,11.32087,12.29182,13.96893,13.2988,14.34119
1727,9.15666,10.63934,12.07634,8.7948,16.50297
1728,14.69578,14.00957,14.79039,17.12835,15.20727
1729,9.85891,11.67212,13.10105,9.22097,13.06131
1730,17.08321,14.19725,10.85301,13.24227,14.23678
1731,10.58693,11.34894,9.48405,16.97326,18.70728
1732,12.14306,11.26724,7.89396,15.66059,10.53546
1733,11.0014,15.39455,14.39552,14.74527,12.07398
1734,9.83983,14.43709,12.99832,14.40707,17.0356
1735,12.20452,11.89068,12.35032,12.65763,17.17423
1736,10.26301,15.35354,15.16798,14.89472,11.50128
1737,8.67661,7.68859,15.48392,12.03012,12.8062
1738,11.65757,13.39449,11.80064,13.46621,15.76117
1739,13.37385,11.52337,15.09076,12.28236,14.00312
1740,11.00877,12.95634,13.70358,13.05269,15.29935
1741,13.04153,13.27397,11.28999,16.64455,9.84721
1742,10.13008,9.93269,20.467,9.90969,14.23689
1743,16.79921,14.79838,11.27914,10.97141,10.99123
1744,12.3901,11.24177,15.35791,17.68039,16.82646
1745,11.116,12.4593,10.70526,16.81751,15.36536
1746,11.90417,9.47106,15.82443,13.9842,16.31093
1747,12.72833,16.40209,12.0872,17.52732,14.09009
1748,15.54936,15.63829,10.70835,15.9722,17.12051
1749,9.15308,10.33713,14.78643,10.6661,13.41804
1750,10.90867,15.22441,15.34791,13.48235,14.26936
1751,13.4258,11.40202,16.57959,11.87342,14.63119
1752,12.39163,13.02758,18.03192,14.48351,15.75714
1753,13.85502,11.6342,12.34286,14.59521,13.77242
1754,16.39476,12.58242,11.39415,14.2324,12.63032
1755,15.03797,15.62036,11.116,15.49584,11.32056
1756,9.62789,7.44446,14.8333,10.11643,16.79519
1757,14.83402,18.99468,11.96965,12.02644,13.27929
1758,11.5203,13.67193,11.57967,12.08105,9.91859
1759,14.68121,14.79484,13.84102,17.10641,14.38012
1760,11.37341,11.86433,7.65348,16.51444,8.40699
1761,13.15376,16.04695,8.37625,15.41383,13.29742
1762,15.7408,14.5112,9.49066,13.89841,10.54456
1763,12.61058,17.12942,9.66425,13.93353,11.39321
1764,6.56949,10.30273,12.83912,5.85423,12.57315
1765,9.1642,12.38168,9.58834,10.97295,15.31772
1766,11.35666,10.58912,17.09895,14.033,13.5515
1767,11.09784,17.15926,18.76319,14.7165,12.17852
1768,13.68063,13.33766,11.86849,16.64865,15.70782
1769,9.57755,7.95516,14.76663,10.9915,16.96208
1770,12.61206,12.73282,10.9552,13.74094,19.66272
1771,11.05831,13.67548,14.15274,13.64126,11.57848
1772,10.83884,11.95345,13.62154,7.17365,17.45452
1773,15.70246,16.47112,11.36568,13.71018,13.97237
1774,14.31665,14.60129,10.65594,12.2664,9.12566
1775,9.72257,16.00644,15.21195,12.52989,12.06383
1776,15.76117,17.94922,9.57977,10.88027,11.83623
1777,15.25376,17.23551,10.64773,14.80266,13.2849
1778,14.10371,12.63238,9.25323,13.58781,14.02345
1779,12.41649,12.96958,11.81112,14.24943,17.44645
1780,12.346,16.03678,16.2307,15.21216,14.51911
1781,11.16837,12.2962,10.73143,12.61519,11.96541
1782,14.37063,14.13233,10.66541,14.09472,9.77413
1783,10.27175,10.54353,10.93672,7.52856,17.27847
1784,7.5015,8.02053,13.60323,8.13327,16.42676
1785,10.56652,16.31983,16.06281,16.53786,15.4667
1786,8.61696,18.0668,17.90984,14.50214,14.34488
1787,11.64188,12.3172,13.93901,10.9253,14.0241
1788,17.63067,14.3962,16.00323,11.45747,9.35246
1789,11.79811,11.45778,9.2348,14.56217,10.49475
1790,15.86748,14.34454,13.1613,12.38003,16.33896
1791,11.47244,10.55753,17.12005,10.63735,10.13091
1792,11.55879,11.26777,12.12011,10.8601,16.34855
1793,14.61016,12.36228,15.90144,13.45564,11.20689
1794,10.90331,9.68385,18.40998,9.96063,14.40155
1795,9.64097,14.678,15.18573,9.58425,11.30536
1796,14.64968,14.0927,11.52346,13.79312,12.47279
1797,12.6801,13.66929,12.60933,10.59241,13.19734
1798,13.05272,11.71419,17.20751,13.61658,15.76101
1799,9.01734,9.98066,14.92187,10.52647,14.18217
1800,12.03451,11.18325,15.42796,8.69857,12.21443
1801,13.72942,12.40662,14.70815,13.98485,13.7715
1802,10.74693,11.12316,17.76088,9.42042,12.54971
1803,8.59349,16.87697,15.81982,14.34079,13.14086
1804,10.59763,10.22222,16.27648,9.53688,11.8753
1805,12.18043,13.3934,10.18647,14.18228,14.37209
1806,14.82658,11.63006,9.18763,13.00231,10.14372
1807,13.18523,14.46956,8.19812,16.54981,10.5472
1808,12.05021,14.59779,14.7848,13.87833,13.57078
1809,11.08149,13.42825,11.51524,13.84775,14.58575
1810,10.62377,12.69955,8.90315,11.80246,14.05325
1811,18.31159,16.06177,11.49821,14.44705,14.06454
1812,9.45406,17.09007,15.76667,14.84097,18.42892
1813,10.35788,14.40811,15.4411,9.05821,15.20991
1814,14.80685,14.05472,11.54005,16.44821,14.35918
1815,12.78859,13.63914,12.68195,9.8906,16.53275
1816,12.23643,13.88148,18.32652,14.67988,10.40981
1817,11.60108,14.66835,15.55073,16.58615,14.99762
1818,13.69051,13.53284,12.04877,14.35321,14.30151
1819,12.21402,13.03715,15.27375,8.52401,13.30276
1820,14.00033,14.07047,9.07484,13.15279,13.668
1821,11.55515,15.51852,6.14031,19.13582,12.64226
1822,10.49078,17.52048,11.77827,13.20769,15.79416
1823,10.78419,10.70406,10.1524,12.96068,14.13682
1824,11.54704,8.65787,18.16388,12.05311,12.04985
1825,11.76874,12.44551,13.19533,14.92242,14.57837
1826,11.8232,13.32123,13.36537,16.22043,11.69458
1827,15.0794,12.20053,14.97588,12.82653,17.99198
1828,11.49555,12.03497,10.10669,13.24149,16.0313
1829,11.79067,14.17978,15.2115,14.76717,13.08799
1830,11.40011,8.23035,17.51593,10.76225,12.50002
1831,11.69952,14.16259,12.87316,16.97666,15.79339
1832,8.76398,8.06298,16.47427,9.19367,14.85028
1833,12.41274,12.60045,14.45024,17.10775,17.00112
1834,15.70483,12.87527,12.90231,10.54242,11.1157
1835,13.28766,12.76527,14.37849,11.15581,14.94794
1836,10.66183,16.08066,14.87857,14.67476,13.68124
1837,11.37339,13.69306,13.06129,14.92064,11.03878
1838,12.3749,13.87189,16.02776,14.68365,11.69591
1839,12.08161,13.49729,14.90159,14.49986,14.24567
1840,11.83322,12.96202,14.33943,18.06795,15.60694
1841,13.52868,16.45067,7.29942,12.12075,12.89074
1842,12.23076,10.94202,9.45583,15.48369,18.50782
1843,15.85556,14.07208,10.57366,16.39106,12.5527
1844,13.36972,14.28443,12.41079,10.53783,9.04318
1845,13.66305,12.12399,9.0177,16.58533,10.09404
1846,16.10995,15.46859,9.95556,13.25936,14.5032
1847,16.69515,15.67685,12.30209,14.72612,13.11958
1848,15.55697,11.43164,11.54687,12.59148,13.38202
1849,9.07501,12.36972,11.34214,8.89939,15.68191
1850,11.11469,14.85416,14.92418,15.41308,18.91628
1851,13.24996,12.90545,11.7408,13.65908,9.26667
1852,10.51487,15.53569,13.17911,14.80621,14.64994
1853,10.6739,13.72537,16.34847,13.84737,10.63369
1854,12.99043,12.52206,11.07718,13.17477,17.32035
1855,15.91787,13.72967,14.0418,12.64558,8.88276
1856,15.09963,15.8996,10.41434,14.59073,11.11214
1857,11.7069,9.60841,19.05232,13.92277,14.57147
1858,10.03947,13.94588,14.46728,15.1424,10.77359
1859,11.87881,12.00235,15.97671,11.71296,14.66889
1860,18.89219,17.58588,11.28838,12.78498,9.80977
1861,14.13649,14.52142,17.31878,14.22071,13.55103
1862,11.15403,11.90514,15.3761,10.77006,13.3274
1863,11.73188,14.66302,11.68742,14.87691,14.70974
1864,9.97593,17.47452,18.41275,16.88291,12.54097
1865,13.13942,12.95647,15.52077,14.16265,14.16839
1866,8.82073,8.56861,16.68892,8.62942,14.49049
1867,12.96235,13.51852,10.93206,17.50127,10.77919
1868,11.15117,11.85912,13.0322,17.20378,10.92998
1869,11.97056,13.61893,10.58351,13.46335,16.12357
1870,11.73712,11.30271,17.46843,10.58937,14.86193
1871,13.73375,13.26988,12.00142,11.02197,14.3509
1872,17.53835,15.68029,12.55915,12.35327,10.16921
1873,13.20171,10.76454,14.19179,13.70117,9.34206
1874,11.91174,9.91693,15.70038,12.34175,14.77526
1875,12.62708,9.94045,11.90516,11.18022,16.50724
1876,11.25168,10.91402,15.22675,12.95982,17.33791
1877,9.53924,9.91314,14.98391,10.0542,16.1475
1878,11.59272,14.44475,13.80679,15.21731,16.28968
1879,12.42932,11.41712,12.03116,11.42336,14.61419
1880,13.37676,9.96077,17.24361,15.19615,16.87733
1881,14.17045,17.01722,13.29432,14.03112,14.09906
1882,11.32374,8.72316,17.91755,13.01318,14.25308
1883,15.2573,15.36373,13.3986,17.33551,10.40094
1884,14.09218,13.75893,10.74717,17.84489,9.33815
1885,8.08558,8.33575,16.99706,7.66633,13.79255
1886,18.17703,14.42992,13.00521,14.13205,14.00121
1887,9.15953,17.41207,17.76717,15.07394,15.54979
1888,11.20856,14.94197,15.97422,13.37842,14.21049
1889,10.90178,11.46707,14.2872,12.44959,15.92631
1890,12.23261,15.04068,13.04689,11.97736,13.19094
1891,13.37326,12.80828,17.16174,9.48587,9.0806
1892,11.25249,13.7094,11.45335,17.99469,16.95297
1893,12.87846,14.4474,17.59903,14.85047,13.7672
1894,11.8447,14.55274,13.47898,14.75922,14.98543
1895,12.38165,12.59513,12.28252,9.63833,13.92471
1896,12.5533,12.33767,11.41023,15.19545,17.61123
1897,11.98909,10.75481,16.92053,9.67402,13.22575
1898,16.12706,15.58212,7.35448,13.38718,11.24843
1899,11.9999,14.95247,15.47235,12.90465,13.68849
1900,7.93558,17.54552,18.07986,13.45749,10.98972
1901,11.73458,11.60047,13.20727,15.7154,19.43441
1902,10.28549,15.88676,15.28697,13.0898,11.3464
1903,8.59839,11.18039,14.25891,9.42012,9.57274
1904,15.67686,17.06593,10.69086,9.81547,11.81535
1905,12.95947,13.91493,14.09468,15.75583,12.59957
1906,14.52344,17.1137,10.81106,15.80728,12.95653
1907,10.26688,15.06335,15.20837,14.15012,12.30018
1908,12.34073,11.05738,13.56996,13.88921,16.83898
1909,9.42868,7.38481,17.0559,12.59035,12.92606
1910,10.72632,10.18819,15.77673,9.75843,13.29173
1911,13.36133,13.76448,12.44603,16.46629,13.31439
1912,12.92546,11.57561,15.0404,17.39227,12.5285
1913,11.11097,7.43469,15.59127,12.43665,14.96687
1914,15.36738,15.04618,14.7013,13.23525,12.82648
1915,14.86763,13.74488,11.34536,16.56856,8.65011
1916,9.43797,19.15317,19.28312,15.83326,17.79804
1917,10.93068,14.14607,16.61924,12.27005,11.24887
1918,13.48317,10.34982,12.61219,14.95125,16.25726
1919,12.93609,11.1545,17.73044,13.05261,11.12653
1920,8.20333,10.50334,13.51602,8.68896,16.54423
1921,15.7656,10.93921,14.81063,12.31813,10.53212
1922,8.76187,13.7837,15.50705,11.73248,11.84906
1923,11.28989,13.39318,15.57339,15.16224,19.00842
1924,14.62221,16.41025,10.19019,14.43488,14.76111
1925,9.55164,11.2646,14.14262,9.56328,13.42914
1926,9.81908,9.81485,16.90619,9.60044,13.30079
1927,11.98846,13.93432,14.82097,15.18473,19.5479
1928,17.31127,15.6106,11.06504,14.7293,16.92575
1929,17.93056,16.74142,10.20049,12.88662,13.04027
1930,11.0903,11.39733,8.92449,15.77777,15.90049
1931,15.17252,14.01637,14.03005,12.26164,12.60971
1932,10.5737,15.40912,17.53109,14.9707,13.3537
1933,12.01223,7.83699,17.95301,12.80626,11.10719
1934,13.54515,12.5845,14.8145,16.0294,14.8016
1935,9.29389,15.41346,11.84405,14.33306,16.24717
1936,14.16928,14.58251,12.19248,13.83033,9.8847
1937,10.57375,7.5353,15.32279,9.2627,12.90527
1938,15.19865,14.71611,12.20591,12.94011,11.07803
1939,10.28712,9.72755,18.35104,10.62028,12.7645
1940,10.31866,7.15861,16.95387,10.00013,12.505
1941,11.20823,17.77103,17.85683,14.27296,17.56391
1942,10.62602,14.26751,14.66055,16.26677,15.85935
1943,12.59653,13.0202,8.75329,14.58693,10.73893
1944,16.65104,13.78201,11.34427,14.45251,9.73395
1945,10.10694,12.75153,14.73096,11.76122,14.79831
1946,14.96611,14.90309,8.65766,15.69051,12.14182
1947,9.34363,11.50713,12.90882,9.18861,12.03634
1948,5.63497,5.38212,17.26081,9.05822,14.44954
1949,11.4323,12.69463,14.11,15.51879,11.30435
1950,12.83631,13.45899,13.27055,13.31476,13.82411
1951,11.85579,11.56462,12.25521,12.00842,17.88894
1952,15.121,14.25811,9.21306,16.20938,11.08412
1953,12.67345,12.87453,6.32646,16.62205,10.91203
1954,10.84292,14.78887,15.13036,13.6563,13.92511
1955,15.95272,14.94796,11.55029,13.16951,12.51769
1956,6.83168,5.13272,15.42704,12.56439,14.7938
1957,9.59701,14.62443,16.53939,13.47176,13.1646
1958,8.5134,8.68124,13.59072,9.91349,18.27741
1959,15.633,14.11381,10.81593,16.74972,10.27739
1960,8.12181,11.50287,14.56912,6.17402,12.28027
1961,15.35442,16.51817,7.09984,13.97064,14.2435
1962,9.12552,12.14276,14.01372,7.04377,13.5381
1963,11.98784,12.72172,12.80354,14.07396,13.20162
1964,11.69666,10.46727,15.90558,12.562,14.43099
1965,11.23311,15.55487,17.43026,16.05233,12.729
1966,7.44303,10.06715,15.08289,9.74559,18.10312
1967,13.73561,14.19354,11.39764,13.55383,14.31065
1968,17.15086,15.11134,13.82003,14.43052,13.20763
1969,8.63639,17.51669,16.11051,16.20016,15.54258
1970,15.77432,16.03375,8.90058,13.56343,13.19365
1971,5.61668,7.78453,14.56671,8.72908,13.75394
1972,11.81993,11.19252,20.67334,13.49966,12.52418
1973,13.10254,12.58916,11.99815,12.70104,12.30095
1974,14.94194,16.11256,13.43626,18.56366,14.38396
1975,10.79962,11.93649,10.41487,15.85988,14.94114
1976,9.07421,9.327,15.94294,10.0966,17.30144
1977,7.9772,6.86316,14.94496,9.60149,14.74959
1978,8.09996,8.79549,15.71716,12.63603,15.36281
1979,10.62815,16.11465,15.54939,15.39073,13.80682
1980,16.75027,15.07948,14.44341,10.17664,11.23781
1981,13.16951,12.92176,15.58449,11.90539,14.3013
1982,13.38112,13.32463,10.77945,15.06002,10.81542
1983,9.48987,9.48421,15.82282,12.91326,16.41855
1984,11.77579,8.47879,13.5327,10.50612,17.17547
1985,9.58588,10.10054,12.21868,9.09368,14.40467
1986,14.81278,13.82296,10.67175,11.79145,12.42487
1987,13.59713,17.0795,13.10653,17.19456,12.13378
1988,15.1799,12.42256,14.57535,16.43521,13.18735
1989,10.90631,9.386,13.6158,12.30535,15.75987
1990,15.43768,16.16867,9.99655,13.57891,12.23938
